Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR27848296_1 - polya	(1, 0.002188627167638036)	(2, 0.0070943068010465345)	(3, 0.011136365984522186)	(4, 0.015253351143106168)	(5, 0.019472866583417337)	(6, 0.023369017289050453)	(7, 0.02734403744216602)	(8, 0.03435158785098186)	(9, 0.04805121087868373)	(10, 0.061218465135879044)	(11, 0.0662897706090007)	(12, 0.07228384861766703)	(13, 0.07963842459540565)	(14, 0.08615304095745617)	(15, 0.09397689014771538)	(16, 0.09978562495479795)	(17, 0.10684838397685151)	(18, 0.11340243506264325)	(19, 0.1192427176487188)	(20, 0.12608069874544736)	(21, 0.13310007957138556)	(22, 0.13872347117688438)	(23, 0.14431137153101609)	(24, 0.15038826245953898)	(25, 0.15597221934129657)	(26, 0.16122492454362786)	(27, 0.166312003906246)	(28, 0.1718683564813847)	(29, 0.17785849101767692)	(30, 0.1838407386092209)	(31, 0.18989791217587318)	(32, 0.1966727977146158)	(33, 0.2031006576844356)	(34, 0.20930768320130455)	(35, 0.21555808691428888)	(36, 0.22224227258842666)	(37, 0.23148577183337)	(38, 0.24159683500062032)	(39, 0.2521968887422618)	(40, 0.2608528106034609)
SRR27848296_2 - illumina_universal_adapter	(1, 0.001384158803317028)	(2, 0.0016759757590020996)	(3, 0.0018337146539670031)	(4, 0.0022911574493652232)	(5, 0.0030522476175708826)	(6, 0.006084777873271152)	(7, 0.006589542337158844)	(8, 0.007812018773136846)	(9, 0.008395652684506988)	(10, 0.009172516742209138)	(11, 0.00946433369789421)	(12, 0.009795585377320507)	(13, 0.010225423866099868)	(14, 0.010726244857613438)	(15, 0.01175154767488531)	(16, 0.012607281180069912)	(17, 0.014732812789721985)	(18, 0.017950686247006017)	(19, 0.02056520843104929)	(20, 0.02399208592416182)	(21, 0.03698977086926987)	(22, 0.07727628464330621)	(23, 0.1206426503415323)	(24, 0.14004453442221543)	(25, 0.15855125027397274)	(26, 0.18974806022565652)	(27, 0.23344962107568304)	(28, 0.30693622876745746)	(29, 0.4175585158063443)	(30, 0.5677890393709184)	(31, 0.7442042194996664)	(32, 0.9475730333055423)	(33, 1.1205849967754227)	(34, 1.2638907828510375)	(35, 1.4141922889183458)	(36, 1.578035679118391)	(37, 1.7632605765309288)	(38, 1.9781206688349982)	(39, 2.2097917838699517)	(40, 2.46366859184359)
SRR27848296_2 - polya	(1, 0.004030228766353284)	(2, 0.009779811487824017)	(3, 0.015154764333753103)	(4, 0.018120255559093287)	(5, 0.021728532781415455)	(6, 0.02585340488474768)	(7, 0.02891748291944093)	(8, 0.034769595922638855)	(9, 0.0485875231215644)	(10, 0.061324938889980356)	(11, 0.065785006145113)	(12, 0.0703594340990952)	(13, 0.07619577321279664)	(14, 0.08108962242908276)	(15, 0.08604656720335485)	(16, 0.09168573269835015)	(17, 0.09781388876773665)	(18, 0.10297589410546312)	(19, 0.10787763026649749)	(20, 0.11333145255990903)	(21, 0.11807939329835263)	(22, 0.12304028154499884)	(23, 0.1279735654850262)	(24, 0.13407017377541972)	(25, 0.1398276434416387)	(26, 0.1451355572572077)	(27, 0.14998602827737847)	(28, 0.15524267695208388)	(29, 0.16027454770146432)	(30, 0.1659492044478267)	(31, 0.17135176160037466)	(32, 0.17688839681364277)	(33, 0.1823264452175578)	(34, 0.1878749108479483)	(35, 0.19331295925186334)	(36, 0.19888114224412445)	(37, 0.2044414382916373)	(38, 0.210254116571094)	(39, 0.21583412998047743)	(40, 0.22058207071892105)
SRR27848296_2 - polyg	(1, 14.404199293313976)	(2, 14.432257099255859)	(3, 14.436346480107824)	(4, 14.439962644274894)	(5, 14.442833492163256)	(6, 14.445499279488162)	(7, 14.447530167760835)	(8, 14.450034272718403)	(9, 14.499347394756807)	(10, 14.50377985770532)	(11, 14.508279359684193)	(12, 14.513626708223505)	(13, 14.522014473963264)	(14, 14.52402958834644)	(15, 14.525741055356809)	(16, 14.527917852107324)	(17, 14.529254689242153)	(18, 14.531048969172378)	(19, 14.532192576160874)	(20, 14.533434769958722)	(21, 14.534499507499735)	(22, 14.535422280035279)	(23, 14.536293787429962)	(24, 14.537106142739031)	(25, 14.537985537078459)	(26, 14.53913308753933)	(27, 14.540047973130125)	(28, 14.541369036375457)	(29, 14.542445604333592)	(30, 14.544011162866118)	(31, 14.545103504713751)	(32, 14.54582910363059)	(33, 14.546830745613617)	(34, 14.547556344530456)	(35, 14.548285886919668)	(36, 14.548960220695642)	(37, 14.54974102822572)	(38, 14.550703235485004)	(39, 14.551452495236088)	(40, 14.552339776520267)
SRR27848297_1 - illumina_universal_adapter	(1, 0.0008231004828683022)	(2, 0.0009509607520517278)	(3, 0.001050851587351279)	(4, 0.0015103494297292147)	(5, 0.0017301092673882275)	(6, 0.0021376638754103967)	(7, 0.002413362580837158)	(8, 0.0032724237644132987)	(9, 0.0035321399361921317)	(10, 0.003911725110330427)	(11, 0.004135480581401421)	(12, 0.004255349583760883)	(13, 0.004519061388951698)	(14, 0.004686877992254944)	(15, 0.0052782317372282875)	(16, 0.0056538212779546)	(17, 0.0068365287679012865)	(18, 0.008354869464454465)	(19, 0.010748253878231714)	(20, 0.014600044487382408)	(21, 0.028464892426960122)	(22, 0.072340942923935)	(23, 0.12047633863808276)	(24, 0.14146939658463645)	(25, 0.16302184320886762)	(26, 0.19875479281222308)	(27, 0.2511295555764838)	(28, 0.33684388353032274)	(29, 0.46585489513639916)	(30, 0.6379148611231702)	(31, 0.8417640865356704)	(32, 1.0820135323313271)	(33, 1.2852234563979101)	(34, 1.4513818718351836)	(35, 1.62669827905272)	(36, 1.8173459316720315)	(37, 2.0363146339154716)	(38, 2.2837322460522245)	(39, 2.547799662616706)	(40, 2.8339269712487405)
SRR27848297_1 - polya	(1, 0.0025452184834325654)	(2, 0.008482729733637891)	(3, 0.013513232199323292)	(4, 0.01822807962546211)	(5, 0.02269120214664606)	(6, 0.026986508064526762)	(7, 0.031429652418650804)	(8, 0.03896941266706093)	(9, 0.05319386761371703)	(10, 0.06780589900133538)	(11, 0.07276048443219313)	(12, 0.07906159832288881)	(13, 0.08656939350400308)	(14, 0.09360969957591546)	(15, 0.1025279533514594)	(16, 0.10870120697297166)	(17, 0.11632887115644538)	(18, 0.12318537809140659)	(19, 0.128883151336893)	(20, 0.1366506626897861)	(21, 0.14342725695650765)	(22, 0.14981227914885498)	(23, 0.15520638425503072)	(24, 0.1614235898440748)	(25, 0.16751293516393545)	(26, 0.17281114506822365)	(27, 0.17846097071276626)	(28, 0.18427062169378816)	(29, 0.19081147358920278)	(30, 0.1981514521670138)	(31, 0.2050279372690349)	(32, 0.21238789401390584)	(33, 0.21999558003031966)	(34, 0.22781503461756852)	(35, 0.23520695642973533)	(36, 0.2432501664880552)	(37, 0.25439398807407315)	(38, 0.2654938576925593)	(39, 0.27785235183581974)	(40, 0.28713420825185404)
SRR27848297_2 - illumina_universal_adapter	(1, 0.0008231004828683022)	(2, 0.0009949127195835303)	(3, 0.0011747162231227225)	(4, 0.002097707541290576)	(5, 0.0034242578340686163)	(6, 0.007236092109099492)	(7, 0.007623668550061751)	(8, 0.009098057279083126)	(9, 0.00988519706124359)	(10, 0.010676332476816036)	(11, 0.01097600498271469)	(12, 0.011187773553549739)	(13, 0.011511419859920284)	(14, 0.011811092365818938)	(15, 0.012578253980919493)	(16, 0.013045743090121392)	(17, 0.014372293382899432)	(18, 0.016050459415931893)	(19, 0.0185637128320686)	(20, 0.022559346244050652)	(21, 0.036615984587403505)	(22, 0.08071978618886136)	(23, 0.12903898103996028)	(24, 0.15031173332535272)	(25, 0.17206795725359497)	(26, 0.2093032650198557)	(27, 0.26181787495353576)	(28, 0.3475082291069028)	(29, 0.47602777780330546)	(30, 0.6478160407180616)	(31, 0.8508861176152254)	(32, 1.0878911090803527)	(33, 1.289898347489929)	(34, 1.4549939244396155)	(35, 1.6307298731654098)	(36, 1.8231835520869373)	(37, 2.0438104421963503)	(38, 2.295339561114032)	(39, 2.5661236374440555)	(40, 2.8606697456751364)
SRR27848297_2 - polya	(1, 0.003452227267952491)	(2, 0.00771956375194932)	(3, 0.011283668755437308)	(4, 0.014000699475585101)	(5, 0.01752484814495327)	(6, 0.020865197677370263)	(7, 0.02370209739987752)	(8, 0.02918011080770491)	(9, 0.040319936760310864)	(10, 0.05066063603052041)	(11, 0.05447646593896326)	(12, 0.05939908630252515)	(13, 0.06476122634140506)	(14, 0.06928827899718072)	(15, 0.07443065919840162)	(16, 0.07948113983114694)	(17, 0.08593808342490993)	(18, 0.09084871688823586)	(19, 0.09593915385510099)	(20, 0.10140518036269243)	(21, 0.10612801905565522)	(22, 0.11111456955380881)	(23, 0.11604917681760665)	(24, 0.12206260510263964)	(25, 0.12728889360551215)	(26, 0.1329347236166428)	(27, 0.13736588107053088)	(28, 0.14251225690516375)	(29, 0.14755874190449708)	(30, 0.1527410784398378)	(31, 0.1577076507709315)	(32, 0.16257433226672563)	(33, 0.16750494389711149)	(34, 0.1727072585995121)	(35, 0.17762188769625004)	(36, 0.1826364076282875)	(37, 0.18814239046999875)	(38, 0.19383217244866122)	(39, 0.19905446531812174)	(40, 0.20402503328262742)
SRR27848297_2 - polyg	(1, 6.250385328897168)	(2, 6.264725657212772)	(3, 6.267582535102338)	(4, 6.269967928249292)	(5, 6.271937775521399)	(6, 6.27353203325278)	(7, 6.275170242951693)	(8, 6.277176050924508)	(9, 6.299587558732315)	(10, 6.302692165893425)	(11, 6.305561030683228)	(12, 6.309296947923431)	(13, 6.314139655618754)	(14, 6.3156819701157785)	(15, 6.3169166208400815)	(16, 6.318450944070282)	(17, 6.319589699592697)	(18, 6.3208922760850035)	(19, 6.322007057806946)	(20, 6.323185769663481)	(21, 6.324204656183537)	(22, 6.325103673701232)	(23, 6.325842865882449)	(24, 6.326622014397786)	(25, 6.327389176012886)	(26, 6.328292189163994)	(27, 6.329147254714158)	(28, 6.330134176166918)	(29, 6.330969263550022)	(30, 6.332223892441385)	(31, 6.333210813894144)	(32, 6.334061883810896)	(33, 6.335008848929536)	(34, 6.33592384898088)	(35, 6.3367309669301)	(36, 6.3374981285452)	(37, 6.338465071830901)	(38, 6.339292167947181)	(39, 6.340263106866292)	(40, 6.34112616368328)
SRR27848298_1 - illumina_universal_adapter	(1, 0.0013759239427355587)	(2, 0.0016393391171085577)	(3, 0.0018270924860765464)	(4, 0.00235112054573347)	(5, 0.002620140298284618)	(6, 0.0031357614906743184)	(7, 0.0037130330430236564)	(8, 0.00488438988225678)	(9, 0.005223466862034789)	(10, 0.005598973599970767)	(11, 0.005882004797967287)	(12, 0.006145419972340286)	(13, 0.006484496952118295)	(14, 0.0067591212828475924)	(15, 0.007521343915075845)	(16, 0.008045371974732768)	(17, 0.009931312531679878)	(18, 0.011968576699437008)	(19, 0.014639158201324966)	(20, 0.01843625991702086)	(21, 0.03342009967630198)	(22, 0.07869107991029985)	(23, 0.12906783086459137)	(24, 0.15141888863904926)	(25, 0.173727912077171)	(26, 0.21022772746236582)	(27, 0.26383832002544927)	(28, 0.35102874274291196)	(29, 0.48020306059288814)	(30, 0.6536535460502407)	(31, 0.8568783530790095)	(32, 1.0921081037940976)	(33, 1.2896162410811545)	(34, 1.4546010112004133)	(35, 1.62716036872744)	(36, 1.8147119728810155)	(37, 2.026531400545976)	(38, 2.2686856076001667)	(39, 2.5234052789297676)	(40, 2.7990104108402405)
SRR27848298_1 - polya	(1, 0.002429584640227555)	(2, 0.008339612329085587)	(3, 0.013033446553285304)	(4, 0.017592770901209445)	(5, 0.021866261762047992)	(6, 0.025643747454120364)	(7, 0.029939656627671507)	(8, 0.037295665486491957)	(9, 0.051808720678808574)	(10, 0.06550070516802638)	(11, 0.07066252167010152)	(12, 0.07697047440960814)	(13, 0.08451703892648564)	(14, 0.0917077127290507)	(15, 0.0997390732583381)	(16, 0.10632445261766307)	(17, 0.11375332099279946)	(18, 0.12041155986844038)	(19, 0.12664665309163103)	(20, 0.13384012918328517)	(21, 0.14040028794080847)	(22, 0.14675307730574028)	(23, 0.15221473874034638)	(24, 0.15858434183981263)	(25, 0.164281395557901)	(26, 0.17007933168319606)	(27, 0.1755522022741585)	(28, 0.1811988147886435)	(29, 0.18747874463725936)	(30, 0.19360454858597614)	(31, 0.20033844926702205)	(32, 0.20753472764776526)	(33, 0.21467776253581605)	(34, 0.22198613248012225)	(35, 0.2286920102702774)	(36, 0.23577339479836856)	(37, 0.24519188842674783)	(38, 0.2548737972295001)	(39, 0.2646061472358557)	(40, 0.27263750776514306)
SRR27848298_2 - illumina_universal_adapter	(1, 0.0013731216536464843)	(2, 0.0016449436952867067)	(3, 0.0018383016424328442)	(4, 0.0025444784928796075)	(5, 0.0031189477561398716)	(6, 0.005310337823796097)	(7, 0.005996898650619339)	(8, 0.007737120174934577)	(9, 0.008339612329085587)	(10, 0.008975731952305489)	(11, 0.009376459292043136)	(12, 0.00971273398273207)	(13, 0.010082636142489899)	(14, 0.01051699095129644)	(15, 0.011430537194334713)	(16, 0.012181550670206667)	(17, 0.014241233150676394)	(18, 0.01648306442193596)	(19, 0.01939184049639525)	(20, 0.02336548642470283)	(21, 0.03873604207827623)	(22, 0.08421999628304375)	(23, 0.13475647771541252)	(24, 0.15747183307145007)	(25, 0.1800610854184793)	(26, 0.21828991317163304)	(27, 0.2719621560946761)	(28, 0.35938236651744293)	(29, 0.48842217449114356)	(30, 0.6615868264614105)	(31, 0.864873283850139)	(32, 1.0979424696775506)	(33, 1.294864928544991)	(34, 1.459336879760949)	(35, 1.6326780759438277)	(36, 1.8223678266723669)	(37, 2.0362413322396185)	(38, 2.283714283984873)	(39, 2.5465353730709883)	(40, 2.832253966303931)
SRR27848298_2 - polya	(1, 0.003900786411991645)	(2, 0.008252741367324278)	(3, 0.012439361266401518)	(4, 0.015516274686205273)	(5, 0.018789348342244237)	(6, 0.0224799630725553)	(7, 0.02545879637424145)	(8, 0.030940073832471087)	(9, 0.04315805426083572)	(10, 0.05493047072403752)	(11, 0.05883405942511824)	(12, 0.0631944212477181)	(13, 0.06856640943147384)	(14, 0.07342838100101802)	(15, 0.0788059737629519)	(16, 0.08434329700296303)	(17, 0.09054196046799573)	(18, 0.09577383419729774)	(19, 0.10056294625052599)	(20, 0.10613389695960601)	(21, 0.1110603211781989)	(22, 0.11605119804584052)	(23, 0.12109812069526361)	(24, 0.12721271548762408)	(25, 0.1324978327096185)	(26, 0.137634428609892)	(27, 0.14244035439765468)	(28, 0.14757975258701725)	(29, 0.1523660623511564)	(30, 0.15749425138416268)	(31, 0.16247391909544798)	(32, 0.16735550668861568)	(33, 0.17192323790380706)	(34, 0.17669273393341178)	(35, 0.1812100239449998)	(36, 0.1861252390072364)	(37, 0.1912169982820847)	(38, 0.19635359418235818)	(39, 0.20130243671366366)	(40, 0.20570203058351058)
SRR27848298_2 - polyg	(1, 9.88619567734578)	(2, 9.906753270103229)	(3, 9.910003925446556)	(4, 9.9129939679046)	(5, 9.915162939659542)	(6, 9.917051682505578)	(7, 9.918775090295359)	(8, 9.920826365908562)	(9, 9.955381392665938)	(10, 9.958662873189246)	(11, 9.962168536839677)	(12, 9.96633554071513)	(13, 9.972792014776358)	(14, 9.974400528713486)	(15, 9.975768045788955)	(16, 9.97741859406242)	(17, 9.978581544034386)	(18, 9.980142419057001)	(19, 9.981358612521658)	(20, 9.982496341891823)	(21, 9.983558409456583)	(22, 9.984452339675997)	(23, 9.985220166886403)	(24, 9.986058051324036)	(25, 9.986856703714423)	(26, 9.987876736942846)	(27, 9.988697807645945)	(28, 9.98980190954704)	(29, 9.990765896993683)	(30, 9.99192324238747)	(31, 9.993035751155832)	(32, 9.99394929739887)	(33, 9.994904877978245)	(34, 9.99567550747774)	(35, 9.996558228540799)	(36, 9.997323253462117)	(37, 9.998082673805255)	(38, 9.998920558242888)	(39, 9.999786465571413)	(40, 10.000657977478115)
SRR27848299_1 - illumina_universal_adapter	(1, 0.0011404754354795176)	(2, 0.0013726332849409969)	(3, 0.0016047911344024763)	(4, 0.0020778127526802407)	(5, 0.002315774548378257)	(6, 0.002710442892462772)	(7, 0.0029861303386982787)	(8, 0.0033256611935356924)	(9, 0.003589740747298125)	(10, 0.003940879494608613)	(11, 0.004129507747296065)	(12, 0.0043094300806287116)	(13, 0.004637353042993051)	(14, 0.004860804973099725)	(15, 0.005586298252666848)	(16, 0.005972260677396557)	(17, 0.007298462392445259)	(18, 0.008955489042976567)	(19, 0.010920124844044338)	(20, 0.013639273655861914)	(21, 0.02464355572033604)	(22, 0.0599228429191261)	(23, 0.1003937600264985)	(24, 0.11953807668771574)	(25, 0.13847054931129937)	(26, 0.1726122630477282)	(27, 0.2204512899023843)	(28, 0.30271352188594125)	(29, 0.42735907126180955)	(30, 0.5913582780945169)	(31, 0.7873633464486074)	(32, 1.016108475523003)	(33, 1.212949312135155)	(34, 1.3776333846237736)	(35, 1.554842373090839)	(36, 1.7508271276331018)	(37, 1.9743661169333238)	(38, 2.229220298152781)	(39, 2.5004299998667996)	(40, 2.789974367742038)
SRR27848299_1 - polya	(1, 0.002092322618271583)	(2, 0.0075799537849173025)	(3, 0.01235950351070551)	(4, 0.017298661757998483)	(5, 0.0221971923816357)	(6, 0.026576269817102854)	(7, 0.03130068205364396)	(8, 0.039176637096624646)	(9, 0.05405215130086894)	(10, 0.06953998183306788)	(11, 0.07521333927928278)	(12, 0.08235509512334155)	(13, 0.09061411061793367)	(14, 0.09802284798887313)	(15, 0.10737300537593422)	(16, 0.11422456390816613)	(17, 0.121853851236094)	(18, 0.12928290241886134)	(19, 0.13578332220378275)	(20, 0.14375794433278458)	(21, 0.15067044430050014)	(22, 0.1571389423811206)	(23, 0.1631344188434633)	(24, 0.1698205649079539)	(25, 0.1761961998487898)	(26, 0.18221199012296038)	(27, 0.18867178228422604)	(28, 0.19519831982721186)	(29, 0.20218917306912068)	(30, 0.20958630254758706)	(31, 0.21705888332712844)	(32, 0.22453436607978808)	(33, 0.23241032112276874)	(34, 0.2403907471980071)	(35, 0.24824058448292338)	(36, 0.25656054141299917)	(37, 0.2674139208753233)	(38, 0.2782266727139917)	(39, 0.2900086835741618)	(40, 0.2993008014988575)
SRR27848299_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.05301324492452882)	(4, 0.06728224674705499)	(5, 0.07499278932229438)	(6, 0.07936025886528847)	(7, 0.08324890284376825)	(8, 0.08550663792978114)	(9, 0.08794719732224493)	(10, 0.08991473509643097)	(11, 0.09140925125233924)	(12, 0.0925178049835178)	(13, 0.09356541727921273)	(14, 0.09476393217705763)	(15, 0.09593923128995636)	(16, 0.09698103963941475)	(17, 0.09802284798887313)	(18, 0.09910818593510555)	(19, 0.10015870020391875)	(20, 0.1012875677469252)	(21, 0.10232647412326532)	(22, 0.1033595765533689)	(23, 0.1042620901931504)	(24, 0.10528358473078091)	(25, 0.1061222549619605)	(26, 0.10694641532754876)	(27, 0.10794179210711484)	(28, 0.10886171758560596)	(29, 0.10992674172001049)	(30, 0.11089019679527563)	(31, 0.11190878935978787)	(32, 0.113261108832901)	(33, 0.1146511539565516)	(34, 0.11568135441353691)	(35, 0.11680151603718855)	(36, 0.11774755927374408)	(37, 0.11866458277911693)	(38, 0.11967737139739262)	(39, 0.12077431723609812)	(40, 0.12172616441889018)
SRR27848299_2 - illumina_universal_adapter	(1, 0.0011462793817160544)	(2, 0.0014045549892419504)	(3, 0.0016715365161226517)	(4, 0.0027423645967637254)	(5, 0.0035258973386962183)	(6, 0.006276967854814749)	(7, 0.0066542243601896535)	(8, 0.007635091274164404)	(9, 0.008322858903194036)	(10, 0.009152823215018825)	(11, 0.009399490930071646)	(12, 0.009617138913941784)	(13, 0.010006003311789762)	(14, 0.010360044032218518)	(15, 0.011285773456946167)	(16, 0.011883579919309478)	(17, 0.013360684236508139)	(18, 0.015212143085963437)	(19, 0.017272543999934067)	(20, 0.0200787520052997)	(21, 0.031262956403106466)	(22, 0.06684404880619646)	(23, 0.10751520205872937)	(24, 0.1271789719081167)	(25, 0.14638423000481757)	(26, 0.18222069604231517)	(27, 0.23048921491847502)	(28, 0.3132447823321376)	(29, 0.43844751054671344)	(30, 0.6026556594439361)	(31, 0.7988986895937247)	(32, 1.0262160478939322)	(33, 1.2233470818179109)	(34, 1.3879557030054546)	(35, 1.5670509739993945)	(36, 1.7656620142136903)	(37, 1.991856308917128)	(38, 2.2520123950236615)	(39, 2.530404480205395)	(40, 2.8289478667203842)
SRR27848299_2 - polya	(1, 0.003087699397837676)	(2, 0.007460972887068294)	(3, 0.011039105741893346)	(4, 0.013732136795646506)	(5, 0.017414740682729222)	(6, 0.02085067685475912)	(7, 0.023584335532168037)	(8, 0.029347654145049265)	(9, 0.040378053967587806)	(10, 0.05160868993528687)	(11, 0.055630824677207)	(12, 0.0604568059728875)	(13, 0.06635071337609082)	(14, 0.07138563673628665)	(15, 0.07655985480615937)	(16, 0.08189368139753686)	(17, 0.08868429849428514)	(18, 0.09435765594050004)	(19, 0.09958410952650158)	(20, 0.10570437083292984)	(21, 0.11048972450495458)	(22, 0.11576260966084843)	(23, 0.12130247634362298)	(24, 0.1276287777414483)	(25, 0.13344433187045837)	(26, 0.13909737550484538)	(27, 0.14447182971987862)	(28, 0.1500378141607176)	(29, 0.15533101312843933)	(30, 0.1608418600800312)	(31, 0.16652682541871916)	(32, 0.17181712241332264)	(33, 0.17707549770362513)	(34, 0.18213363684876713)	(35, 0.1873775022734783)	(36, 0.19262426967130772)	(37, 0.19775205617128816)	(38, 0.20336447218201942)	(39, 0.2087273185045796)	(40, 0.21352137809595914)
SRR27848299_2 - polyg	(1, 4.083592728618821)	(2, 4.097200080570381)	(3, 4.099434599871448)	(4, 4.1019622184574605)	(5, 4.103610539188637)	(6, 4.1054126644950815)	(7, 4.1072583193983006)	(8, 4.10950444659184)	(9, 4.125941222333712)	(10, 4.129124686844453)	(11, 4.132122425075624)	(12, 4.1351753007960435)	(13, 4.139110376344415)	(14, 4.140799324699247)	(15, 4.1422154875809625)	(16, 4.1438870240970855)	(17, 4.1451784021347144)	(18, 4.1468499386508375)	(19, 4.147964296328253)	(20, 4.149226654634699)	(21, 4.15033230639276)	(22, 4.151310271333616)	(23, 4.15232596192501)	(24, 4.153283613054039)	(25, 4.15418612669382)	(26, 4.155097346252957)	(27, 4.155927310564781)	(28, 4.156931393263702)	(29, 4.157871632554021)	(30, 4.158983088258318)	(31, 4.15993493544111)	(32, 4.160776507645408)	(33, 4.161713844962608)	(34, 4.16270051582282)	(35, 4.163559499865827)	(36, 4.164444601666899)	(37, 4.165329703467971)	(38, 4.166296060516355)	(39, 4.167210182048609)	(40, 4.1682723042098955)
SRR27848300_1 - illumina_universal_adapter	(1, 0.0012451082020131078)	(2, 0.0013868033242761008)	(3, 0.0015435723957160077)	(4, 0.0019897612913526664)	(5, 0.002236974057854058)	(6, 0.002698236902667631)	(7, 0.0030328785743951245)	(8, 0.003659954860154753)	(9, 0.003949374684351505)	(10, 0.004389534000317397)	(11, 0.004642776346489554)	(12, 0.004793515838258696)	(13, 0.005098009611632362)	(14, 0.005381399856158348)	(15, 0.005872810599325748)	(16, 0.006255688908419367)	(17, 0.007304835771132592)	(18, 0.008543914393474933)	(19, 0.010678385596925976)	(20, 0.01391325509029175)	(21, 0.026415588537624338)	(22, 0.06690120123698033)	(23, 0.11151707601081079)	(24, 0.13230706671561077)	(25, 0.1537904590825488)	(26, 0.1916592342047925)	(27, 0.24443011548333352)	(28, 0.33269411749383654)	(29, 0.4696620492949492)	(30, 0.6459187222307708)	(31, 0.8549310867280269)	(32, 1.09888486541737)	(33, 1.3071947838829818)	(34, 1.4791131742456876)	(35, 1.657456081747594)	(36, 1.8553438717522874)	(37, 2.082731380296202)	(38, 2.334822076751243)	(39, 2.6073741518190277)	(40, 2.8997484700544542)
SRR27848300_1 - polya	(1, 0.002487201614190833)	(2, 0.008438396749236535)	(3, 0.013439933086136646)	(4, 0.01800733968674163)	(5, 0.023087260559361694)	(6, 0.027320025488239183)	(7, 0.03208339342814405)	(8, 0.04007861607157931)	(9, 0.05510131382129194)	(10, 0.07032298770013984)	(11, 0.0755958551222244)	(12, 0.08245450199772034)	(13, 0.09040148800378947)	(14, 0.09776360478179434)	(15, 0.10642811076868458)	(16, 0.1132535949559913)	(17, 0.12085388013099141)	(18, 0.1276853938979689)	(19, 0.13445962665807412)	(20, 0.14211116326027573)	(21, 0.14893966223741784)	(22, 0.15521946946452025)	(23, 0.1613575815693597)	(24, 0.16809563685144033)	(25, 0.17443272508541502)	(26, 0.18013067787428858)	(27, 0.18608187300933426)	(28, 0.19206623083256918)	(29, 0.19867766494156372)	(30, 0.20542777938298587)	(31, 0.21222914525160955)	(32, 0.21944052253784527)	(33, 0.22676344704799015)	(34, 0.2343365991144718)	(35, 0.24107163960671704)	(36, 0.24865685083254024)	(37, 0.258041891590087)	(38, 0.2679364318298134)	(39, 0.2782289243278104)	(40, 0.28665224712787)
SRR27848300_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.08914432064243483)	(4, 0.10644921429753226)	(5, 0.11437509677475372)	(6, 0.11833050103877599)	(7, 0.12307879502950395)	(8, 0.12553886353517632)	(9, 0.1282793074955393)	(10, 0.13016355114265357)	(11, 0.13174631580622956)	(12, 0.1329371577912058)	(13, 0.13412498498634662)	(14, 0.13533090092049976)	(15, 0.13656093517333595)	(16, 0.13768545178193373)	(17, 0.13878886486168385)	(18, 0.1398169081955494)	(19, 0.14089318816678106)	(20, 0.1419785125075189)	(21, 0.14311207348562283)	(22, 0.1441039393414638)	(23, 0.1450686720887863)	(24, 0.14595502030038884)	(25, 0.14687754599001598)	(26, 0.14793272243239997)	(27, 0.14897583971544243)	(28, 0.14995564641194184)	(29, 0.15079978756584905)	(30, 0.15171326888597003)	(31, 0.1527895488572017)	(32, 0.15399245000151945)	(33, 0.15558727382443696)	(34, 0.15657311010060715)	(35, 0.15767350839052188)	(36, 0.15857191576146598)	(37, 0.1594974562409285)	(38, 0.1605526326833125)	(39, 0.16168317887158104)	(40, 0.16250923128647593)
SRR27848300_2 - illumina_universal_adapter	(1, 0.001242093412177725)	(2, 0.0013777589547699523)	(3, 0.0016310013009421098)	(4, 0.002553526990569255)	(5, 0.004054892328589904)	(6, 0.009077532194337695)	(7, 0.009502617561126673)	(8, 0.010771844081822843)	(9, 0.011507452801656253)	(10, 0.012417919331941868)	(11, 0.012743516634163213)	(12, 0.012936463183627714)	(13, 0.013262060485849058)	(14, 0.013620820476259616)	(15, 0.01425392634169001)	(16, 0.014784529352717388)	(17, 0.01589397201213827)	(18, 0.017226509119377478)	(19, 0.01943333527887771)	(20, 0.02270739704010346)	(21, 0.03548709115229126)	(22, 0.07634653779123472)	(23, 0.12158044448131868)	(24, 0.1427653726545538)	(25, 0.16467987996795158)	(26, 0.2051082116604353)	(27, 0.25828910435658836)	(28, 0.34737011441248017)	(29, 0.48492593023149244)	(30, 0.6620418182703982)	(31, 0.8719767084572814)	(32, 1.1148180296973682)	(33, 1.3238002462962704)	(34, 1.4960773966493868)	(35, 1.6767778698025626)	(36, 1.8781628160163002)	(37, 2.1088515194299586)	(38, 2.3661939797782368)	(39, 2.645664997518225)	(40, 2.94648977166223)
