Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR27848287_2 - illumina_universal_adapter	(1, 0.0016028444598366223)	(2, 0.0020309546253912754)	(3, 0.0023289193006173145)	(4, 0.003185139631726621)	(5, 0.003681747423770019)	(6, 0.005815448488894411)	(7, 0.006401103195373177)	(8, 0.008123818501565102)	(9, 0.00873344737731493)	(10, 0.009802010350539344)	(11, 0.010096550144440945)	(12, 0.010408214344964733)	(13, 0.010812350341248325)	(14, 0.011315807895940598)	(15, 0.012007633923476918)	(16, 0.012764532696177545)	(17, 0.014316003936147608)	(18, 0.016346958561538883)	(19, 0.019186185179497346)	(20, 0.023412488733852883)	(21, 0.04006426173326668)	(22, 0.0915025543449894)	(23, 0.14812611728191005)	(24, 0.1727475891232893)	(25, 0.19853009573365274)	(26, 0.24286860935981708)	(27, 0.3029102038585261)	(28, 0.40174200423781115)	(29, 0.5575672547370562)	(30, 0.7578680141154429)	(31, 0.9974521622851247)	(32, 1.272785221719282)	(33, 1.5048140816872555)	(34, 1.6981075338758436)	(35, 1.905579994747602)	(36, 2.130118639259031)	(37, 2.3861285182607137)	(38, 2.678010604254552)	(39, 2.9959115136701397)	(40, 3.338074282388041)
SRR27848287_2 - polya	(1, 0.0035036535948992833)	(2, 0.007592961896277332)	(3, 0.010730153189461833)	(4, 0.013521431468878171)	(5, 0.017035359707750768)	(6, 0.020162276356961956)	(7, 0.02311109917730241)	(8, 0.028810101701165953)	(9, 0.039440933332219104)	(10, 0.04988339649042821)	(11, 0.05384940906412652)	(12, 0.05886686020442706)	(13, 0.06455216320299285)	(14, 0.06959701339388889)	(15, 0.07545356045867654)	(16, 0.08105324142413141)	(17, 0.08792355336095249)	(18, 0.09351295968243405)	(19, 0.09852013617876126)	(20, 0.10446230527665985)	(21, 0.10972977275364432)	(22, 0.11538082693896574)	(23, 0.12088803610866079)	(24, 0.12705967225529669)	(25, 0.13271415132194253)	(26, 0.1384234284897794)	(27, 0.14354705095113748)	(28, 0.14884534236004188)	(29, 0.15393129112683115)	(30, 0.15945562470314842)	(31, 0.1649833831607901)	(32, 0.1704494937545919)	(33, 0.17565873824906092)	(34, 0.181220745519947)	(35, 0.18609092676329672)	(36, 0.19182760298172907)	(37, 0.19733481215142415)	(38, 0.20352014782335778)	(39, 0.2092807982110612)	(40, 0.21417152874235754)
SRR27848287_2 - polyg	(1, 5.005683248069771)	(2, 5.018547102324358)	(3, 5.021074664741792)	(4, 5.02342755821168)	(5, 5.025448238193098)	(6, 5.027462068411867)	(7, 5.029763588661889)	(8, 5.032205529046213)	(9, 5.052015042626758)	(10, 5.054799471143525)	(11, 5.058104481621608)	(12, 5.061286196372009)	(13, 5.065533049214312)	(14, 5.0669749242519)	(15, 5.068293503561808)	(16, 5.069896348021644)	(17, 5.07114300482374)	(18, 5.07251638223484)	(19, 5.07357467056409)	(20, 5.074537062216257)	(21, 5.0754891792244505)	(22, 5.076431021588671)	(23, 5.0773112160890514)	(24, 5.078081814387049)	(25, 5.078968858650079)	(26, 5.079849053150459)	(27, 5.08054430405932)	(28, 5.081506695711487)	(29, 5.082393739974516)	(30, 5.083537650336878)	(31, 5.084387020905338)	(32, 5.0850822718141995)	(33, 5.085979590721202)	(34, 5.086825536408338)	(35, 5.087609834231634)	(36, 5.088442080393472)	(37, 5.089332549537826)	(38, 5.090096298073176)	(39, 5.090931969116338)	(40, 5.091832712904665)
SRR27848288_1 - illumina_universal_adapter	(1, 0.0035712082321286507)	(2, 0.005522814347665407)	(3, 0.09006258044420808)	(4, 0.09287162297441112)	(5, 0.09490117785491754)	(6, 0.10249396496122179)	(7, 0.10439937921603579)	(8, 0.10633943736639184)	(9, 0.10721130873753401)	(10, 0.10848158490741)	(11, 0.10931015140912458)	(12, 0.10989043665945429)	(13, 0.11056021863993436)	(14, 0.11108276406436061)	(15, 0.11193731348773174)	(16, 0.11255224263360353)	(17, 0.11432196829754442)	(18, 0.11601085820522045)	(19, 0.11894692835241111)	(20, 0.1226624861492984)	(21, 0.13645653055763363)	(22, 0.17874806604061874)	(23, 0.22457616586019047)	(24, 0.2443578302147139)	(25, 0.26392585721339457)	(26, 0.29720709286414565)	(27, 0.3433874056217284)	(28, 0.4229326767776223)	(29, 0.5420297286773824)	(30, 0.696388492256382)	(31, 0.8731272123555606)	(32, 1.0784125023814068)	(33, 1.2484100978063573)	(34, 1.3895262323143995)	(35, 1.5440582153711095)	(36, 1.7043670680094603)	(37, 1.8831901958237534)	(38, 2.086538314690539)	(39, 2.2994972275789545)	(40, 2.528372123477657)
SRR27848288_1 - polya	(1, 0.002243192236349201)	(2, 0.0074282286024794)	(3, 0.01179624643207572)	(4, 0.016178699218147904)	(5, 0.020353288630967654)	(6, 0.02433444962701083)	(7, 0.028335819562120213)	(8, 0.03570053435610582)	(9, 0.05025385747507148)	(10, 0.064737892802953)	(11, 0.06964577800474661)	(12, 0.07583548734159692)	(13, 0.08314534930097424)	(14, 0.09032818364336397)	(15, 0.09939622330150147)	(16, 0.10606806018464561)	(17, 0.11314984983170429)	(18, 0.11987365255816154)	(19, 0.12606336189501186)	(20, 0.13395350910471887)	(21, 0.14109015158638583)	(22, 0.14777642342600586)	(23, 0.15319241909574988)	(24, 0.15978342022262917)	(25, 0.16584321495119672)	(26, 0.17116393990820003)	(27, 0.1765308567259261)	(28, 0.18233659622051845)	(29, 0.18875437786968738)	(30, 0.19567449600421638)	(31, 0.2026783368863054)	(32, 0.21032020284462757)	(33, 0.21823633297599118)	(34, 0.22603698345554785)	(35, 0.23357203073594865)	(36, 0.24188945265734124)	(37, 0.2530909788826114)	(38, 0.2658283844769134)	(39, 0.27960221994618245)	(40, 0.2901772690604001)
SRR27848288_2 - illumina_universal_adapter	(1, 0.0035394513278817507)	(2, 0.005502605408599198)	(3, 0.08980852521023287)	(4, 0.0928543010266401)	(5, 0.09529092167976586)	(6, 0.10556283670799038)	(7, 0.10756640866684025)	(8, 0.11006076914586949)	(9, 0.11116359982062546)	(10, 0.11275144503297045)	(11, 0.11371858711685331)	(12, 0.11437104714956234)	(13, 0.11513321285148795)	(14, 0.11588960457082319)	(15, 0.11704151409759711)	(16, 0.11795957732946204)	(17, 0.11992273141017948)	(18, 0.12211973178580592)	(19, 0.12538491894064627)	(20, 0.1292852441804246)	(21, 0.14351233728303575)	(22, 0.18629177429490507)	(23, 0.23257024475652371)	(24, 0.2531631536649907)	(25, 0.2731411334275859)	(26, 0.3087810409664931)	(27, 0.3554579162268456)	(28, 0.43588083273647193)	(29, 0.5557371633468624)	(30, 0.7106675512023063)	(31, 0.8883705263940725)	(32, 1.092922520630945)	(33, 1.264637875876523)	(34, 1.4066547516686594)	(35, 1.563839879725633)	(36, 1.7291663232349939)	(37, 1.911430744673133)	(38, 2.1245744250044396)	(39, 2.3531577347823296)	(40, 2.600601758691583)
SRR27848288_2 - polya	(1, 0.003958065065681794)	(2, 0.0077775545491952985)	(3, 0.010843539304668724)	(4, 0.013606389974149013)	(5, 0.017090988467422484)	(6, 0.020237808979160745)	(7, 0.022893840970719642)	(8, 0.028249209823265033)	(9, 0.037984144470587435)	(10, 0.047785479917698805)	(11, 0.05131915726299021)	(12, 0.055984535195989324)	(13, 0.06157086335214853)	(14, 0.06604281286837106)	(15, 0.07097379400052607)	(16, 0.07598272389765073)	(17, 0.0819963267654955)	(18, 0.08693885586283119)	(19, 0.09167063459561928)	(20, 0.09730604160379641)	(21, 0.10176066917224792)	(22, 0.10667144136533671)	(23, 0.11145807293273308)	(24, 0.11729268234027714)	(25, 0.12264805119282253)	(26, 0.12783020056765754)	(27, 0.13230503707517527)	(28, 0.13691844916486126)	(29, 0.1417397246277997)	(30, 0.1467226716032678)	(31, 0.15136206661461035)	(32, 0.15604765348667568)	(33, 0.1607852062020541)	(34, 0.16575083122975118)	(35, 0.17021123278079303)	(36, 0.17523459763439356)	(37, 0.17995482840200094)	(38, 0.18536505008915463)	(39, 0.1904172848557069)	(40, 0.19504224491057356)
SRR27848288_2 - polyg	(1, 9.512191720934645)	(2, 9.529759062965772)	(3, 9.533310062258833)	(4, 9.536572362422378)	(5, 9.53884442457168)	(6, 9.54404678288558)	(7, 9.54586558740154)	(8, 9.54814342353343)	(9, 9.582195485859993)	(10, 9.585706067274923)	(11, 9.589805594914068)	(12, 9.594216917613092)	(13, 9.60077904882702)	(14, 9.60226296235274)	(15, 9.603755536852344)	(16, 9.605343382064687)	(17, 9.606567466373841)	(18, 9.608005188038836)	(19, 9.60905027888769)	(20, 9.610080934780067)	(21, 9.611016319959703)	(22, 9.611862208409187)	(23, 9.612635922076294)	(24, 9.613406748752105)	(25, 9.614122722593308)	(26, 9.614907984225596)	(27, 9.615693245857882)	(28, 9.616582439176796)	(29, 9.617370587800377)	(30, 9.61824823315411)	(31, 9.619177844351155)	(32, 9.61982164340998)	(33, 9.620566487164133)	(34, 9.621331539857355)	(35, 9.622108140515756)	(36, 9.622705747713857)	(37, 9.623363981729156)	(38, 9.624105938492015)	(39, 9.624821912333218)	(40, 9.62560428697421)
SRR27848289_1 - illumina_universal_adapter	(1, 0.0010174809052210057)	(2, 0.0010887693762874455)	(3, 0.0012248655483233762)	(4, 0.0018016540869518444)	(5, 0.001999317574908791)	(6, 0.002579346498585734)	(7, 0.0030686446409053897)	(8, 0.003904663983411821)	(9, 0.004212500563016902)	(10, 0.004620789079124694)	(11, 0.0048022506418392685)	(12, 0.0049383468138752)	(13, 0.005155452612122993)	(14, 0.005392000720661635)	(15, 0.005735481535799936)	(16, 0.006182654672489423)	(17, 0.007193654807613479)	(18, 0.008162529937107367)	(19, 0.010712712970256829)	(20, 0.014578492333086956)	(21, 0.02840521533492782)	(22, 0.0744284041784117)	(23, 0.12412294928181726)	(24, 0.14490677898273296)	(25, 0.1662576760671317)	(26, 0.2063606814270526)	(27, 0.25574738995085305)	(28, 0.3398451031139128)	(29, 0.47948949677792313)	(30, 0.6417128934597041)	(31, 0.8306370629409151)	(32, 1.0506170827267063)	(33, 1.2374382423114574)	(34, 1.3907052147192547)	(35, 1.5580160159271406)	(36, 1.7350836165159833)	(37, 1.9357477010278177)	(38, 2.160986865747283)	(39, 2.4022821383819397)	(40, 2.659008124617432)
SRR27848289_1 - polya	(1, 0.0022715099189806525)	(2, 0.007793126041581269)	(3, 0.012284299718766982)	(4, 0.016525963747220155)	(5, 0.021046300889842138)	(6, 0.024996330263932602)	(7, 0.029432417395294248)	(8, 0.037154254965809076)	(9, 0.05327517058196991)	(10, 0.06728011476147688)	(11, 0.07259434624097512)	(12, 0.07900706825190623)	(13, 0.08659929042048209)	(14, 0.09418503181896098)	(15, 0.10367936001099139)	(16, 0.1101309666425042)	(17, 0.11805046770097598)	(18, 0.12492980515888742)	(19, 0.13140085410069108)	(20, 0.13992954754827608)	(21, 0.14802726978441394)	(22, 0.15488716493203455)	(23, 0.16066477147346464)	(24, 0.16797508014282322)	(25, 0.17424522521162145)	(26, 0.1801038413792634)	(27, 0.18570970751312438)	(28, 0.19205438143803752)	(29, 0.1981171418637334)	(30, 0.20507100817775975)	(31, 0.21172675906732646)	(32, 0.21950368318366534)	(33, 0.22737781885145847)	(34, 0.23519362758837908)	(35, 0.24259142665404645)	(36, 0.25016420651233146)	(37, 0.2611199483612239)	(38, 0.2726297960534054)	(39, 0.28547144200051006)	(40, 0.2951731548356428)
SRR27848289_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.1252117186581047)	(4, 0.14770647166461495)	(5, 0.15729153063800266)	(6, 0.1622233966817809)	(7, 0.1694267726445398)	(8, 0.1718959460514774)	(9, 0.1748608983708316)	(10, 0.1768602159457404)	(11, 0.17840263922881427)	(12, 0.1795594566911197)	(13, 0.18060286067672848)	(14, 0.18161062042680406)	(15, 0.18258921671144338)	(16, 0.18370066878307015)	(17, 0.18465334198732167)	(18, 0.18570970751312438)	(19, 0.1866072941715518)	(20, 0.18738822696823418)	(21, 0.18838302517811586)	(22, 0.18929033299168874)	(23, 0.19020736196040702)	(24, 0.19104662168796194)	(25, 0.1917757083238687)	(26, 0.19279318922908972)	(27, 0.19362596818654768)	(28, 0.19468233371235036)	(29, 0.1956868530773775)	(30, 0.19650991087969003)	(31, 0.19747230523908696)	(32, 0.1989045554305127)	(33, 0.201030248022312)	(34, 0.2022518731855869)	(35, 0.20389150802011502)	(36, 0.20491546969543298)	(37, 0.2059297102156055)	(38, 0.20678517186840278)	(39, 0.20778321046333292)	(40, 0.20860626826564546)
SRR27848289_2 - illumina_universal_adapter	(1, 0.001007759750075582)	(2, 0.0010822886061904965)	(3, 0.0012507886287111724)	(4, 0.002248827223641331)	(5, 0.002647394584603699)	(6, 0.004980471819505368)	(7, 0.005508654582406718)	(8, 0.006646029734421282)	(9, 0.007300587514213139)	(10, 0.008052356845459232)	(11, 0.008298626109143297)	(12, 0.00849304921205177)	(13, 0.008758760786026682)	(14, 0.009099001216116509)	(15, 0.009679030139793451)	(16, 0.010207212902694801)	(17, 0.011302463049079196)	(18, 0.012446318971190709)	(19, 0.015233050112878814)	(20, 0.01908586793551504)	(21, 0.033239869827251835)	(22, 0.0795968183307286)	(23, 0.13028616164401582)	(24, 0.15187360683695322)	(25, 0.17386285977590146)	(26, 0.21887828886930977)	(27, 0.2691885071319255)	(28, 0.35428749927496384)	(29, 0.4946156141842023)	(30, 0.6586017803323533)	(31, 0.8475810363593885)	(32, 1.066170930959384)	(33, 1.2546252446085664)	(34, 1.4084495632447012)	(35, 1.5792729418451337)	(36, 1.7614409085002753)	(37, 1.9653388972904873)	(38, 2.1977393129670815)	(39, 2.4490084907809426)	(40, 2.7176202093742394)
SRR27848289_2 - polya	(1, 0.0031496542671172532)	(2, 0.006607145113839587)	(3, 0.009261020468540236)	(4, 0.011853328507319868)	(5, 0.015006223159485596)	(6, 0.01782859853670692)	(7, 0.020281570018402147)	(8, 0.02526528222295599)	(9, 0.034046725704321996)	(10, 0.0428540922660758)	(11, 0.0464800831353188)	(12, 0.05138602609870926)	(13, 0.05691088260635835)	(14, 0.06133724858257457)	(15, 0.06617838384499554)	(16, 0.07093850948120463)	(17, 0.07676472179836186)	(18, 0.08186184747961231)	(19, 0.08687472314960241)	(20, 0.0928597143341349)	(21, 0.09749670533850197)	(22, 0.10224386943451716)	(23, 0.10701695661092016)	(24, 0.11268114967565365)	(25, 0.11827081388427224)	(26, 0.12356560305347963)	(27, 0.1281151036615379)	(28, 0.13309557548104325)	(29, 0.13822186462772998)	(30, 0.1434745287913072)	(31, 0.14820225057703157)	(32, 0.15317948201148845)	(33, 0.15796553072808536)	(34, 0.16305617563923885)	(35, 0.16755707047157)	(36, 0.1722523884068096)	(37, 0.17739811986378717)	(38, 0.18302018792289051)	(39, 0.18818212130511044)	(40, 0.19289364116559243)
SRR27848289_2 - polyg	(1, 1.9661813974030906)	(2, 1.9786828029201053)	(3, 1.981706082170332)	(4, 1.9841979382726092)	(5, 1.986424082800911)	(6, 1.9884687657664986)	(7, 1.9918031219813788)	(8, 1.995027305104611)	(9, 2.0057108546094313)	(10, 2.008996605048585)	(11, 2.012311518953174)	(12, 2.0149362308424386)	(13, 2.017923865857132)	(14, 2.0196963564786476)	(15, 2.021105923974734)	(16, 2.022696953033535)	(17, 2.0242426167016574)	(18, 2.025921136156767)	(19, 2.0273371844229504)	(20, 2.0286689826778734)	(21, 2.029764232824258)	(22, 2.030856242585594)	(23, 2.031776511939361)	(24, 2.032787512074485)	(25, 2.0336915795030093)	(26, 2.0346539738624063)	(27, 2.0356196086068516)	(28, 2.0365398779606183)	(29, 2.037515233860209)	(30, 2.0385294743803817)	(31, 2.0394173398836637)	(32, 2.04021123422054)	(33, 2.0411639074247914)	(34, 2.042029090232734)	(35, 2.0429331576612584)	(36, 2.043824263549589)	(37, 2.0447283309781135)	(38, 2.0457393311132375)	(39, 2.0466271966165195)	(40, 2.047547465970286)
SRR27848290_1 - illumina_universal_adapter	(1, 0.00112187419044698)	(2, 0.0012443206360119895)	(3, 0.0013303640842468611)	(4, 0.0017672000522085168)	(5, 0.0019988554897639407)	(6, 0.002412525913970054)	(7, 0.0027600090703031894)	(8, 0.003742889998216915)	(9, 0.00403080461346437)	(10, 0.00445440312785143)	(11, 0.004639727477895769)	(12, 0.004765483286854427)	(13, 0.0050136855413780955)	(14, 0.005175844347666892)	(15, 0.005529946230787325)	(16, 0.005963472835355333)	(17, 0.006992684850780142)	(18, 0.008111249677833474)	(19, 0.010480753867686092)	(20, 0.013240762937989281)	(21, 0.024658066646078013)	(22, 0.060544803286806774)	(23, 0.09932723289697833)	(24, 0.11694628360476511)	(25, 0.13462490285363757)	(26, 0.1652662985154328)	(27, 0.2082052885480274)	(28, 0.2804784757019259)	(29, 0.39601166113760294)	(30, 0.5421001987868403)	(31, 0.7163944406401473)	(32, 0.9211844661659291)	(33, 1.0934798525294722)	(34, 1.2366131286681812)	(35, 1.3910544995229883)	(36, 1.5569925988073319)	(37, 1.7458745144998433)	(38, 1.9604238526734956)	(39, 2.190709213783949)	(40, 2.443064719366646)
SRR27848290_1 - polya	(1, 0.00251511617917317)	(2, 0.008170818218919153)	(3, 0.012707955431611807)	(4, 0.01724840200769811)	(5, 0.021696186408762242)	(6, 0.025693897388290123)	(7, 0.030171466059897095)	(8, 0.037713505234022955)	(9, 0.05337341281276959)	(10, 0.06793792110821843)	(11, 0.07314685908982181)	(12, 0.07950414616902136)	(13, 0.08773784229241985)	(14, 0.09479340504767932)	(15, 0.10351026822655054)	(16, 0.11036726917819108)	(17, 0.1183726192274278)	(18, 0.12532559171748414)	(19, 0.13218921139591197)	(20, 0.14018463335496775)	(21, 0.14725012420040817)	(22, 0.1537695700858965)	(23, 0.15935246613098222)	(24, 0.16620615771922911)	(25, 0.1723681923582034)	(26, 0.17789482922559705)	(27, 0.1835207469948002)	(28, 0.1901858048696091)	(29, 0.19680453165690692)	(30, 0.2036714606987284)	(31, 0.21034313730032458)	(32, 0.21735898769486028)	(33, 0.22416965755898974)	(34, 0.23129471694551584)	(35, 0.23834697033738164)	(36, 0.24572354134182506)	(37, 0.25561522852544166)	(38, 0.2657253336930391)	(39, 0.2766263767117186)	(40, 0.28584957248981807)
SRR27848290_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.06245761532833584)	(4, 0.07776342102396204)	(5, 0.08519625120609749)	(6, 0.08906820637666671)	(7, 0.09342663796610233)	(8, 0.09572664552468832)	(9, 0.09816233698241392)	(10, 0.100131408201635)	(11, 0.1016470966359262)	(12, 0.1028847985451509)	(13, 0.10400336337220423)	(14, 0.10507559711174648)	(15, 0.10625042111649184)	(16, 0.10718035223010719)	(17, 0.1081963267919574)	(18, 0.10922553880738221)	(19, 0.11013561374063566)	(20, 0.1112144662069652)	(21, 0.11221058458845352)	(22, 0.11305778161722764)	(23, 0.11390828800939541)	(24, 0.1148613846667663)	(25, 0.1156457037910611)	(26, 0.11657563490467643)	(27, 0.11751549410847273)	(28, 0.11843549713190712)	(29, 0.11928931288746854)	(30, 0.12012658182606172)	(31, 0.12114586575130558)	(32, 0.1224464455650096)	(33, 0.12415407707613244)	(34, 0.12532559171748414)	(35, 0.12663279025797547)	(36, 0.12770171463412405)	(37, 0.12854560229950454)	(38, 0.12943913041578975)	(39, 0.13038229898297968)	(40, 0.13125266155550935)
SRR27848290_2 - illumina_universal_adapter	(1, 0.001115255463659682)	(2, 0.0012476299994056384)	(3, 0.0014130981690880838)	(4, 0.0021742517496273327)	(5, 0.0027533903435158916)	(6, 0.00530160015662555)	(7, 0.0057649110317363975)	(8, 0.007383189731230714)	(9, 0.00800204068584306)	(10, 0.008683769544934735)	(11, 0.008915424982490159)	(12, 0.009070965061991657)	(13, 0.009362189040632761)	(14, 0.009676578563029408)	(15, 0.010209386069406882)	(16, 0.010795143390082739)	(17, 0.01191039885374242)	(18, 0.013098460312062379)	(19, 0.015603648401054602)	(20, 0.018413297922262525)	(21, 0.03002916343397019)	(22, 0.06619388659976545)	(23, 0.10520466228409879)	(24, 0.12325062086966629)	(25, 0.14109801765161484)	(26, 0.1739136650630374)	(27, 0.21712733225730485)	(28, 0.2898505928327396)	(29, 0.4055889587988229)	(30, 0.5520680013285109)	(31, 0.7264780709005956)	(32, 0.9295604649152545)	(33, 1.1021768595279815)	(34, 1.2450520053219858)	(35, 1.4015253253004936)	(36, 1.570743003707943)	(37, 1.7617726962429328)	(38, 1.981835433830404)	(39, 2.220076504539189)	(40, 2.4813474351043765)
SRR27848290_2 - polya	(1, 0.0034814502901186514)	(2, 0.007588370261636946)	(3, 0.010229242249768775)	(4, 0.012807236333421275)	(5, 0.016010700098473416)	(6, 0.01915790468583353)	(7, 0.02196755420704145)	(8, 0.027679515424479467)	(9, 0.037197244544613726)	(10, 0.04656936167542743)	(11, 0.05015671159414285)	(12, 0.055206800132851085)	(13, 0.06075991190739395)	(14, 0.06559158246212136)	(15, 0.07084023280444852)	(16, 0.07617161723161692)	(17, 0.08237998295810227)	(18, 0.08776762656296269)	(19, 0.09254303793999806)	(20, 0.09862564785752476)	(21, 0.10383789520252179)	(22, 0.10899388336982678)	(23, 0.11427562734609044)	(24, 0.12060313015474716)	(25, 0.12647394081508032)	(26, 0.13184834696636616)	(27, 0.1368190107836268)	(28, 0.14205111430898573)	(29, 0.14718062756914155)	(30, 0.1529091356035478)	(31, 0.15844239119772877)	(32, 0.1641212587812303)	(33, 0.1696842986459541)	(34, 0.1751778418794113)	(35, 0.18013857760649102)	(36, 0.18577111410248145)	(37, 0.1911058078930435)	(38, 0.19713215863287817)	(39, 0.20266872359045277)	(40, 0.20815233873372901)
SRR27848290_2 - polyg	(1, 2.8481241800224852)	(2, 2.8618083976552233)	(3, 2.8640289804923618)	(4, 2.866345534867916)	(5, 2.8678678420289945)	(6, 2.869731013619619)	(7, 2.8721203739898336)	(8, 2.874708296163667)	(9, 2.8869231564496247)	(10, 2.8897063310636835)	(11, 2.892353821778603)	(12, 2.8948159881434776)	(13, 2.898075711086222)	(14, 2.899627802517843)	(15, 2.90095816660209)	(16, 2.9023613366809973)	(17, 2.903549398139317)	(18, 2.9049128558575004)	(19, 2.9060446581381285)	(20, 2.90714336678482)	(21, 2.908205672434181)	(22, 2.9091819346353076)	(23, 2.9101151751123164)	(24, 2.911008703228602)	(25, 2.9117963317162903)	(26, 2.9126964785593628)	(27, 2.913484107047051)	(28, 2.9143842538901237)	(29, 2.9153009475501643)	(30, 2.9162209505735985)	(31, 2.917154191050608)	(32, 2.9179649850820515)	(33, 2.918828728927794)	(34, 2.9196825446833556)	(35, 2.920619094523758)	(36, 2.9214729102793195)	(37, 2.922310179217913)	(38, 2.923107735795782)	(39, 2.9239615515513435)	(40, 2.924924576298895)
SRR27848291_1 - illumina_universal_adapter	(1, 0.0007852260735923217)	(2, 0.0011034031814791732)	(3, 0.001272708431547406)	(4, 0.0017777051257164458)	(5, 0.001996634328390885)	(6, 0.002574607423451404)	(7, 0.003108794677977036)	(8, 0.003759744173929035)	(9, 0.00406332600163759)	(10, 0.004489508182843832)	(11, 0.004766818506231455)	(12, 0.004950719036477984)	(13, 0.005330196321113678)	(14, 0.0056483734290005295)	(15, 0.006427761390521533)	(16, 0.0068802150760487076)	(17, 0.00819962840416666)	(18, 0.010730449987083177)	(19, 0.013424738707996608)	(20, 0.01711734459310548)	(21, 0.031750572499864994)	(22, 0.07593924276767379)	(23, 0.12447438747257912)	(24, 0.14704452874029597)	(25, 0.16939574080533837)	(26, 0.20791852330793267)	(27, 0.26084392829046943)	(28, 0.3485995098904916)	(29, 0.4816442458837661)	(30, 0.6530424591295667)	(31, 0.8529861213480785)	(32, 1.0845168889284582)	(33, 1.2780940899331974)	(34, 1.4392172259334777)	(35, 1.6141066301979266)	(36, 1.795782839745283)	(37, 2.0041041927861367)	(38, 2.2380577768761136)	(39, 2.4866008030323155)	(40, 2.7553553731794214)
SRR27848291_1 - polya	(1, 0.00237319255699092)	(2, 0.007210068408078195)	(3, 0.011031112758756073)	(4, 0.014948485958610704)	(5, 0.018822073317930448)	(6, 0.02245629808232614)	(7, 0.026172256415720286)	(8, 0.032398602939781335)	(9, 0.044626528673157674)	(10, 0.05639616260893552)	(11, 0.06057625085199948)	(12, 0.06562329873765421)	(13, 0.07176499263668115)	(14, 0.07755931886746464)	(15, 0.08443369583144203)	(16, 0.08983103044137587)	(17, 0.09615078675857801)	(18, 0.10154228325644053)	(19, 0.1065951692541666)	(20, 0.11272810598508655)	(21, 0.11879098537115068)	(22, 0.12409199113190776)	(23, 0.128561065922502)	(24, 0.13404013410143428)	(25, 0.13902004369826884)	(26, 0.14387443388557009)	(27, 0.14832015622787903)	(28, 0.15350148069117409)	(29, 0.15864777648204123)	(30, 0.16398381091522624)	(31, 0.16925562611562672)	(32, 0.17494778538516215)	(33, 0.1805377776934495)	(34, 0.18598181719995388)	(35, 0.19140542331420865)	(36, 0.19743619308388052)	(37, 0.20463166621178044)	(38, 0.21213947833549587)	(39, 0.21972318591613843)	(40, 0.2262910619963716)
SRR27848291_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0652379833409472)	(4, 0.08269685749022482)	(5, 0.0927325721408211)	(6, 0.09785259642736732)	(7, 0.1058070241245386)	(8, 0.10804594010388921)	(9, 0.11074022882480264)	(10, 0.11247998622205552)	(11, 0.11389572839935022)	(12, 0.11483566444283248)	(13, 0.11584565783117055)	(14, 0.11687608461175825)	(15, 0.11787148271991803)	(16, 0.11874719953061579)	(17, 0.11962291634131354)	(18, 0.12059788105722372)	(19, 0.12131596884199587)	(20, 0.12219168565269363)	(21, 0.12304988812717743)	(22, 0.12384970948094805)	(23, 0.12457363537779154)	(24, 0.1253617805074195)	(25, 0.12618787336551107)	(26, 0.12701104716756695)	(27, 0.127644482327305)	(28, 0.12841803217675468)	(29, 0.12909817223306327)	(30, 0.12982793624197808)	(31, 0.1306919768285332)	(32, 0.13178078472983407)	(33, 0.13298051676049)	(34, 0.13387666696343736)	(35, 0.13479908867070567)	(36, 0.13560766719258327)	(37, 0.13644543627481745)	(38, 0.13724525762858808)	(39, 0.13808594576685793)	(40, 0.13886533372837892)
SRR27848291_2 - illumina_universal_adapter	(1, 0.000805659465841936)	(2, 0.0011384318539070836)	(3, 0.0013690372807241594)	(4, 0.002288539931956804)	(5, 0.003053332613299511)	(6, 0.006112503338670341)	(7, 0.006705071713909156)	(8, 0.008050756546348042)	(9, 0.008739653770763611)	(10, 0.009556989460748183)	(11, 0.009933547689348218)	(12, 0.010225453292914138)	(13, 0.01068666414654829)	(14, 0.011209175176931284)	(15, 0.012131596884199588)	(16, 0.012753355819794995)	(17, 0.014268345902302113)	(18, 0.01704728724824966)	(19, 0.019969262339944508)	(20, 0.023746520850087497)	(21, 0.03875922604148271)	(22, 0.0833624022663551)	(23, 0.13218069540671937)	(24, 0.1553463241057107)	(25, 0.17813539457610197)	(26, 0.2211418471494688)	(27, 0.27451678676149704)	(28, 0.3625817883012991)	(29, 0.49579582954464185)	(30, 0.6672932906956548)	(31, 0.8673391198754147)	(32, 1.0975271216793914)	(33, 1.2919625251586142)	(34, 1.4531995043442851)	(35, 1.6305409156786879)	(36, 1.8158250784861192)	(37, 2.0269925111617404)	(38, 2.267767929207053)	(39, 2.5267962046433423)	(40, 2.808908375209625)
