Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR27848297_2 - polya	(1, 0.002698525108017155)	(2, 0.006100640228299514)	(3, 0.008159928069075721)	(4, 0.010403693778921464)	(5, 0.013359629867035646)	(6, 0.015706359968920197)	(7, 0.018177505377851646)	(8, 0.023149827476725865)	(9, 0.0315886174409067)	(10, 0.03900205366770104)	(11, 0.042048083598849186)	(12, 0.04605940470536117)	(13, 0.050551226308054274)	(14, 0.05480279766265682)	(15, 0.05932465054636124)	(16, 0.06388511507708021)	(17, 0.06975408542329241)	(18, 0.0742673579409936)	(19, 0.07884498320371904)	(20, 0.08315661712034422)	(21, 0.08739531792594192)	(22, 0.09192146099264796)	(23, 0.09616874216424888)	(24, 0.10083217108700666)	(25, 0.1048306216445138)	(26, 0.10918086720815355)	(27, 0.11269023690347633)	(28, 0.11691177697706756)	(29, 0.12073862021451001)	(30, 0.1246255260139751)	(31, 0.12814347607530113)	(32, 0.13127101948348)	(33, 0.13422266538859254)	(34, 0.1368182261045709)	(35, 0.13884748266433578)	(36, 0.1406364889760101)	(37, 0.14203079845153566)	(38, 0.142665745535775)	(39, 0.142665745535775)	(40, 0.142665745535775)
SRR27848298_1 - polya	(1, 0.0018538787198178288)	(2, 0.008032430601913398)	(3, 0.013002203453857475)	(4, 0.017874898197162443)	(5, 0.022378069817260482)	(6, 0.026367666927138714)	(7, 0.030933469585068436)	(8, 0.03885942742266797)	(9, 0.054542239295721495)	(10, 0.06934508508723987)	(11, 0.07488166883156068)	(12, 0.08155813746441813)	(13, 0.08966259375983797)	(14, 0.09736934296502661)	(15, 0.10603434704904001)	(16, 0.11307720725321281)	(17, 0.1211096378551262)	(18, 0.1282119975452391)	(19, 0.13487280841863863)	(20, 0.142476216411405)	(21, 0.14945644557774612)	(22, 0.15589804781873476)	(23, 0.1614095791479229)	(24, 0.16745347429868035)	(25, 0.17297126873165164)	(26, 0.17861745679217791)	(27, 0.18377199120572546)	(28, 0.1888482368219834)	(29, 0.1945633190241245)	(30, 0.19967401171118987)	(31, 0.20556132926736811)	(32, 0.21103215042196566)	(33, 0.21553845359395526)	(34, 0.21964704967571372)	(35, 0.222913258298636)	(36, 0.22541849981190334)	(37, 0.2275385604425058)	(38, 0.22856570946294544)	(39, 0.22856570946294544)	(40, 0.22856570946294544)
SRR27848298_2 - illumina_universal_adapter	(1, 2.8183967024257532e-05)	(2, 4.0710174590594215e-05)	(3, 6.576258972326757e-05)	(4, 0.00041336484968911046)	(5, 0.0006701521047990125)	(6, 0.002004193210613869)	(7, 0.00213258683816882)	(8, 0.002520899272725257)	(9, 0.002849712221341595)	(10, 0.0031503412029336756)	(11, 0.003328839660753973)	(12, 0.0034196546656099142)	(13, 0.00349168035911635)	(14, 0.0036263370904544693)	(15, 0.004637828351436156)	(16, 0.00543637408379012)	(17, 0.007709880757080227)	(18, 0.010193201407106474)	(19, 0.013428094511112923)	(20, 0.01783418802257185)	(21, 0.034910540487380334)	(22, 0.08551328750348894)	(23, 0.14176535413201538)	(24, 0.16682403236847193)	(25, 0.1917543169773735)	(26, 0.23196657481720584)	(27, 0.2900975725806828)	(28, 0.38701910362521286)	(29, 0.5291508493285436)	(30, 0.7202569350643592)	(31, 0.9465115592313155)	(32, 0.9473883937609591)	(33, 0.9492454040326684)	(34, 0.9504573146147115)	(35, 0.9515377000173081)	(36, 0.9539208110068036)	(37, 0.9556650854104161)	(38, 0.9610012498336754)	(39, 0.9699261727246903)	(40, 0.9801037163723388)
SRR27848298_2 - polya	(1, 0.0028747646364742684)	(2, 0.006306945509650519)	(3, 0.008520952697000527)	(4, 0.011095088351882715)	(5, 0.013872774879717874)	(6, 0.016290332940020854)	(7, 0.018826889972204032)	(8, 0.023755952649557516)	(9, 0.032186090341702105)	(10, 0.04030620439657986)	(11, 0.04312460109900561)	(12, 0.04677285905270117)	(13, 0.05154534413547544)	(14, 0.05612993610475467)	(15, 0.06097757843292696)	(16, 0.06590977266217203)	(17, 0.0715152505481077)	(18, 0.07635662977249683)	(19, 0.080753328628281)	(20, 0.08548510353646468)	(21, 0.09002272222737015)	(22, 0.0943442638377563)	(23, 0.09884117235407117)	(24, 0.10380468210223208)	(25, 0.10792893594344843)	(26, 0.11214087323762914)	(27, 0.11602399758319351)	(28, 0.12017017228765095)	(29, 0.12395308697268463)	(30, 0.12801157822417772)	(31, 0.13164417841841536)	(32, 0.1349009923856629)	(33, 0.13767867891349805)	(34, 0.14035615578080252)	(35, 0.14242298002924808)	(36, 0.14430191116419858)	(37, 0.14559837364731443)	(38, 0.14619023695482383)	(39, 0.14619023695482383)	(40, 0.14619023695482383)
SRR27848299_1 - polya	(1, 0.001664602549361628)	(2, 0.007014458640362984)	(3, 0.011877410877803352)	(4, 0.016849916482294943)	(5, 0.021819378937701778)	(6, 0.026219772514259207)	(7, 0.030948826191970303)	(8, 0.03894926513579429)	(9, 0.05408284553428675)	(10, 0.06988896188051033)	(11, 0.07567703143971657)	(12, 0.08268236063282529)	(13, 0.09092929465251452)	(14, 0.09837283731382812)	(15, 0.10791919599270824)	(16, 0.11485453275686758)	(17, 0.12253544104679216)	(18, 0.1300246309443771)	(19, 0.13652175424033156)	(20, 0.14448567539513846)	(21, 0.1513784080721112)	(22, 0.15768076982664123)	(23, 0.16345058049133893)	(24, 0.1694942745736647)	(25, 0.17539798379809168)	(26, 0.18080870287078815)	(27, 0.18660285872816393)	(28, 0.19204400929170795)	(29, 0.19804509928684713)	(30, 0.20391837702042656)	(31, 0.20989816497197245)	(32, 0.2152693231065671)	(33, 0.2201779225802788)	(34, 0.2242131382666655)	(35, 0.2278223130811863)	(36, 0.23050941372302602)	(37, 0.2324357270936767)	(38, 0.23331824032825596)	(39, 0.23331824032825596)	(40, 0.23331824032825596)
SRR27848299_2 - illumina_universal_adapter	(1, 3.956093810183028e-05)	(2, 5.781983261036733e-05)	(3, 0.00012781226155975938)	(4, 0.0008520817437317292)	(5, 0.0013968054299030846)	(6, 0.0037369870760805834)	(7, 0.003867842486725099)	(8, 0.00454342158354097)	(9, 0.004984678200830615)	(10, 0.005526358737917215)	(11, 0.0056328689558836804)	(12, 0.005702861384833073)	(13, 0.005809371602799539)	(14, 0.00594327016252881)	(15, 0.006910991571481275)	(16, 0.007516578239347754)	(17, 0.00904728222898011)	(18, 0.010970552450546012)	(19, 0.013115972555299116)	(20, 0.01604348197483456)	(21, 0.02772917446029827)	(22, 0.06489211108334068)	(23, 0.1074018606482997)	(24, 0.12770879449087766)	(25, 0.14768098193413243)	(26, 0.18324930843676263)	(27, 0.23245702913726998)	(28, 0.3185538030431917)	(29, 0.4481736951592962)	(30, 0.6183252899352683)	(31, 0.8232235609609864)	(32, 0.8238930537596326)	(33, 0.8251772626733997)	(34, 0.8260932505479114)	(35, 0.8269544617388974)	(36, 0.8284912520266993)	(37, 0.8297572020459578)	(38, 0.8333237727732921)	(39, 0.8401586856176544)	(40, 0.847364862650357)
SRR27848299_2 - polya	(1, 0.0023036638571604247)	(2, 0.005641998403137949)	(3, 0.0076443905009075126)	(4, 0.009917622867220376)	(5, 0.013143360897061921)	(6, 0.015568750717612594)	(7, 0.017957622749146192)	(8, 0.023094458404214615)	(9, 0.03135965131841239)	(10, 0.03996872007918761)	(11, 0.043124465680079764)	(12, 0.04687362535249937)	(13, 0.05179135427346535)	(14, 0.05645650182039657)	(15, 0.06100296655302229)	(16, 0.06582635785236084)	(17, 0.07187918138194087)	(18, 0.07711339780772149)	(19, 0.08183027888909356)	(20, 0.08666584278477112)	(21, 0.09086234537264988)	(22, 0.09542098270161464)	(23, 0.10016829527383427)	(24, 0.10503733380944415)	(25, 0.10942555478966255)	(26, 0.11362510052662608)	(27, 0.11789159554345424)	(28, 0.12234372265445252)	(29, 0.1264702328133819)	(30, 0.1304202403253954)	(31, 0.13439154988100221)	(32, 0.13770249608521695)	(33, 0.14082172389709202)	(34, 0.14340231432096526)	(35, 0.14566033094185435)	(36, 0.14748013409453853)	(37, 0.14870348002661052)	(38, 0.1494064474651892)	(39, 0.1494064474651892)	(40, 0.1494064474651892)
SRR27848300_1 - polya	(1, 0.0019101903136322022)	(2, 0.007816154355112735)	(3, 0.01287066461739494)	(4, 0.017532932127462184)	(5, 0.022663977560908283)	(6, 0.02694994714608638)	(7, 0.031768473963946574)	(8, 0.03987163521092391)	(9, 0.05531898392416997)	(10, 0.07092578091067414)	(11, 0.07631513254679839)	(12, 0.083126762780385)	(13, 0.09114701092526813)	(14, 0.09860919011374784)	(15, 0.10746813617596865)	(16, 0.11441370295909208)	(17, 0.12215013317757575)	(18, 0.12902554272046562)	(19, 0.13583079502312193)	(20, 0.14342372179567328)	(21, 0.15030232030402832)	(22, 0.15640281123888375)	(23, 0.1622226732128049)	(24, 0.16837099862963775)	(25, 0.17422912818914085)	(26, 0.17941757500095987)	(27, 0.1847080687076641)	(28, 0.18976576793541147)	(29, 0.19540704784328353)	(30, 0.20069754154998773)	(31, 0.20631012076867333)	(32, 0.21155915792433044)	(33, 0.21610343371218668)	(34, 0.2201438529565473)	(35, 0.22331687359438374)	(36, 0.22592544734488648)	(37, 0.22776548041828512)	(38, 0.22872854798876413)	(39, 0.22872854798876413)	(40, 0.22872854798876413)
SRR27848300_2 - illumina_universal_adapter	(1, 5.4212412907758666e-05)	(2, 7.653517116389458e-05)	(3, 0.000162637238723276)	(4, 0.0007972413662905686)	(5, 0.002044126863169018)	(6, 0.006661748856723991)	(7, 0.00678611850986532)	(8, 0.007439856430223586)	(9, 0.007946901939184388)	(10, 0.008489026068261974)	(11, 0.008603828825007816)	(12, 0.008696308823497522)	(13, 0.008766466063731092)	(14, 0.008897213647802745)	(15, 0.00956370743002166)	(16, 0.010112209490029571)	(17, 0.01127299291934864)	(18, 0.012669759793089716)	(19, 0.014981759755332365)	(20, 0.018416275561312135)	(21, 0.03186733189336661)	(22, 0.07485777532921922)	(23, 0.1222904476580429)	(24, 0.14431663212591872)	(25, 0.167098601409038)	(26, 0.20674063110647026)	(27, 0.260739383328063)	(28, 0.35380296249789367)	(29, 0.49707042498577403)	(30, 0.6811949130133135)	(31, 0.9022635659547578)	(32, 0.9027865562910444)	(33, 0.9039728514440848)	(34, 0.9047892266031663)	(35, 0.9055354445220143)	(36, 0.9068365424318005)	(37, 0.9078251217260007)	(38, 0.9107270802992984)	(39, 0.91596655055856)	(40, 0.9214164925385224)
SRR27848300_2 - polya	(1, 0.0030040054681828624)	(2, 0.006613914374746557)	(3, 0.008887646751407258)	(4, 0.01117413498992861)	(5, 0.014270620456601178)	(6, 0.016675100417333534)	(7, 0.01937934313179114)	(8, 0.02466026994209987)	(9, 0.03325772083617736)	(10, 0.04159367656211154)	(11, 0.044677406166923464)	(12, 0.048456330243140756)	(13, 0.053443872230654554)	(14, 0.058035982500488234)	(15, 0.06274927345799808)	(16, 0.06760287889597505)	(17, 0.07366510224524854)	(18, 0.0784613063048526)	(19, 0.08326388829538699)	(20, 0.08785918753068582)	(21, 0.0923747626293556)	(22, 0.09720604530907645)	(23, 0.10167059696030363)	(24, 0.10678569756642392)	(25, 0.11135548507800146)	(26, 0.11553302983736403)	(27, 0.11954474839253817)	(28, 0.12366489177352784)	(29, 0.1276925551560278)	(30, 0.13169151784934127)	(31, 0.13542260744358114)	(32, 0.13893046945525964)	(33, 0.1420110100946064)	(34, 0.14467060729255174)	(35, 0.14697941828932923)	(36, 0.14861854653842263)	(37, 0.14978251893320688)	(38, 0.15046495754275158)	(39, 0.15046495754275158)	(40, 0.15046495754275158)
SRR27848301_1 - illumina_universal_adapter	(1, 0.00021648392664149255)	(2, 0.0002737884954583582)	(3, 0.00028652284408432836)	(4, 0.00043615144043947766)	(5, 0.00046162013769141793)	(6, 0.0005348426422907463)	(7, 0.0006080651468900747)	(8, 0.0006590025413939553)	(9, 0.0007290414588367911)	(10, 0.0007831624404971643)	(11, 0.0008309162478445523)	(12, 0.0008914044038179106)	(13, 0.0010442165873295523)	(14, 0.001142907789180821)	(15, 0.0012925363855359703)	(16, 0.0015886099910897762)	(17, 0.0023781396058999258)	(18, 0.0032727275968743286)	(19, 0.005233817285273732)	(20, 0.007328617634245822)	(21, 0.013215070286600523)	(22, 0.03052423365645045)	(23, 0.05199752902699262)	(24, 0.060023352248510305)	(25, 0.06718642335061852)	(26, 0.07878104777456434)	(27, 0.09659321791514008)	(28, 0.1263215547824674)	(29, 0.17279237650578896)	(30, 0.2413445587465428)	(31, 0.32928160318317967)	(32, 0.32936756003640494)	(33, 0.3294758019997257)	(34, 0.32952992298138606)	(35, 0.32959359472451594)	(36, 0.3296477157061763)	(37, 0.3297336725594016)	(38, 0.329981992357608)	(39, 0.3300456641007379)	(40, 0.3301634568255281)
SRR27848301_1 - polya	(1, 0.0019228866425214928)	(2, 0.007538734386574329)	(3, 0.013100461148966793)	(4, 0.01793633003967896)	(5, 0.022613019572566496)	(6, 0.027063674417343062)	(7, 0.0318263208034559)	(8, 0.03891298581380829)	(9, 0.05411779807321665)	(10, 0.0694499538188847)	(11, 0.07475062643444479)	(12, 0.08073577028865075)	(13, 0.08792431008801091)	(14, 0.09468306562124457)	(15, 0.10314504028320172)	(16, 0.1094676443759959)	(17, 0.11657977808360023)	(18, 0.1231252332773489)	(19, 0.1290021351682341)	(20, 0.13627344823366308)	(21, 0.14250691188607545)	(22, 0.14819916572188413)	(23, 0.15352530703469613)	(24, 0.159774688622891)	(25, 0.1652313570091192)	(26, 0.17025187395490793)	(27, 0.1746165719464592)	(28, 0.17933783169953763)	(29, 0.18425010668200562)	(30, 0.18909552633418725)	(31, 0.1944089332983733)	(32, 0.19886277173030636)	(33, 0.20300143503374665)	(34, 0.20656068547470532)	(35, 0.20940362880545316)	(36, 0.21171809666822322)	(37, 0.213513639824485)	(38, 0.21430316943929517)	(39, 0.21430316943929517)	(40, 0.21430316943929517)
SRR27848301_2 - illumina_universal_adapter	(1, 0.00021966751379798508)	(2, 0.0002706049083018657)	(3, 0.0002737884954583582)	(4, 0.0003247258899622388)	(5, 0.0003406438257447015)	(6, 0.00038839763309208956)	(7, 0.00042660067897000003)	(8, 0.0005252918808212687)	(9, 0.0006239830826725374)	(10, 0.0006972055872718657)	(11, 0.0007704280918711941)	(12, 0.0008914044038179106)	(13, 0.0010028299542951494)	(14, 0.001149274963493806)	(15, 0.0013466573671963434)	(16, 0.0016427309727501493)	(17, 0.002492748743533657)	(18, 0.0034382741290119407)	(19, 0.005386629468785374)	(20, 0.007487796992070448)	(21, 0.013406085515990075)	(22, 0.03071206529868351)	(23, 0.052058017182965974)	(24, 0.06006155529438822)	(25, 0.06722144280933993)	(26, 0.07893704354523247)	(27, 0.09660276867660957)	(28, 0.12684047948897567)	(29, 0.17405307701976003)	(30, 0.24276443861833846)	(31, 0.3307142174036013)	(32, 0.3307651547981052)	(33, 0.33081927577976555)	(34, 0.3308829475228954)	(35, 0.33091478339446034)	(36, 0.33096253720180774)	(37, 0.33099755666052916)	(38, 0.3310516776421895)	(39, 0.3310835135137544)	(40, 0.3311408180825713)
SRR27848301_2 - polya	(1, 0.002142554156319478)	(2, 0.004218252982352612)	(3, 0.005676335900026194)	(4, 0.0075769374324522396)	(5, 0.010025115955795002)	(6, 0.0122440762038703)	(7, 0.014580829176735822)	(8, 0.018900956948096195)	(9, 0.025284049196863733)	(10, 0.0316544070970053)	(11, 0.034561022170882985)	(12, 0.03780191389619239)	(13, 0.04208702220883135)	(14, 0.04619703322786321)	(15, 0.04994729889821142)	(16, 0.05423877438516336)	(17, 0.0594280214502462)	(18, 0.06349346224908717)	(19, 0.06720870846071396)	(20, 0.07142059426875359)	(21, 0.07523771526938815)	(22, 0.07901981681130128)	(23, 0.0826745748669547)	(24, 0.08703608927134948)	(25, 0.09066219504259448)	(26, 0.09427875005237)	(27, 0.09758331352080926)	(28, 0.10135268071409642)	(29, 0.1046094903751883)	(30, 0.10769438632982956)	(31, 0.11081748533034874)	(32, 0.11387691258773806)	(33, 0.11634419263401978)	(34, 0.11871278147845024)	(35, 0.120521058983338)	(36, 0.12197914190101158)	(37, 0.1231220496901924)	(38, 0.1236759938554221)	(39, 0.1236759938554221)	(40, 0.1236759938554221)
SRR27848302_1 - polya	(1, 0.0017363858393926368)	(2, 0.0071036900232401366)	(3, 0.012061103869535843)	(4, 0.01634397377450616)	(5, 0.02097218435757129)	(6, 0.02497749072687661)	(7, 0.029573426480213254)	(8, 0.037012774732629664)	(9, 0.05123629219397418)	(10, 0.06500150707317418)	(11, 0.0697620444581261)	(12, 0.07543273204142138)	(13, 0.08248155485412309)	(14, 0.08871705195766691)	(15, 0.09620158497170321)	(16, 0.1022434330968761)	(17, 0.10888559305499886)	(18, 0.11492744118017176)	(19, 0.12052389665509151)	(20, 0.1270337298113275)	(21, 0.13291420378785793)	(22, 0.13827182552278688)	(23, 0.1428258039974765)	(24, 0.1484771266829347)	(25, 0.15310210978302696)	(26, 0.15750116907501985)	(27, 0.16184858863944712)	(28, 0.16594749201496506)	(29, 0.17042723838127916)	(30, 0.17491343971353893)	(31, 0.1793770486649888)	(32, 0.18358891394455643)	(33, 0.18724565215279407)	(34, 0.19039244805132163)	(35, 0.19282919769582244)	(36, 0.19452362625656805)	(37, 0.1961083203962368)	(38, 0.196744134541888)	(39, 0.196744134541888)	(40, 0.196744134541888)
SRR27848302_2 - illumina_universal_adapter	(1, 2.9047346755638903e-05)	(2, 3.5502312701336436e-05)	(3, 3.8729795674185205e-05)	(4, 4.841224459273151e-05)	(5, 4.841224459273151e-05)	(6, 6.777714242982412e-05)	(7, 7.745959134837041e-05)	(8, 9.682448918546302e-05)	(9, 0.00010973442107685809)	(10, 0.0001871940124252285)	(11, 0.00023237877404511123)	(12, 0.0003066108824206329)	(13, 0.0003453406780948181)	(14, 0.0004324827183617348)	(15, 0.0009391975450989912)	(16, 0.001788025566958217)	(17, 0.0037826100441787553)	(18, 0.0061063977846298675)	(19, 0.00945329762747404)	(20, 0.012748557742752631)	(21, 0.022740845026692415)	(22, 0.05073925981615547)	(23, 0.08436317742729392)	(24, 0.09740220863760295)	(25, 0.10958595686010704)	(26, 0.127876102867241)	(27, 0.15491918269674082)	(28, 0.20100118458307553)	(29, 0.2738906600418921)	(30, 0.37945840060080244)	(31, 0.5101843709330689)	(32, 0.5102650580073901)	(33, 0.5103231527009013)	(34, 0.5104490245368425)	(35, 0.5105103467133266)	(36, 0.510610398685485)	(37, 0.510671720861969)	(38, 0.5107782278000731)	(39, 0.51088796222115)	(40, 0.5109686492954711)
SRR27848302_2 - polya	(1, 0.0022979678766683223)	(2, 0.004766992350897629)	(3, 0.006532425537045905)	(4, 0.00871743150966452)	(5, 0.01146724700253167)	(6, 0.01361029569650325)	(7, 0.0158437139137146)	(8, 0.020333142728947234)	(9, 0.026584777247355296)	(10, 0.03302037829521574)	(11, 0.03566368684997888)	(12, 0.03877820791877794)	(13, 0.042957798368617094)	(14, 0.046953422289003864)	(15, 0.050700530020481284)	(16, 0.054783295981134975)	(17, 0.05977621214013202)	(18, 0.06397839497078112)	(19, 0.06768031794063865)	(20, 0.07134028363184915)	(21, 0.07478078048090593)	(22, 0.07870862725886289)	(23, 0.08253964954763438)	(24, 0.08674183237828346)	(25, 0.09047280269489665)	(26, 0.09402626144800313)	(27, 0.09704073054464388)	(28, 0.10065228399126165)	(29, 0.10383458220249053)	(30, 0.10702010789669227)	(31, 0.10989902270847338)	(32, 0.1124293693591868)	(33, 0.1146789249912624)	(34, 0.11674128661091276)	(35, 0.11830984333571726)	(36, 0.11961051897377531)	(37, 0.12051421420617296)	(38, 0.12087246481615918)	(39, 0.12087246481615918)	(40, 0.12087246481615918)
SRR27848303_1 - polya	(1, 0.0017075555919834082)	(2, 0.007857625564454742)	(3, 0.013648965370543007)	(4, 0.018900775006391136)	(5, 0.023831162413160037)	(6, 0.028224889491019863)	(7, 0.033321727694990505)	(8, 0.04144624850323425)	(9, 0.057738337739687715)	(10, 0.07414809047071481)	(11, 0.08012883980465335)	(12, 0.08684713836067547)	(13, 0.09525290361936353)	(14, 0.102476294249653)	(15, 0.11154212301448592)	(16, 0.11879995174074817)	(17, 0.126571482065271)	(18, 0.13392688539678943)	(19, 0.1407800664953716)	(20, 0.14808094284159978)	(21, 0.15498291124281005)	(22, 0.1611875082005716)	(23, 0.16703911467461222)	(24, 0.17334128623762998)	(25, 0.1792818577929336)	(26, 0.1850071912484074)	(27, 0.19047136914275428)	(28, 0.1957403978265888)	(29, 0.20127345191288126)	(30, 0.20647934408743235)	(31, 0.21178281086723966)	(32, 0.2166529316060562)	(33, 0.2211126650345305)	(34, 0.2249180746395221)	(35, 0.22813516677164547)	(36, 0.23077542079622484)	(37, 0.23301102719312414)	(38, 0.23401547165899672)	(39, 0.23401547165899672)	(40, 0.23401547165899672)
SRR27848303_2 - illumina_universal_adapter	(1, 2.8698413310645517e-06)	(2, 8.609523993193655e-06)	(3, 2.2958730648516413e-05)	(4, 4.0177778634903723e-05)	(5, 4.0177778634903723e-05)	(6, 4.591746129703283e-05)	(7, 5.7396826621291034e-05)	(8, 6.313650928342014e-05)	(9, 8.89650812630011e-05)	(10, 0.00013201270122896938)	(11, 0.0001492317492153567)	(12, 0.00019801905184345405)	(13, 0.00027550476778219696)	(14, 0.00033003175307242343)	(15, 0.0005682285835507812)	(16, 0.0009642666872376894)	(17, 0.001856787341198765)	(18, 0.00342372070796001)	(19, 0.0058257779020610394)	(20, 0.00874440653575369)	(21, 0.017009549569219597)	(22, 0.04155817231514577)	(23, 0.07101996341985446)	(24, 0.08196840809786572)	(25, 0.09270448451737821)	(26, 0.11007276425298088)	(27, 0.13737356483539795)	(28, 0.1840400547198386)	(29, 0.25483617051587004)	(30, 0.35598659807057126)	(31, 0.4808677435918452)	(32, 0.48093661978379076)	(33, 0.48096531819710137)	(34, 0.4810054959757363)	(35, 0.48105715311969544)	(36, 0.48109733089833034)	(37, 0.48113750867696525)	(38, 0.48117768645560016)	(39, 0.48124656264754573)	(40, 0.4813125689981602)
SRR27848303_2 - polya	(1, 0.00169607622665915)	(2, 0.0038312381769711763)	(3, 0.0054699175770090355)	(4, 0.0074845461914163506)	(5, 0.010199416090603416)	(6, 0.012782273288561513)	(7, 0.015175720958669349)	(8, 0.019954006774891828)	(9, 0.02732662915439666)	(10, 0.0349173594750624)	(11, 0.03806844525657128)	(12, 0.04187385486156287)	(13, 0.04654595654853596)	(14, 0.05105734712096944)	(15, 0.055537169438761205)	(16, 0.060197791760410034)	(17, 0.0657624141013442)	(18, 0.07074158881074119)	(19, 0.07541369049771429)	(20, 0.07999969694475544)	(21, 0.08420401449476501)	(22, 0.08855756379398994)	(23, 0.0927934495986412)	(24, 0.09761765287616073)	(25, 0.101853538680812)	(26, 0.10612960226409818)	(27, 0.10974847218257058)	(28, 0.11354814210490005)	(29, 0.11730189456593249)	(30, 0.12095520258037766)	(31, 0.1245138058308977)	(32, 0.12762471383377166)	(33, 0.13052325357814687)	(34, 0.1332496028426582)	(35, 0.13538763463430128)	(36, 0.13688856165044805)	(37, 0.13807954580283985)	(38, 0.13860472676642466)	(39, 0.13860472676642466)	(40, 0.13860472676642466)
SRR27848304_1 - polya	(1, 0.0017639705023154114)	(2, 0.007328000870780357)	(3, 0.012965663401773894)	(4, 0.01780617773843615)	(5, 0.02288679695290903)	(6, 0.027109441404005268)	(7, 0.032020386504825304)	(8, 0.03984780552145177)	(9, 0.05598285331032595)	(10, 0.07220113745684115)	(11, 0.07766912587418184)	(12, 0.08406872121742777)	(13, 0.0913134857305671)	(14, 0.09912489775533953)	(15, 0.10750615869011584)	(16, 0.1144884085368489)	(17, 0.12241507090297042)	(18, 0.12949976549756934)	(19, 0.13588015245059043)	(20, 0.143288188280641)	(21, 0.15001752765608017)	(22, 0.1563466922351683)	(23, 0.16193313239222892)	(24, 0.16879693049924208)	(25, 0.17432894688399894)	(26, 0.1790638150744245)	(27, 0.18360019656585996)	(28, 0.1888088717151652)	(29, 0.19411358881559465)	(30, 0.19946952828995707)	(31, 0.20502075306493878)	(32, 0.20973001006839787)	(33, 0.21411272443803453)	(34, 0.2179255898976673)	(35, 0.22093170296785636)	(36, 0.22340958530686203)	(37, 0.2254584802641794)	(38, 0.22634846901126413)	(39, 0.22634846901126413)	(40, 0.22634846901126413)
SRR27848304_2 - illumina_universal_adapter	(1, 6.402796741616738e-06)	(2, 1.2805593483233476e-05)	(3, 1.6006991854041847e-05)	(4, 2.2409788595658584e-05)	(5, 2.5611186966466952e-05)	(6, 6.402796741616739e-05)	(7, 9.604195112425108e-05)	(8, 0.0001344587315739515)	(9, 0.00016327131691122682)	(10, 0.0002272992843273942)	(11, 0.0002593132680354779)	(12, 0.00029452865011436995)	(13, 0.00039057060123862103)	(14, 0.0004642027637672135)	(15, 0.0009828292998381692)	(16, 0.001719150925124094)	(17, 0.003390280874686063)	(18, 0.005458384222228269)	(19, 0.009508153161300856)	(20, 0.014082951433186016)	(21, 0.02686933652619464)	(22, 0.06444094780600167)	(23, 0.10841215442905461)	(24, 0.1243967364945008)	(25, 0.13949132981286225)	(26, 0.1630312120334162)	(27, 0.19794566266545227)	(28, 0.2573251996472059)	(29, 0.34544368980370627)	(30, 0.4751547475937489)	(31, 0.6333870634693234)	(32, 0.63349270961556)	(33, 0.6335599389813471)	(34, 0.6336655851275838)	(35, 0.6337424186884831)	(36, 0.6338064466558992)	(37, 0.6338576690298322)	(38, 0.6338992872086527)	(39, 0.6339665165744397)	(40, 0.634078565517418)
SRR27848304_2 - polya	(1, 0.0016263103723706514)	(2, 0.0035951703704177984)	(3, 0.005122237393293391)	(4, 0.007020666627182754)	(5, 0.00949854896618843)	(6, 0.011627478882775997)	(7, 0.013756408799363563)	(8, 0.018103907786921326)	(9, 0.02442026677252624)	(10, 0.03054134045751184)	(11, 0.03332655704011512)	(12, 0.036431913459799244)	(13, 0.04080502363432347)	(14, 0.044646701679293514)	(15, 0.04856521328516296)	(16, 0.05258937103726908)	(17, 0.057522725926684774)	(18, 0.06157889766249898)	(19, 0.06543338130095226)	(20, 0.06954397680907021)	(21, 0.07327040451269114)	(22, 0.07690079026518784)	(23, 0.0807872878873492)	(24, 0.08508676589934483)	(25, 0.08858269292026758)	(26, 0.09216505769720214)	(27, 0.09549771340121364)	(28, 0.09900004321887801)	(29, 0.10276808910131946)	(30, 0.10615196717926391)	(31, 0.1092477194038356)	(32, 0.1120393387831805)	(33, 0.11448200574010728)	(34, 0.11664294964040293)	(35, 0.11836530196389783)	(36, 0.1199563969541896)	(37, 0.12116012274161354)	(38, 0.12177479122880874)	(39, 0.12177479122880874)	(40, 0.12177479122880874)
