Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
SRR29492961_1	(14.0, 7.0)	(15.0, 21.0)	(16.0, 69.0)	(17.0, 295.0)	(18.0, 1386.0)	(19.0, 4803.0)	(20.0, 13855.0)	(21.0, 34763.0)	(22.0, 77036.0)	(23.0, 155361.0)	(24.0, 279274.0)	(25.0, 477838.0)	(26.0, 739537.0)	(27.0, 1119614.0)	(28.0, 1615025.0)	(29.0, 2398184.0)	(30.0, 3525311.0)	(31.0, 5503884.0)	(32.0, 8721521.0)	(33.0, 15405256.0)	(34.0, 30153428.0)	(35.0, 74179703.0)	(36.0, 108898311.0)	(37.0, 685156.0)						
SRR29492961_2	(11.0, 40.0)	(12.0, 287.0)	(13.0, 1366.0)	(14.0, 3783.0)	(15.0, 7590.0)	(16.0, 12937.0)	(17.0, 22399.0)	(18.0, 37866.0)	(19.0, 63182.0)	(20.0, 101926.0)	(21.0, 169972.0)	(22.0, 278658.0)	(23.0, 455844.0)	(24.0, 685989.0)	(25.0, 1010993.0)	(26.0, 1378215.0)	(27.0, 1886355.0)	(28.0, 2530363.0)	(29.0, 3567485.0)	(30.0, 5103356.0)	(31.0, 7874596.0)	(32.0, 12405261.0)	(33.0, 21444374.0)	(34.0, 39082054.0)	(35.0, 77702487.0)	(36.0, 77211204.0)	(37.0, 951056.0)			
SRR29492962_1	(13.0, 2.0)	(14.0, 3.0)	(15.0, 14.0)	(16.0, 86.0)	(17.0, 323.0)	(18.0, 1378.0)	(19.0, 4904.0)	(20.0, 14377.0)	(21.0, 37997.0)	(22.0, 86147.0)	(23.0, 178579.0)	(24.0, 325158.0)	(25.0, 558037.0)	(26.0, 872328.0)	(27.0, 1325358.0)	(28.0, 1904972.0)	(29.0, 2807262.0)	(30.0, 4078177.0)	(31.0, 6288475.0)	(32.0, 10134205.0)	(33.0, 17878845.0)	(34.0, 33268882.0)	(35.0, 85254204.0)	(36.0, 144990370.0)	(37.0, 1154803.0)					
SRR29492962_2	(11.0, 24.0)	(12.0, 255.0)	(13.0, 1368.0)	(14.0, 4028.0)	(15.0, 7949.0)	(16.0, 13741.0)	(17.0, 23866.0)	(18.0, 39409.0)	(19.0, 63942.0)	(20.0, 102029.0)	(21.0, 173221.0)	(22.0, 294771.0)	(23.0, 503509.0)	(24.0, 792748.0)	(25.0, 1196998.0)	(26.0, 1653681.0)	(27.0, 2275740.0)	(28.0, 3063126.0)	(29.0, 4348062.0)	(30.0, 6271627.0)	(31.0, 9812715.0)	(32.0, 15760061.0)	(33.0, 27954862.0)	(34.0, 51996279.0)	(35.0, 99942664.0)	(36.0, 84070524.0)	(37.0, 797687.0)			
SRR29492963_1	(13.0, 1.0)	(14.0, 4.0)	(15.0, 11.0)	(16.0, 70.0)	(17.0, 262.0)	(18.0, 1058.0)	(19.0, 3527.0)	(20.0, 10625.0)	(21.0, 27261.0)	(22.0, 60999.0)	(23.0, 125652.0)	(24.0, 230312.0)	(25.0, 399916.0)	(26.0, 632171.0)	(27.0, 972867.0)	(28.0, 1426816.0)	(29.0, 2151117.0)	(30.0, 3196508.0)	(31.0, 5017548.0)	(32.0, 7985624.0)	(33.0, 14143651.0)	(34.0, 27807151.0)	(35.0, 68899824.0)	(36.0, 101379188.0)	(37.0, 616448.0)					
SRR29492963_2	(11.0, 23.0)	(12.0, 138.0)	(13.0, 718.0)	(14.0, 2197.0)	(15.0, 4825.0)	(16.0, 8382.0)	(17.0, 14611.0)	(18.0, 23574.0)	(19.0, 38735.0)	(20.0, 62779.0)	(21.0, 105839.0)	(22.0, 178217.0)	(23.0, 303137.0)	(24.0, 473006.0)	(25.0, 717965.0)	(26.0, 997666.0)	(27.0, 1367798.0)	(28.0, 1822434.0)	(29.0, 2547851.0)	(30.0, 3628439.0)	(31.0, 5634319.0)	(32.0, 9089580.0)	(33.0, 16440486.0)	(34.0, 32359268.0)	(35.0, 73012513.0)	(36.0, 85088401.0)	(37.0, 1165710.0)			
SRR29492964_1	(13.0, 3.0)	(14.0, 1.0)	(15.0, 29.0)	(16.0, 126.0)	(17.0, 498.0)	(18.0, 1729.0)	(19.0, 5796.0)	(20.0, 16406.0)	(21.0, 43070.0)	(22.0, 94573.0)	(23.0, 192759.0)	(24.0, 341472.0)	(25.0, 565552.0)	(26.0, 854422.0)	(27.0, 1257067.0)	(28.0, 1738581.0)	(29.0, 2457809.0)	(30.0, 3408964.0)	(31.0, 5015049.0)	(32.0, 7630627.0)	(33.0, 13402137.0)	(34.0, 27747289.0)	(35.0, 76335305.0)	(36.0, 113808565.0)	(37.0, 860352.0)					
SRR29492964_2	(11.0, 11.0)	(12.0, 112.0)	(13.0, 1045.0)	(14.0, 2921.0)	(15.0, 6377.0)	(16.0, 13129.0)	(17.0, 25153.0)	(18.0, 40542.0)	(19.0, 60946.0)	(20.0, 88012.0)	(21.0, 133531.0)	(22.0, 207839.0)	(23.0, 338418.0)	(24.0, 525184.0)	(25.0, 791705.0)	(26.0, 1117801.0)	(27.0, 1556675.0)	(28.0, 2073780.0)	(29.0, 2850529.0)	(30.0, 3951269.0)	(31.0, 6016741.0)	(32.0, 9680262.0)	(33.0, 17857090.0)	(34.0, 36948949.0)	(35.0, 86571828.0)	(36.0, 84142424.0)	(37.0, 775908.0)			
SRR29492965_1	(13.0, 2.0)	(14.0, 7.0)	(15.0, 34.0)	(16.0, 124.0)	(17.0, 436.0)	(18.0, 1698.0)	(19.0, 5626.0)	(20.0, 15928.0)	(21.0, 41554.0)	(22.0, 90630.0)	(23.0, 182061.0)	(24.0, 317806.0)	(25.0, 525471.0)	(26.0, 788928.0)	(27.0, 1157821.0)	(28.0, 1621578.0)	(29.0, 2311821.0)	(30.0, 3237705.0)	(31.0, 4801268.0)	(32.0, 7353183.0)	(33.0, 12985227.0)	(34.0, 26948006.0)	(35.0, 73064797.0)	(36.0, 103374663.0)	(37.0, 738724.0)					
SRR29492965_2	(11.0, 7.0)	(12.0, 151.0)	(13.0, 1100.0)	(14.0, 3151.0)	(15.0, 6660.0)	(16.0, 12814.0)	(17.0, 24220.0)	(18.0, 39049.0)	(19.0, 58915.0)	(20.0, 84399.0)	(21.0, 129660.0)	(22.0, 200391.0)	(23.0, 319965.0)	(24.0, 492314.0)	(25.0, 748688.0)	(26.0, 1059345.0)	(27.0, 1483650.0)	(28.0, 1987650.0)	(29.0, 2751571.0)	(30.0, 3855086.0)	(31.0, 5931156.0)	(32.0, 9638583.0)	(33.0, 17813433.0)	(34.0, 36372817.0)	(35.0, 81281069.0)	(36.0, 74625784.0)	(37.0, 643470.0)			
SRR29492966_1	(14.0, 4.0)	(15.0, 12.0)	(16.0, 64.0)	(17.0, 256.0)	(18.0, 1148.0)	(19.0, 3880.0)	(20.0, 11616.0)	(21.0, 30214.0)	(22.0, 65873.0)	(23.0, 134122.0)	(24.0, 243083.0)	(25.0, 415816.0)	(26.0, 647604.0)	(27.0, 984857.0)	(28.0, 1431544.0)	(29.0, 2129971.0)	(30.0, 3140887.0)	(31.0, 4884367.0)	(32.0, 7726006.0)	(33.0, 13538347.0)	(34.0, 25985217.0)	(35.0, 61109741.0)	(36.0, 81493578.0)	(37.0, 441556.0)						
SRR29492966_2	(11.0, 32.0)	(12.0, 224.0)	(13.0, 1260.0)	(14.0, 3823.0)	(15.0, 7494.0)	(16.0, 12081.0)	(17.0, 19719.0)	(18.0, 30769.0)	(19.0, 50100.0)	(20.0, 79436.0)	(21.0, 132199.0)	(22.0, 214775.0)	(23.0, 350438.0)	(24.0, 533192.0)	(25.0, 788416.0)	(26.0, 1081452.0)	(27.0, 1483378.0)	(28.0, 1983223.0)	(29.0, 2780604.0)	(30.0, 3962186.0)	(31.0, 6095015.0)	(32.0, 9611291.0)	(33.0, 16684173.0)	(34.0, 30724888.0)	(35.0, 62421488.0)	(36.0, 64490181.0)	(37.0, 877926.0)			
SRR29492967_1	(14.0, 4.0)	(15.0, 27.0)	(16.0, 66.0)	(17.0, 348.0)	(18.0, 1369.0)	(19.0, 4973.0)	(20.0, 14558.0)	(21.0, 37567.0)	(22.0, 81754.0)	(23.0, 165458.0)	(24.0, 295718.0)	(25.0, 506542.0)	(26.0, 786533.0)	(27.0, 1194579.0)	(28.0, 1734850.0)	(29.0, 2599108.0)	(30.0, 3840306.0)	(31.0, 6018575.0)	(32.0, 9617513.0)	(33.0, 17170267.0)	(34.0, 33659786.0)	(35.0, 81207516.0)	(36.0, 108152811.0)	(37.0, 543040.0)						
SRR29492967_2	(11.0, 30.0)	(12.0, 246.0)	(13.0, 1144.0)	(14.0, 3311.0)	(15.0, 6747.0)	(16.0, 11759.0)	(17.0, 19731.0)	(18.0, 32886.0)	(19.0, 54256.0)	(20.0, 87244.0)	(21.0, 147316.0)	(22.0, 245235.0)	(23.0, 407430.0)	(24.0, 625829.0)	(25.0, 934327.0)	(26.0, 1284201.0)	(27.0, 1756422.0)	(28.0, 2351362.0)	(29.0, 3299141.0)	(30.0, 4717605.0)	(31.0, 7308839.0)	(32.0, 11686696.0)	(33.0, 20691247.0)	(34.0, 39232847.0)	(35.0, 83008208.0)	(36.0, 88598542.0)	(37.0, 1120667.0)			
SRR29492968_1	(14.0, 2.0)	(15.0, 9.0)	(16.0, 71.0)	(17.0, 276.0)	(18.0, 1170.0)	(19.0, 4593.0)	(20.0, 13456.0)	(21.0, 35042.0)	(22.0, 77154.0)	(23.0, 158322.0)	(24.0, 290243.0)	(25.0, 506221.0)	(26.0, 800682.0)	(27.0, 1223649.0)	(28.0, 1756125.0)	(29.0, 2569799.0)	(30.0, 3697111.0)	(31.0, 5608049.0)	(32.0, 8651318.0)	(33.0, 14928488.0)	(34.0, 29173301.0)	(35.0, 78058719.0)	(36.0, 167573960.0)	(37.0, 2091892.0)						
SRR29492968_2	(11.0, 32.0)	(12.0, 238.0)	(13.0, 1327.0)	(14.0, 3918.0)	(15.0, 7807.0)	(16.0, 13427.0)	(17.0, 22729.0)	(18.0, 38008.0)	(19.0, 62948.0)	(20.0, 104301.0)	(21.0, 179889.0)	(22.0, 302508.0)	(23.0, 504117.0)	(24.0, 768902.0)	(25.0, 1134235.0)	(26.0, 1536169.0)	(27.0, 2075182.0)	(28.0, 2744882.0)	(29.0, 3826574.0)	(30.0, 5432096.0)	(31.0, 8357677.0)	(32.0, 13284966.0)	(33.0, 23474446.0)	(34.0, 44794512.0)	(35.0, 97268129.0)	(36.0, 109966260.0)	(37.0, 1314373.0)			
SRR29492969_1	(15.0, 17.0)	(16.0, 78.0)	(17.0, 322.0)	(18.0, 1319.0)	(19.0, 4966.0)	(20.0, 13895.0)	(21.0, 35316.0)	(22.0, 75904.0)	(23.0, 153873.0)	(24.0, 275114.0)	(25.0, 469907.0)	(26.0, 727859.0)	(27.0, 1094293.0)	(28.0, 1564134.0)	(29.0, 2299101.0)	(30.0, 3330969.0)	(31.0, 5120347.0)	(32.0, 8015999.0)	(33.0, 14040480.0)	(34.0, 27575650.0)	(35.0, 70931800.0)	(36.0, 123472161.0)	(37.0, 1038105.0)							
SRR29492969_2	(11.0, 33.0)	(12.0, 223.0)	(13.0, 1002.0)	(14.0, 2996.0)	(15.0, 6150.0)	(16.0, 10966.0)	(17.0, 19417.0)	(18.0, 32744.0)	(19.0, 55197.0)	(20.0, 89222.0)	(21.0, 150318.0)	(22.0, 248980.0)	(23.0, 413879.0)	(24.0, 631007.0)	(25.0, 929350.0)	(26.0, 1260871.0)	(27.0, 1701544.0)	(28.0, 2243950.0)	(29.0, 3114106.0)	(30.0, 4416466.0)	(31.0, 6793091.0)	(32.0, 10776289.0)	(33.0, 19019693.0)	(34.0, 36272106.0)	(35.0, 79127600.0)	(36.0, 91691567.0)	(37.0, 1232842.0)			
SRR29492970_1	(14.0, 1.0)	(15.0, 12.0)	(16.0, 44.0)	(17.0, 219.0)	(18.0, 926.0)	(19.0, 3343.0)	(20.0, 9742.0)	(21.0, 25158.0)	(22.0, 56060.0)	(23.0, 114168.0)	(24.0, 209826.0)	(25.0, 362754.0)	(26.0, 571612.0)	(27.0, 872819.0)	(28.0, 1264051.0)	(29.0, 1864036.0)	(30.0, 2700259.0)	(31.0, 4136317.0)	(32.0, 6573488.0)	(33.0, 11243933.0)	(34.0, 21007707.0)	(35.0, 53683693.0)	(36.0, 97141654.0)	(37.0, 869953.0)						
SRR29492970_2	(11.0, 18.0)	(12.0, 167.0)	(13.0, 728.0)	(14.0, 2205.0)	(15.0, 4600.0)	(16.0, 8143.0)	(17.0, 14393.0)	(18.0, 23970.0)	(19.0, 40400.0)	(20.0, 65923.0)	(21.0, 112258.0)	(22.0, 189368.0)	(23.0, 315988.0)	(24.0, 487410.0)	(25.0, 726668.0)	(26.0, 997191.0)	(27.0, 1359547.0)	(28.0, 1813127.0)	(29.0, 2540235.0)	(30.0, 3608617.0)	(31.0, 5555906.0)	(32.0, 8819349.0)	(33.0, 15552360.0)	(34.0, 29477853.0)	(35.0, 62714570.0)	(36.0, 67401940.0)	(37.0, 878841.0)			
SRR29492971_1	(14.0, 3.0)	(15.0, 10.0)	(16.0, 63.0)	(17.0, 229.0)	(18.0, 943.0)	(19.0, 3413.0)	(20.0, 10106.0)	(21.0, 26395.0)	(22.0, 59042.0)	(23.0, 121948.0)	(24.0, 225546.0)	(25.0, 391059.0)	(26.0, 615896.0)	(27.0, 939605.0)	(28.0, 1361684.0)	(29.0, 2016679.0)	(30.0, 2945966.0)	(31.0, 4544510.0)	(32.0, 7116925.0)	(33.0, 12340168.0)	(34.0, 23393103.0)	(35.0, 56240183.0)	(36.0, 94797435.0)	(37.0, 841212.0)						
SRR29492971_2	(11.0, 34.0)	(12.0, 368.0)	(13.0, 2046.0)	(14.0, 5854.0)	(15.0, 11251.0)	(16.0, 18262.0)	(17.0, 30331.0)	(18.0, 48419.0)	(19.0, 75753.0)	(20.0, 110365.0)	(21.0, 172605.0)	(22.0, 270646.0)	(23.0, 435438.0)	(24.0, 662527.0)	(25.0, 987213.0)	(26.0, 1365400.0)	(27.0, 1881410.0)	(28.0, 2523164.0)	(29.0, 3528048.0)	(30.0, 4976156.0)	(31.0, 7513934.0)	(32.0, 11521821.0)	(33.0, 19167411.0)	(34.0, 33361889.0)	(35.0, 62397715.0)	(36.0, 56277744.0)	(37.0, 646319.0)			
SRR29492972_1	(15.0, 30.0)	(16.0, 130.0)	(17.0, 350.0)	(18.0, 1020.0)	(19.0, 3270.0)	(20.0, 10431.0)	(21.0, 30655.0)	(22.0, 78371.0)	(23.0, 184694.0)	(24.0, 382337.0)	(25.0, 735575.0)	(26.0, 1248682.0)	(27.0, 2009625.0)	(28.0, 2968667.0)	(29.0, 4321437.0)	(30.0, 5980186.0)	(31.0, 8518641.0)	(32.0, 12339312.0)	(33.0, 20367289.0)	(34.0, 38371650.0)	(35.0, 89493797.0)	(36.0, 75340117.0)	(37.0, 122229.0)							
SRR29492972_2	(11.0, 1.0)	(12.0, 30.0)	(13.0, 326.0)	(14.0, 1315.0)	(15.0, 4205.0)	(16.0, 9924.0)	(17.0, 18988.0)	(18.0, 29522.0)	(19.0, 43314.0)	(20.0, 60071.0)	(21.0, 89607.0)	(22.0, 140973.0)	(23.0, 245174.0)	(24.0, 410086.0)	(25.0, 683046.0)	(26.0, 1063670.0)	(27.0, 1644352.0)	(28.0, 2440591.0)	(29.0, 3774454.0)	(30.0, 5911371.0)	(31.0, 10153906.0)	(32.0, 18015519.0)	(33.0, 34235073.0)	(34.0, 61807495.0)	(35.0, 86597394.0)	(36.0, 35056538.0)	(37.0, 71550.0)			
SRR29492973_1	(14.0, 2.0)	(15.0, 13.0)	(16.0, 71.0)	(17.0, 303.0)	(18.0, 1240.0)	(19.0, 4207.0)	(20.0, 12132.0)	(21.0, 30738.0)	(22.0, 67756.0)	(23.0, 136041.0)	(24.0, 246340.0)	(25.0, 421282.0)	(26.0, 652895.0)	(27.0, 990242.0)	(28.0, 1435566.0)	(29.0, 2152996.0)	(30.0, 3191069.0)	(31.0, 4999734.0)	(32.0, 7983615.0)	(33.0, 14143359.0)	(34.0, 27652384.0)	(35.0, 67616788.0)	(36.0, 94695375.0)	(37.0, 522666.0)						
SRR29492973_2	(11.0, 29.0)	(12.0, 194.0)	(13.0, 905.0)	(14.0, 2704.0)	(15.0, 5731.0)	(16.0, 10022.0)	(17.0, 17793.0)	(18.0, 30220.0)	(19.0, 50874.0)	(20.0, 81762.0)	(21.0, 136367.0)	(22.0, 222501.0)	(23.0, 365068.0)	(24.0, 557032.0)	(25.0, 829037.0)	(26.0, 1140312.0)	(27.0, 1574286.0)	(28.0, 2118773.0)	(29.0, 2989912.0)	(30.0, 4283920.0)	(31.0, 6637145.0)	(32.0, 10549155.0)	(33.0, 18482499.0)	(34.0, 34410369.0)	(35.0, 70421956.0)	(36.0, 71197049.0)	(37.0, 841199.0)			
SRR29492974_1	(13.0, 1.0)	(14.0, 3.0)	(15.0, 16.0)	(16.0, 68.0)	(17.0, 249.0)	(18.0, 1067.0)	(19.0, 3867.0)	(20.0, 10820.0)	(21.0, 27725.0)	(22.0, 60098.0)	(23.0, 123798.0)	(24.0, 224239.0)	(25.0, 386936.0)	(26.0, 603878.0)	(27.0, 916300.0)	(28.0, 1319830.0)	(29.0, 1947844.0)	(30.0, 2831686.0)	(31.0, 4353438.0)	(32.0, 6787310.0)	(33.0, 11795017.0)	(34.0, 22973521.0)	(35.0, 58955592.0)	(36.0, 102122061.0)	(37.0, 839299.0)					
SRR29492974_2	(11.0, 32.0)	(12.0, 216.0)	(13.0, 1291.0)	(14.0, 3983.0)	(15.0, 7429.0)	(16.0, 11573.0)	(17.0, 18213.0)	(18.0, 28881.0)	(19.0, 47425.0)	(20.0, 76745.0)	(21.0, 129438.0)	(22.0, 212191.0)	(23.0, 345136.0)	(24.0, 517013.0)	(25.0, 750925.0)	(26.0, 1011006.0)	(27.0, 1354716.0)	(28.0, 1782357.0)	(29.0, 2477236.0)	(30.0, 3521789.0)	(31.0, 5456574.0)	(32.0, 8767377.0)	(33.0, 15722011.0)	(34.0, 30421649.0)	(35.0, 66386182.0)	(36.0, 76140725.0)	(37.0, 1092550.0)			
SRR29492975_1	(14.0, 1.0)	(15.0, 12.0)	(16.0, 48.0)	(17.0, 221.0)	(18.0, 814.0)	(19.0, 3114.0)	(20.0, 9404.0)	(21.0, 24233.0)	(22.0, 52957.0)	(23.0, 109345.0)	(24.0, 198766.0)	(25.0, 342706.0)	(26.0, 539400.0)	(27.0, 822932.0)	(28.0, 1190692.0)	(29.0, 1776304.0)	(30.0, 2613560.0)	(31.0, 4046368.0)	(32.0, 6343741.0)	(33.0, 11075143.0)	(34.0, 21645955.0)	(35.0, 55536338.0)	(36.0, 94506422.0)	(37.0, 749401.0)						
SRR29492975_2	(11.0, 15.0)	(12.0, 127.0)	(13.0, 591.0)	(14.0, 1831.0)	(15.0, 3886.0)	(16.0, 7192.0)	(17.0, 12588.0)	(18.0, 21799.0)	(19.0, 36615.0)	(20.0, 58759.0)	(21.0, 100603.0)	(22.0, 169856.0)	(23.0, 285461.0)	(24.0, 443766.0)	(25.0, 668038.0)	(26.0, 921746.0)	(27.0, 1254659.0)	(28.0, 1669885.0)	(29.0, 2329210.0)	(30.0, 3309621.0)	(31.0, 5117513.0)	(32.0, 8181107.0)	(33.0, 14586296.0)	(34.0, 28229398.0)	(35.0, 62458442.0)	(36.0, 70817091.0)	(37.0, 901782.0)			
SRR29492976_1	(13.0, 1.0)	(14.0, 15.0)	(15.0, 146.0)	(16.0, 575.0)	(17.0, 1505.0)	(18.0, 3356.0)	(19.0, 7543.0)	(20.0, 15324.0)	(21.0, 30685.0)	(22.0, 56228.0)	(23.0, 99149.0)	(24.0, 157833.0)	(25.0, 243882.0)	(26.0, 342581.0)	(27.0, 480900.0)	(28.0, 640521.0)	(29.0, 862061.0)	(30.0, 1113342.0)	(31.0, 1444323.0)	(32.0, 1796746.0)	(33.0, 2358979.0)	(34.0, 3268539.0)	(35.0, 5952479.0)	(36.0, 16298540.0)	(37.0, 774943.0)					
SRR29492976_2	(11.0, 6.0)	(12.0, 592.0)	(13.0, 5767.0)	(14.0, 14562.0)	(15.0, 19599.0)	(16.0, 20385.0)	(17.0, 21819.0)	(18.0, 26028.0)	(19.0, 40832.0)	(20.0, 73139.0)	(21.0, 132621.0)	(22.0, 210891.0)	(23.0, 297347.0)	(24.0, 359767.0)	(25.0, 416977.0)	(26.0, 455692.0)	(27.0, 519744.0)	(28.0, 595303.0)	(29.0, 721767.0)	(30.0, 881653.0)	(31.0, 1148869.0)	(32.0, 1524102.0)	(33.0, 2240800.0)	(34.0, 3613367.0)	(35.0, 7595904.0)	(36.0, 14623913.0)	(37.0, 388750.0)			
SRR29492977_1	(13.0, 1.0)	(14.0, 12.0)	(15.0, 120.0)	(16.0, 483.0)	(17.0, 1402.0)	(18.0, 2967.0)	(19.0, 6730.0)	(20.0, 13608.0)	(21.0, 26901.0)	(22.0, 48981.0)	(23.0, 87285.0)	(24.0, 143247.0)	(25.0, 229434.0)	(26.0, 335958.0)	(27.0, 485140.0)	(28.0, 663416.0)	(29.0, 907399.0)	(30.0, 1189024.0)	(31.0, 1551110.0)	(32.0, 1943117.0)	(33.0, 2564778.0)	(34.0, 3569396.0)	(35.0, 6586144.0)	(36.0, 18432022.0)	(37.0, 872301.0)					
SRR29492977_2	(11.0, 3.0)	(12.0, 270.0)	(13.0, 2880.0)	(14.0, 8416.0)	(15.0, 12283.0)	(16.0, 13682.0)	(17.0, 15183.0)	(18.0, 19602.0)	(19.0, 32583.0)	(20.0, 62030.0)	(21.0, 117765.0)	(22.0, 191045.0)	(23.0, 276188.0)	(24.0, 343340.0)	(25.0, 410116.0)	(26.0, 462035.0)	(27.0, 541240.0)	(28.0, 630364.0)	(29.0, 766978.0)	(30.0, 944248.0)	(31.0, 1237431.0)	(32.0, 1645389.0)	(33.0, 2427453.0)	(34.0, 3945104.0)	(35.0, 8424197.0)	(36.0, 16690021.0)	(37.0, 441130.0)			
SRR29492978_1	(14.0, 19.0)	(15.0, 187.0)	(16.0, 763.0)	(17.0, 2093.0)	(18.0, 4641.0)	(19.0, 10344.0)	(20.0, 21432.0)	(21.0, 42940.0)	(22.0, 78820.0)	(23.0, 139096.0)	(24.0, 223654.0)	(25.0, 341711.0)	(26.0, 474502.0)	(27.0, 654577.0)	(28.0, 864672.0)	(29.0, 1152094.0)	(30.0, 1482531.0)	(31.0, 1910617.0)	(32.0, 2376941.0)	(33.0, 3110016.0)	(34.0, 4273902.0)	(35.0, 7666169.0)	(36.0, 22190986.0)	(37.0, 1256385.0)						
SRR29492978_2	(11.0, 10.0)	(12.0, 511.0)	(13.0, 5338.0)	(14.0, 14659.0)	(15.0, 19874.0)	(16.0, 20214.0)	(17.0, 21366.0)	(18.0, 26158.0)	(19.0, 44622.0)	(20.0, 85877.0)	(21.0, 159087.0)	(22.0, 252078.0)	(23.0, 351117.0)	(24.0, 420380.0)	(25.0, 479565.0)	(26.0, 520001.0)	(27.0, 590950.0)	(28.0, 679317.0)	(29.0, 830663.0)	(30.0, 1027973.0)	(31.0, 1355467.0)	(32.0, 1820937.0)	(33.0, 2723552.0)	(34.0, 4509414.0)	(35.0, 9965071.0)	(36.0, 21686729.0)	(37.0, 668162.0)			
SRR29492979_1	(14.0, 11.0)	(15.0, 123.0)	(16.0, 564.0)	(17.0, 1574.0)	(18.0, 3874.0)	(19.0, 8701.0)	(20.0, 17993.0)	(21.0, 36124.0)	(22.0, 65366.0)	(23.0, 114133.0)	(24.0, 182846.0)	(25.0, 288549.0)	(26.0, 417048.0)	(27.0, 594967.0)	(28.0, 807191.0)	(29.0, 1093498.0)	(30.0, 1418560.0)	(31.0, 1836166.0)	(32.0, 2285955.0)	(33.0, 2993238.0)	(34.0, 4120566.0)	(35.0, 7493069.0)	(36.0, 20885281.0)	(37.0, 986873.0)						
SRR29492979_2	(11.0, 7.0)	(12.0, 264.0)	(13.0, 2625.0)	(14.0, 8215.0)	(15.0, 13099.0)	(16.0, 15481.0)	(17.0, 17798.0)	(18.0, 23098.0)	(19.0, 38959.0)	(20.0, 74680.0)	(21.0, 141818.0)	(22.0, 228394.0)	(23.0, 324017.0)	(24.0, 396701.0)	(25.0, 463917.0)	(26.0, 518050.0)	(27.0, 603127.0)	(28.0, 697879.0)	(29.0, 853091.0)	(30.0, 1058042.0)	(31.0, 1389406.0)	(32.0, 1855687.0)	(33.0, 2747452.0)	(34.0, 4512436.0)	(35.0, 9798162.0)	(36.0, 19393854.0)	(37.0, 476011.0)			
SRR29492980_1	(14.0, 15.0)	(15.0, 134.0)	(16.0, 525.0)	(17.0, 1558.0)	(18.0, 3471.0)	(19.0, 7914.0)	(20.0, 17262.0)	(21.0, 36087.0)	(22.0, 67916.0)	(23.0, 122708.0)	(24.0, 197939.0)	(25.0, 304520.0)	(26.0, 423177.0)	(27.0, 580626.0)	(28.0, 759550.0)	(29.0, 1004368.0)	(30.0, 1282338.0)	(31.0, 1647336.0)	(32.0, 2041639.0)	(33.0, 2673093.0)	(34.0, 3701766.0)	(35.0, 6774719.0)	(36.0, 18933804.0)	(37.0, 902153.0)						
SRR29492980_2	(11.0, 5.0)	(12.0, 263.0)	(13.0, 2779.0)	(14.0, 8089.0)	(15.0, 12421.0)	(16.0, 13893.0)	(17.0, 16464.0)	(18.0, 22529.0)	(19.0, 41711.0)	(20.0, 83688.0)	(21.0, 163695.0)	(22.0, 268742.0)	(23.0, 381162.0)	(24.0, 461730.0)	(25.0, 522786.0)	(26.0, 559116.0)	(27.0, 626409.0)	(28.0, 702085.0)	(29.0, 833209.0)	(30.0, 1009489.0)	(31.0, 1305362.0)	(32.0, 1725833.0)	(33.0, 2548287.0)	(34.0, 4142585.0)	(35.0, 8839520.0)	(36.0, 16784781.0)	(37.0, 407985.0)			
SRR29492981_1	(14.0, 26.0)	(15.0, 188.0)	(16.0, 702.0)	(17.0, 1812.0)	(18.0, 4090.0)	(19.0, 8872.0)	(20.0, 18919.0)	(21.0, 37797.0)	(22.0, 69194.0)	(23.0, 123149.0)	(24.0, 199534.0)	(25.0, 310367.0)	(26.0, 441145.0)	(27.0, 617492.0)	(28.0, 817971.0)	(29.0, 1094471.0)	(30.0, 1405962.0)	(31.0, 1812311.0)	(32.0, 2248628.0)	(33.0, 2956075.0)	(34.0, 4106225.0)	(35.0, 7565545.0)	(36.0, 20384983.0)	(37.0, 886922.0)						
SRR29492981_2	(11.0, 3.0)	(12.0, 246.0)	(13.0, 2623.0)	(14.0, 8319.0)	(15.0, 13001.0)	(16.0, 14946.0)	(17.0, 17734.0)	(18.0, 23297.0)	(19.0, 40543.0)	(20.0, 79270.0)	(21.0, 152574.0)	(22.0, 249337.0)	(23.0, 361950.0)	(24.0, 448360.0)	(25.0, 527197.0)	(26.0, 585574.0)	(27.0, 673113.0)	(28.0, 770889.0)	(29.0, 933831.0)	(30.0, 1140936.0)	(31.0, 1486030.0)	(32.0, 1962532.0)	(33.0, 2881177.0)	(34.0, 4666441.0)	(35.0, 9806441.0)	(36.0, 17862458.0)	(37.0, 403558.0)			
SRR29492982_1	(13.0, 1.0)	(14.0, 17.0)	(15.0, 116.0)	(16.0, 523.0)	(17.0, 1439.0)	(18.0, 3223.0)	(19.0, 7176.0)	(20.0, 15322.0)	(21.0, 31232.0)	(22.0, 60431.0)	(23.0, 112785.0)	(24.0, 186664.0)	(25.0, 287305.0)	(26.0, 398872.0)	(27.0, 547919.0)	(28.0, 721815.0)	(29.0, 964261.0)	(30.0, 1239847.0)	(31.0, 1598861.0)	(32.0, 1988499.0)	(33.0, 2608432.0)	(34.0, 3616457.0)	(35.0, 6610910.0)	(36.0, 18610780.0)	(37.0, 918656.0)					
