Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
SRR29492897_1	(13.0, 1.0)	(14.0, 39.0)	(15.0, 236.0)	(16.0, 1262.0)	(17.0, 3113.0)	(18.0, 6052.0)	(19.0, 11405.0)	(20.0, 21756.0)	(21.0, 43979.0)	(22.0, 87003.0)	(23.0, 168918.0)	(24.0, 292011.0)	(25.0, 467393.0)	(26.0, 663033.0)	(27.0, 932619.0)	(28.0, 1276025.0)	(29.0, 1773174.0)	(30.0, 2394101.0)	(31.0, 3291963.0)	(32.0, 4514843.0)	(33.0, 7111306.0)	(34.0, 14349979.0)	(35.0, 31577859.0)	(36.0, 56055454.0)	(37.0, 1681596.0)					
SRR29492897_2	(11.0, 2.0)	(12.0, 76.0)	(13.0, 632.0)	(14.0, 2035.0)	(15.0, 4485.0)	(16.0, 7800.0)	(17.0, 15374.0)	(18.0, 34139.0)	(19.0, 77306.0)	(20.0, 148528.0)	(21.0, 255014.0)	(22.0, 386132.0)	(23.0, 548333.0)	(24.0, 698982.0)	(25.0, 854802.0)	(26.0, 999457.0)	(27.0, 1215613.0)	(28.0, 1468861.0)	(29.0, 1857816.0)	(30.0, 2368884.0)	(31.0, 3229941.0)	(32.0, 4607576.0)	(33.0, 7378224.0)	(34.0, 13393334.0)	(35.0, 31226569.0)	(36.0, 53675431.0)	(37.0, 2269774.0)			
SRR29492898_1	(13.0, 1.0)	(14.0, 10.0)	(15.0, 135.0)	(16.0, 735.0)	(17.0, 1645.0)	(18.0, 2927.0)	(19.0, 5631.0)	(20.0, 10523.0)	(21.0, 20432.0)	(22.0, 37173.0)	(23.0, 68281.0)	(24.0, 112107.0)	(25.0, 175201.0)	(26.0, 247040.0)	(27.0, 345263.0)	(28.0, 466592.0)	(29.0, 647259.0)	(30.0, 874140.0)	(31.0, 1198975.0)	(32.0, 1645770.0)	(33.0, 2577209.0)	(34.0, 5157772.0)	(35.0, 10122274.0)	(36.0, 36267155.0)	(37.0, 3124039.0)					
SRR29492898_2	(11.0, 1.0)	(12.0, 46.0)	(13.0, 320.0)	(14.0, 879.0)	(15.0, 1976.0)	(16.0, 3623.0)	(17.0, 7532.0)	(18.0, 17758.0)	(19.0, 42498.0)	(20.0, 85953.0)	(21.0, 153218.0)	(22.0, 239100.0)	(23.0, 343992.0)	(24.0, 440717.0)	(25.0, 538204.0)	(26.0, 623943.0)	(27.0, 751207.0)	(28.0, 896479.0)	(29.0, 1114866.0)	(30.0, 1405067.0)	(31.0, 1888929.0)	(32.0, 2662940.0)	(33.0, 4184503.0)	(34.0, 7212795.0)	(35.0, 15651669.0)	(36.0, 24082562.0)	(37.0, 757512.0)			
SRR29492899_1	(16.0, 2.0)	(17.0, 10.0)	(18.0, 22.0)	(19.0, 39.0)	(20.0, 129.0)	(21.0, 349.0)	(22.0, 837.0)	(23.0, 1922.0)	(24.0, 3508.0)	(25.0, 5534.0)	(26.0, 7392.0)	(27.0, 9408.0)	(28.0, 12159.0)	(29.0, 16126.0)	(30.0, 21258.0)	(31.0, 30978.0)	(32.0, 56445.0)	(33.0, 47522.0)	(34.0, 36999.0)	(35.0, 58119.0)	(36.0, 137315.0)	(37.0, 5522.0)								
SRR29492899_2	(13.0, 2.0)	(14.0, 9.0)	(15.0, 29.0)	(16.0, 30.0)	(17.0, 72.0)	(18.0, 178.0)	(19.0, 336.0)	(20.0, 794.0)	(21.0, 1585.0)	(22.0, 2822.0)	(23.0, 4340.0)	(24.0, 5371.0)	(25.0, 6034.0)	(26.0, 6316.0)	(27.0, 7435.0)	(28.0, 8915.0)	(29.0, 10591.0)	(30.0, 13548.0)	(31.0, 17964.0)	(32.0, 24988.0)	(33.0, 37535.0)	(34.0, 61319.0)	(35.0, 112134.0)	(36.0, 125737.0)	(37.0, 3511.0)					
SRR29492900_1	(14.0, 16.0)	(15.0, 204.0)	(16.0, 821.0)	(17.0, 2118.0)	(18.0, 4153.0)	(19.0, 8141.0)	(20.0, 15845.0)	(21.0, 32505.0)	(22.0, 65029.0)	(23.0, 125564.0)	(24.0, 215493.0)	(25.0, 345373.0)	(26.0, 492148.0)	(27.0, 696141.0)	(28.0, 951789.0)	(29.0, 1327899.0)	(30.0, 1788471.0)	(31.0, 2447802.0)	(32.0, 3311907.0)	(33.0, 5035255.0)	(34.0, 9383029.0)	(35.0, 21755362.0)	(36.0, 50896373.0)	(37.0, 2009267.0)						
SRR29492900_2	(11.0, 1.0)	(12.0, 77.0)	(13.0, 455.0)	(14.0, 1421.0)	(15.0, 3340.0)	(16.0, 5916.0)	(17.0, 12423.0)	(18.0, 30317.0)	(19.0, 72995.0)	(20.0, 146540.0)	(21.0, 254914.0)	(22.0, 388225.0)	(23.0, 547958.0)	(24.0, 701184.0)	(25.0, 861509.0)	(26.0, 1003827.0)	(27.0, 1213683.0)	(28.0, 1455873.0)	(29.0, 1820223.0)	(30.0, 2291716.0)	(31.0, 3052228.0)	(32.0, 4208356.0)	(33.0, 6489850.0)	(34.0, 11188219.0)	(35.0, 24197902.0)	(36.0, 39504565.0)	(37.0, 1456988.0)			
SRR29492901_1	(13.0, 1.0)	(14.0, 15.0)	(15.0, 165.0)	(16.0, 802.0)	(17.0, 1957.0)	(18.0, 3432.0)	(19.0, 6220.0)	(20.0, 11494.0)	(21.0, 22231.0)	(22.0, 41024.0)	(23.0, 73953.0)	(24.0, 120903.0)	(25.0, 188388.0)	(26.0, 268773.0)	(27.0, 391715.0)	(28.0, 549830.0)	(29.0, 785830.0)	(30.0, 1082006.0)	(31.0, 1510249.0)	(32.0, 2060923.0)	(33.0, 3056397.0)	(34.0, 5119363.0)	(35.0, 11432952.0)	(36.0, 30539593.0)	(37.0, 1446973.0)					
SRR29492901_2	(11.0, 1.0)	(12.0, 19.0)	(13.0, 227.0)	(14.0, 738.0)	(15.0, 1911.0)	(16.0, 4132.0)	(17.0, 9927.0)	(18.0, 24970.0)	(19.0, 60992.0)	(20.0, 122329.0)	(21.0, 207989.0)	(22.0, 307419.0)	(23.0, 423449.0)	(24.0, 532718.0)	(25.0, 656236.0)	(26.0, 768550.0)	(27.0, 934359.0)	(28.0, 1116631.0)	(29.0, 1385761.0)	(30.0, 1727527.0)	(31.0, 2266330.0)	(32.0, 3026962.0)	(33.0, 4452632.0)	(34.0, 7030350.0)	(35.0, 13475337.0)	(36.0, 19638747.0)	(37.0, 538946.0)			
SRR29492902_1	(13.0, 2.0)	(14.0, 27.0)	(15.0, 299.0)	(16.0, 1051.0)	(17.0, 2660.0)	(18.0, 5014.0)	(19.0, 9683.0)	(20.0, 18757.0)	(21.0, 39413.0)	(22.0, 81862.0)	(23.0, 168104.0)	(24.0, 303006.0)	(25.0, 501005.0)	(26.0, 729711.0)	(27.0, 1027107.0)	(28.0, 1382002.0)	(29.0, 1898029.0)	(30.0, 2537538.0)	(31.0, 3453837.0)	(32.0, 4714417.0)	(33.0, 7500767.0)	(34.0, 16154544.0)	(35.0, 41298391.0)	(36.0, 92039378.0)	(37.0, 6033094.0)					
SRR29492902_2	(12.0, 62.0)	(13.0, 554.0)	(14.0, 1775.0)	(15.0, 3771.0)	(16.0, 6226.0)	(17.0, 9388.0)	(18.0, 14795.0)	(19.0, 27973.0)	(20.0, 59766.0)	(21.0, 132562.0)	(22.0, 257993.0)	(23.0, 439764.0)	(24.0, 615348.0)	(25.0, 782628.0)	(26.0, 921253.0)	(27.0, 1120211.0)	(28.0, 1363574.0)	(29.0, 1734009.0)	(30.0, 2218103.0)	(31.0, 3047422.0)	(32.0, 4478905.0)	(33.0, 7570802.0)	(34.0, 15056303.0)	(35.0, 42287083.0)	(36.0, 93957275.0)	(37.0, 3792153.0)				
SRR29492903_1	(13.0, 1.0)	(14.0, 17.0)	(15.0, 174.0)	(16.0, 887.0)	(17.0, 2213.0)	(18.0, 4620.0)	(19.0, 8878.0)	(20.0, 17598.0)	(21.0, 35903.0)	(22.0, 73905.0)	(23.0, 149284.0)	(24.0, 265702.0)	(25.0, 437320.0)	(26.0, 632762.0)	(27.0, 895315.0)	(28.0, 1217901.0)	(29.0, 1673563.0)	(30.0, 2218824.0)	(31.0, 2975988.0)	(32.0, 3948612.0)	(33.0, 5953905.0)	(34.0, 11479193.0)	(35.0, 27039295.0)	(36.0, 71780998.0)	(37.0, 4674989.0)					
SRR29492903_2	(11.0, 3.0)	(12.0, 79.0)	(13.0, 573.0)	(14.0, 1679.0)	(15.0, 3552.0)	(16.0, 6045.0)	(17.0, 10218.0)	(18.0, 17998.0)	(19.0, 38009.0)	(20.0, 84026.0)	(21.0, 184793.0)	(22.0, 356636.0)	(23.0, 592807.0)	(24.0, 798589.0)	(25.0, 973572.0)	(26.0, 1108756.0)	(27.0, 1313613.0)	(28.0, 1558981.0)	(29.0, 1945178.0)	(30.0, 2457647.0)	(31.0, 3342397.0)	(32.0, 4804821.0)	(33.0, 7814764.0)	(34.0, 14580112.0)	(35.0, 34900642.0)	(36.0, 56620720.0)	(37.0, 1971637.0)			
SRR29492904_1	(14.0, 17.0)	(15.0, 147.0)	(16.0, 622.0)	(17.0, 1524.0)	(18.0, 2944.0)	(19.0, 5465.0)	(20.0, 8995.0)	(21.0, 15819.0)	(22.0, 28385.0)	(23.0, 54769.0)	(24.0, 101718.0)	(25.0, 182050.0)	(26.0, 297818.0)	(27.0, 465979.0)	(28.0, 677519.0)	(29.0, 980805.0)	(30.0, 1357722.0)	(31.0, 1917476.0)	(32.0, 2693714.0)	(33.0, 4336270.0)	(34.0, 7114511.0)	(35.0, 12152005.0)	(36.0, 43298271.0)	(37.0, 2445318.0)						
SRR29492904_2	(8.0, 1.0)	(9.0, 1.0)	(10.0, 8.0)	(11.0, 29.0)	(12.0, 138.0)	(13.0, 498.0)	(14.0, 1326.0)	(15.0, 2661.0)	(16.0, 4409.0)	(17.0, 7037.0)	(18.0, 10953.0)	(19.0, 19197.0)	(20.0, 33241.0)	(21.0, 60418.0)	(22.0, 105218.0)	(23.0, 176122.0)	(24.0, 260259.0)	(25.0, 362966.0)	(26.0, 468816.0)	(27.0, 613929.0)	(28.0, 787118.0)	(29.0, 1046054.0)	(30.0, 1385048.0)	(31.0, 1914724.0)	(32.0, 2663549.0)	(33.0, 4009023.0)	(34.0, 6604412.0)	(35.0, 15750595.0)	(36.0, 40286398.0)	(37.0, 1565715.0)
SRR29492905_1	(14.0, 6.0)	(15.0, 96.0)	(16.0, 487.0)	(17.0, 1265.0)	(18.0, 2757.0)	(19.0, 5615.0)	(20.0, 11068.0)	(21.0, 24114.0)	(22.0, 51251.0)	(23.0, 106861.0)	(24.0, 190714.0)	(25.0, 307493.0)	(26.0, 448054.0)	(27.0, 653368.0)	(28.0, 916511.0)	(29.0, 1291341.0)	(30.0, 1741958.0)	(31.0, 2390674.0)	(32.0, 3311699.0)	(33.0, 5482694.0)	(34.0, 10615502.0)	(35.0, 16818520.0)	(36.0, 41869014.0)	(37.0, 2320163.0)						
SRR29492905_2	(12.0, 37.0)	(13.0, 360.0)	(14.0, 1160.0)	(15.0, 2614.0)	(16.0, 5448.0)	(17.0, 13353.0)	(18.0, 35226.0)	(19.0, 89479.0)	(20.0, 201936.0)	(21.0, 409024.0)	(22.0, 691040.0)	(23.0, 999932.0)	(24.0, 1219530.0)	(25.0, 1393688.0)	(26.0, 1504280.0)	(27.0, 1703961.0)	(28.0, 1931005.0)	(29.0, 2289562.0)	(30.0, 2742942.0)	(31.0, 3500311.0)	(32.0, 4601070.0)	(33.0, 6736897.0)	(34.0, 10824051.0)	(35.0, 20790305.0)	(36.0, 26154715.0)	(37.0, 719299.0)				
SRR29492906_1	(13.0, 2.0)	(14.0, 18.0)	(15.0, 148.0)	(16.0, 644.0)	(17.0, 1703.0)	(18.0, 3487.0)	(19.0, 6791.0)	(20.0, 12652.0)	(21.0, 24048.0)	(22.0, 45625.0)	(23.0, 88094.0)	(24.0, 150148.0)	(25.0, 241906.0)	(26.0, 355971.0)	(27.0, 524459.0)	(28.0, 742616.0)	(29.0, 1064385.0)	(30.0, 1464690.0)	(31.0, 2043349.0)	(32.0, 2804416.0)	(33.0, 4289811.0)	(34.0, 7919325.0)	(35.0, 18425956.0)	(36.0, 46696820.0)	(37.0, 2318882.0)					
SRR29492906_2	(11.0, 3.0)	(12.0, 38.0)	(13.0, 260.0)	(14.0, 953.0)	(15.0, 2233.0)	(16.0, 4129.0)	(17.0, 7652.0)	(18.0, 15151.0)	(19.0, 33260.0)	(20.0, 70420.0)	(21.0, 137736.0)	(22.0, 239099.0)	(23.0, 379492.0)	(24.0, 524592.0)	(25.0, 682058.0)	(26.0, 831123.0)	(27.0, 1037027.0)	(28.0, 1266334.0)	(29.0, 1599838.0)	(30.0, 2018202.0)	(31.0, 2685862.0)	(32.0, 3665346.0)	(33.0, 5584338.0)	(34.0, 9499959.0)	(35.0, 20984441.0)	(36.0, 36690048.0)	(37.0, 1266352.0)			
SRR29492907_1	(14.0, 1.0)	(15.0, 14.0)	(16.0, 58.0)	(17.0, 284.0)	(18.0, 1225.0)	(19.0, 4319.0)	(20.0, 12477.0)	(21.0, 31468.0)	(22.0, 68154.0)	(23.0, 138106.0)	(24.0, 248375.0)	(25.0, 426323.0)	(26.0, 665095.0)	(27.0, 1012856.0)	(28.0, 1465575.0)	(29.0, 2174587.0)	(30.0, 3191014.0)	(31.0, 5140224.0)	(32.0, 8187026.0)	(33.0, 13052162.0)	(34.0, 24789765.0)	(35.0, 62305876.0)	(36.0, 114977762.0)	(37.0, 1116766.0)						
SRR29492907_2	(11.0, 34.0)	(12.0, 257.0)	(13.0, 1223.0)	(14.0, 3730.0)	(15.0, 7094.0)	(16.0, 12388.0)	(17.0, 21587.0)	(18.0, 36982.0)	(19.0, 62312.0)	(20.0, 100659.0)	(21.0, 170100.0)	(22.0, 277513.0)	(23.0, 447691.0)	(24.0, 667306.0)	(25.0, 978027.0)	(26.0, 1331828.0)	(27.0, 1825063.0)	(28.0, 2452245.0)	(29.0, 3453523.0)	(30.0, 4919043.0)	(31.0, 7532382.0)	(32.0, 11759435.0)	(33.0, 20150797.0)	(34.0, 36471276.0)	(35.0, 72263389.0)	(36.0, 73200780.0)	(37.0, 862848.0)			
SRR29492908_1	(13.0, 1.0)	(14.0, 5.0)	(15.0, 9.0)	(16.0, 64.0)	(17.0, 329.0)	(18.0, 1267.0)	(19.0, 4602.0)	(20.0, 13038.0)	(21.0, 32846.0)	(22.0, 71700.0)	(23.0, 144465.0)	(24.0, 256754.0)	(25.0, 437740.0)	(26.0, 677877.0)	(27.0, 1023108.0)	(28.0, 1476863.0)	(29.0, 2206901.0)	(30.0, 3263628.0)	(31.0, 5127788.0)	(32.0, 8188957.0)	(33.0, 14538758.0)	(34.0, 28277357.0)	(35.0, 66720851.0)	(36.0, 87465364.0)	(37.0, 455938.0)					
SRR29492908_2	(11.0, 31.0)	(12.0, 228.0)	(13.0, 941.0)	(14.0, 3056.0)	(15.0, 6161.0)	(16.0, 10654.0)	(17.0, 19023.0)	(18.0, 32943.0)	(19.0, 56078.0)	(20.0, 89093.0)	(21.0, 147318.0)	(22.0, 238926.0)	(23.0, 385664.0)	(24.0, 580667.0)	(25.0, 851866.0)	(26.0, 1162207.0)	(27.0, 1587256.0)	(28.0, 2119881.0)	(29.0, 2974435.0)	(30.0, 4232811.0)	(31.0, 6482931.0)	(32.0, 10176870.0)	(33.0, 17556222.0)	(34.0, 32278103.0)	(35.0, 66498649.0)	(36.0, 71945316.0)	(37.0, 948880.0)			
SRR29492909_1	(13.0, 1.0)	(14.0, 12.0)	(15.0, 46.0)	(16.0, 182.0)	(17.0, 627.0)	(18.0, 2164.0)	(19.0, 7277.0)	(20.0, 20602.0)	(21.0, 53004.0)	(22.0, 117219.0)	(23.0, 236983.0)	(24.0, 415841.0)	(25.0, 688802.0)	(26.0, 1036259.0)	(27.0, 1518664.0)	(28.0, 2100523.0)	(29.0, 2967715.0)	(30.0, 4128201.0)	(31.0, 6084603.0)	(32.0, 9271919.0)	(33.0, 16303018.0)	(34.0, 33779210.0)	(35.0, 91692555.0)	(36.0, 131742809.0)	(37.0, 956612.0)					
SRR29492909_2	(11.0, 4.0)	(12.0, 184.0)	(13.0, 1326.0)	(14.0, 3502.0)	(15.0, 7564.0)	(16.0, 15496.0)	(17.0, 29931.0)	(18.0, 49033.0)	(19.0, 73417.0)	(20.0, 106287.0)	(21.0, 162930.0)	(22.0, 252394.0)	(23.0, 408598.0)	(24.0, 629435.0)	(25.0, 952715.0)	(26.0, 1345768.0)	(27.0, 1881730.0)	(28.0, 2518779.0)	(29.0, 3489099.0)	(30.0, 4873438.0)	(31.0, 7460822.0)	(32.0, 12075759.0)	(33.0, 22274252.0)	(34.0, 45602836.0)	(35.0, 103202183.0)	(36.0, 94877410.0)	(37.0, 829956.0)			
SRR29492910_1	(14.0, 4.0)	(15.0, 10.0)	(16.0, 56.0)	(17.0, 233.0)	(18.0, 1054.0)	(19.0, 3490.0)	(20.0, 10226.0)	(21.0, 26563.0)	(22.0, 57501.0)	(23.0, 116932.0)	(24.0, 210129.0)	(25.0, 361435.0)	(26.0, 563348.0)	(27.0, 854317.0)	(28.0, 1232334.0)	(29.0, 1828409.0)	(30.0, 2680474.0)	(31.0, 4152165.0)	(32.0, 6558019.0)	(33.0, 11521252.0)	(34.0, 22466223.0)	(35.0, 56503959.0)	(36.0, 94680342.0)	(37.0, 720181.0)						
SRR29492910_2	(11.0, 23.0)	(12.0, 173.0)	(13.0, 806.0)	(14.0, 2274.0)	(15.0, 4713.0)	(16.0, 8796.0)	(17.0, 15805.0)	(18.0, 27098.0)	(19.0, 45003.0)	(20.0, 71570.0)	(21.0, 119944.0)	(22.0, 197282.0)	(23.0, 328325.0)	(24.0, 505202.0)	(25.0, 758519.0)	(26.0, 1048042.0)	(27.0, 1442309.0)	(28.0, 1935575.0)	(29.0, 2722282.0)	(30.0, 3887552.0)	(31.0, 6000509.0)	(32.0, 9518289.0)	(33.0, 16688281.0)	(34.0, 31245086.0)	(35.0, 64280240.0)	(36.0, 63035009.0)	(37.0, 659949.0)			
SRR29492911_1	(13.0, 1.0)	(14.0, 1.0)	(15.0, 11.0)	(16.0, 82.0)	(17.0, 430.0)	(18.0, 1535.0)	(19.0, 5430.0)	(20.0, 15860.0)	(21.0, 40224.0)	(22.0, 87325.0)	(23.0, 176686.0)	(24.0, 320375.0)	(25.0, 552445.0)	(26.0, 868510.0)	(27.0, 1325238.0)	(28.0, 1905769.0)	(29.0, 2805231.0)	(30.0, 4064251.0)	(31.0, 6234894.0)	(32.0, 9691572.0)	(33.0, 16769806.0)	(34.0, 32451367.0)	(35.0, 83904589.0)	(36.0, 167571195.0)	(37.0, 1915186.0)					
SRR29492911_2	(11.0, 41.0)	(12.0, 363.0)	(13.0, 1902.0)	(14.0, 5207.0)	(15.0, 10086.0)	(16.0, 17764.0)	(17.0, 31789.0)	(18.0, 54050.0)	(19.0, 89978.0)	(20.0, 141582.0)	(21.0, 233600.0)	(22.0, 378056.0)	(23.0, 616562.0)	(24.0, 933717.0)	(25.0, 1379485.0)	(26.0, 1892810.0)	(27.0, 2604903.0)	(28.0, 3510696.0)	(29.0, 4954937.0)	(30.0, 7064430.0)	(31.0, 10798053.0)	(32.0, 16801590.0)	(33.0, 28613903.0)	(34.0, 51528055.0)	(35.0, 101378806.0)	(36.0, 96681593.0)	(37.0, 984055.0)			
SRR29492912_1	(14.0, 24.0)	(15.0, 112.0)	(16.0, 503.0)	(17.0, 1377.0)	(18.0, 3441.0)	(19.0, 7614.0)	(20.0, 16398.0)	(21.0, 33915.0)	(22.0, 63993.0)	(23.0, 115601.0)	(24.0, 188032.0)	(25.0, 284339.0)	(26.0, 390956.0)	(27.0, 536518.0)	(28.0, 702658.0)	(29.0, 935767.0)	(30.0, 1199324.0)	(31.0, 1544488.0)	(32.0, 1921746.0)	(33.0, 2515769.0)	(34.0, 3473501.0)	(35.0, 6298327.0)	(36.0, 17843798.0)	(37.0, 955177.0)						
SRR29492912_2	(11.0, 5.0)	(12.0, 158.0)	(13.0, 1825.0)	(14.0, 5442.0)	(15.0, 7792.0)	(16.0, 8488.0)	(17.0, 9864.0)	(18.0, 14488.0)	(19.0, 28118.0)	(20.0, 58197.0)	(21.0, 117710.0)	(22.0, 199524.0)	(23.0, 295326.0)	(24.0, 366796.0)	(25.0, 422212.0)	(26.0, 451975.0)	(27.0, 510200.0)	(28.0, 585532.0)	(29.0, 716118.0)	(30.0, 889544.0)	(31.0, 1168585.0)	(32.0, 1564362.0)	(33.0, 2326757.0)	(34.0, 3801323.0)	(35.0, 8174649.0)	(36.0, 16833718.0)	(37.0, 474670.0)			
SRR29492913_1	(13.0, 1.0)	(14.0, 18.0)	(15.0, 132.0)	(16.0, 561.0)	(17.0, 1390.0)	(18.0, 3348.0)	(19.0, 7739.0)	(20.0, 16851.0)	(21.0, 35371.0)	(22.0, 68672.0)	(23.0, 125942.0)	(24.0, 206666.0)	(25.0, 318759.0)	(26.0, 440862.0)	(27.0, 603322.0)	(28.0, 790477.0)	(29.0, 1048940.0)	(30.0, 1347101.0)	(31.0, 1734621.0)	(32.0, 2155364.0)	(33.0, 2830014.0)	(34.0, 3921391.0)	(35.0, 7192716.0)	(36.0, 20023420.0)	(37.0, 983800.0)					
SRR29492913_2	(11.0, 2.0)	(12.0, 195.0)	(13.0, 2081.0)	(14.0, 6227.0)	(15.0, 9166.0)	(16.0, 10113.0)	(17.0, 11576.0)	(18.0, 16251.0)	(19.0, 30571.0)	(20.0, 64563.0)	(21.0, 130856.0)	(22.0, 224819.0)	(23.0, 336066.0)	(24.0, 422942.0)	(25.0, 495494.0)	(26.0, 541643.0)	(27.0, 617846.0)	(28.0, 708250.0)	(29.0, 865885.0)	(30.0, 1067496.0)	(31.0, 1398036.0)	(32.0, 1856955.0)	(33.0, 2739843.0)	(34.0, 4434338.0)	(35.0, 9352541.0)	(36.0, 18060452.0)	(37.0, 453271.0)			
SRR29492914_1	(14.0, 15.0)	(15.0, 127.0)	(16.0, 503.0)	(17.0, 1344.0)	(18.0, 3078.0)	(19.0, 7163.0)	(20.0, 15465.0)	(21.0, 31982.0)	(22.0, 61149.0)	(23.0, 112471.0)	(24.0, 183166.0)	(25.0, 282544.0)	(26.0, 389325.0)	(27.0, 532767.0)	(28.0, 698269.0)	(29.0, 924692.0)	(30.0, 1183448.0)	(31.0, 1522165.0)	(32.0, 1888826.0)	(33.0, 2473513.0)	(34.0, 3417988.0)	(35.0, 6220606.0)	(36.0, 17189422.0)	(37.0, 865981.0)						
SRR29492914_2	(11.0, 9.0)	(12.0, 446.0)	(13.0, 4197.0)	(14.0, 9864.0)	(15.0, 11834.0)	(16.0, 11648.0)	(17.0, 12625.0)	(18.0, 17494.0)	(19.0, 32400.0)	(20.0, 66060.0)	(21.0, 129501.0)	(22.0, 213737.0)	(23.0, 309715.0)	(24.0, 380531.0)	(25.0, 440546.0)	(26.0, 482266.0)	(27.0, 554152.0)	(28.0, 634020.0)	(29.0, 769351.0)	(30.0, 943059.0)	(31.0, 1233199.0)	(32.0, 1632399.0)	(33.0, 2404805.0)	(34.0, 3886955.0)	(35.0, 8140821.0)	(36.0, 15298064.0)	(37.0, 386311.0)			
SRR29492915_1	(14.0, 11.0)	(15.0, 100.0)	(16.0, 445.0)	(17.0, 1318.0)	(18.0, 3162.0)	(19.0, 7596.0)	(20.0, 16888.0)	(21.0, 35907.0)	(22.0, 68757.0)	(23.0, 124778.0)	(24.0, 202042.0)	(25.0, 307913.0)	(26.0, 423753.0)	(27.0, 577283.0)	(28.0, 752551.0)	(29.0, 995124.0)	(30.0, 1270443.0)	(31.0, 1630663.0)	(32.0, 2017837.0)	(33.0, 2635446.0)	(34.0, 3635036.0)	(35.0, 6590388.0)	(36.0, 18282361.0)	(37.0, 928279.0)						
SRR29492915_2	(11.0, 2.0)	(12.0, 98.0)	(13.0, 1180.0)	(14.0, 3867.0)	(15.0, 6364.0)	(16.0, 8017.0)	(17.0, 10044.0)	(18.0, 15168.0)	(19.0, 30648.0)	(20.0, 65880.0)	(21.0, 132795.0)	(22.0, 224632.0)	(23.0, 330801.0)	(24.0, 409295.0)	(25.0, 473921.0)	(26.0, 509512.0)	(27.0, 574219.0)	(28.0, 652792.0)	(29.0, 789391.0)	(30.0, 969272.0)	(31.0, 1265051.0)	(32.0, 1683399.0)	(33.0, 2488362.0)	(34.0, 4048409.0)	(35.0, 8617810.0)	(36.0, 16776106.0)	(37.0, 421046.0)			
SRR29492916_1	(14.0, 17.0)	(15.0, 129.0)	(16.0, 535.0)	(17.0, 1548.0)	(18.0, 3687.0)	(19.0, 8750.0)	(20.0, 19388.0)	(21.0, 40855.0)	(22.0, 77651.0)	(23.0, 139461.0)	(24.0, 222936.0)	(25.0, 341402.0)	(26.0, 476944.0)	(27.0, 659720.0)	(28.0, 867149.0)	(29.0, 1152743.0)	(30.0, 1477239.0)	(31.0, 1901064.0)	(32.0, 2364243.0)	(33.0, 3100605.0)	(34.0, 4280601.0)	(35.0, 7806338.0)	(36.0, 21598075.0)	(37.0, 1052461.0)						
SRR29492916_2	(11.0, 1.0)	(12.0, 123.0)	(13.0, 1284.0)	(14.0, 4007.0)	(15.0, 6621.0)	(16.0, 8053.0)	(17.0, 10312.0)	(18.0, 15376.0)	(19.0, 30989.0)	(20.0, 67412.0)	(21.0, 139247.0)	(22.0, 238883.0)	(23.0, 355384.0)	(24.0, 443675.0)	(25.0, 514447.0)	(26.0, 554611.0)	(27.0, 624933.0)	(28.0, 713086.0)	(29.0, 865577.0)	(30.0, 1073622.0)	(31.0, 1410394.0)	(32.0, 1889728.0)	(33.0, 2824173.0)	(34.0, 4659222.0)	(35.0, 10137254.0)	(36.0, 20475263.0)	(37.0, 529864.0)			
SRR29492917_1	(13.0, 2.0)	(14.0, 10.0)	(15.0, 99.0)	(16.0, 440.0)	(17.0, 1349.0)	(18.0, 3214.0)	(19.0, 7283.0)	(20.0, 16249.0)	(21.0, 33953.0)	(22.0, 62401.0)	(23.0, 111459.0)	(24.0, 178423.0)	(25.0, 274715.0)	(26.0, 382267.0)	(27.0, 524449.0)	(28.0, 688313.0)	(29.0, 912574.0)	(30.0, 1167994.0)	(31.0, 1503746.0)	(32.0, 1864827.0)	(33.0, 2445507.0)	(34.0, 3385175.0)	(35.0, 6244018.0)	(36.0, 17250917.0)	(37.0, 800181.0)					
SRR29492917_2	(11.0, 1.0)	(12.0, 241.0)	(13.0, 2416.0)	(14.0, 6120.0)	(15.0, 7914.0)	(16.0, 7869.0)	(17.0, 9342.0)	(18.0, 14308.0)	(19.0, 30175.0)	(20.0, 65494.0)	(21.0, 132197.0)	(22.0, 219516.0)	(23.0, 316501.0)	(24.0, 388514.0)	(25.0, 448991.0)	(26.0, 490674.0)	(27.0, 556623.0)	(28.0, 623849.0)	(29.0, 743048.0)	(30.0, 893653.0)	(31.0, 1151849.0)	(32.0, 1523194.0)	(33.0, 2244993.0)	(34.0, 3670795.0)	(35.0, 7945445.0)	(36.0, 15958932.0)	(37.0, 406911.0)			
SRR29492918_1	(13.0, 1.0)	(14.0, 20.0)	(15.0, 177.0)	(16.0, 569.0)	(17.0, 1504.0)	(18.0, 3519.0)	(19.0, 8165.0)	(20.0, 17790.0)	(21.0, 37073.0)	(22.0, 68580.0)	(23.0, 120131.0)	(24.0, 190430.0)	(25.0, 292101.0)	(26.0, 409365.0)	(27.0, 562222.0)	(28.0, 734566.0)	(29.0, 975597.0)	(30.0, 1250976.0)	(31.0, 1611057.0)	(32.0, 2005825.0)	(33.0, 2629071.0)	(34.0, 3644589.0)	(35.0, 6663056.0)	(36.0, 18472700.0)	(37.0, 923029.0)					
