Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR29492913_1	(1.0, 43.65379634500019)	(2.0, 17.707529527033465)	(3.0, 7.633781747861485)	(4.0, 3.729556660205908)	(5.0, 2.107778849107215)	(6.0, 1.3936225416076826)	(7.0, 1.0287676921935314)	(8.0, 0.8036096405104776)	(9.0, 0.6519375666114833)	('>10', 5.9448172724134185)	('>50', 1.7871584408475312)	('>100', 4.001180160470991)	('>500', 1.615686598505808)	('>1k', 2.9304098722539047)	('>5k', 1.2690517562141543)	('>10k+', 3.7413153291627568)
SRR29492913_2	(1.0, 41.915679305041344)	(2.0, 16.45030566682859)	(3.0, 7.46601476530553)	(4.0, 3.985457310837228)	(5.0, 2.2617002688629197)	(6.0, 1.695083916241014)	(7.0, 1.189261672297227)	(8.0, 0.9595020173634486)	(9.0, 0.7680476896099123)	('>10', 7.07609010190009)	('>50', 1.8133844337818834)	('>100', 3.848303530502329)	('>500', 1.6540358585129267)	('>1k', 3.297049211541946)	('>5k', 1.210700112787981)	('>10k+', 4.409384138585812)
SRR29492914_1	(1.0, 43.737797806691084)	(2.0, 18.731255149680408)	(3.0, 8.2423061197739)	(4.0, 3.785168311201361)	(5.0, 2.078959275393488)	(6.0, 1.3328141324051366)	(7.0, 0.92068718794669)	(8.0, 0.7385460953847605)	(9.0, 0.5485186934795121)	('>10', 5.64515975308182)	('>50', 1.7757604198453372)	('>100', 3.5796601987487966)	('>500', 1.326725045153172)	('>1k', 2.710841809948326)	('>5k', 1.2452236868538444)	('>10k+', 3.600576314412568)
SRR29492914_2	(1.0, 42.60471849462025)	(2.0, 17.394488552701535)	(3.0, 8.006810845358075)	(4.0, 3.971911181427256)	(5.0, 2.195735976958831)	(6.0, 1.5612720052582998)	(7.0, 1.1160683504382662)	(8.0, 0.85824880220113)	(9.0, 0.657812772816021)	('>10', 6.368052398801066)	('>50', 1.7208905998820498)	('>100', 3.6293431243488237)	('>500', 1.4292086755089484)	('>1k', 2.883405243531528)	('>5k', 1.011622989473669)	('>10k+', 4.5904099866741355)
SRR29492915_1	(1.0, 48.234282186333964)	(2.0, 17.095744061163927)	(3.0, 6.637448538083941)	(4.0, 3.115784513874281)	(5.0, 1.6017961823728433)	(6.0, 1.085094582950554)	(7.0, 0.8053913946008971)	(8.0, 0.6725432889684105)	(9.0, 0.49095992753840606)	('>10', 5.1448447129190615)	('>50', 1.626471959469472)	('>100', 3.7773201005870476)	('>500', 1.5892601952872016)	('>1k', 3.095872155851511)	('>5k', 1.3102310101310846)	('>10k+', 3.716955189867252)
SRR29492915_2	(1.0, 47.241604872892914)	(2.0, 16.292075516363443)	(3.0, 6.611651751551946)	(4.0, 3.3054834873886265)	(5.0, 1.8591646759028821)	(6.0, 1.2544048294739822)	(7.0, 0.9109351354077634)	(8.0, 0.7628834940120628)	(9.0, 0.5836062739035391)	('>10', 5.705841157994897)	('>50', 1.5922300103573004)	('>100', 3.49158002494496)	('>500', 1.5548307370967205)	('>1k', 3.1176063624774395)	('>5k', 1.1506330607425768)	('>10k+', 4.565468609488771)
SRR29492916_1	(1.0, 46.94552977359883)	(2.0, 17.174813379054534)	(3.0, 6.961014278988895)	(4.0, 3.318667488730228)	(5.0, 1.8870373176416704)	(6.0, 1.1975307160146518)	(7.0, 0.8704615260934473)	(8.0, 0.7253229456744819)	(9.0, 0.580756591300943)	('>10', 5.212253576557097)	('>50', 1.6069012130620317)	('>100', 3.566018374948405)	('>500', 1.741415765312855)	('>1k', 3.6407959396885103)	('>5k', 1.2188008585326255)	('>10k+', 3.3526802548006205)
SRR29492916_2	(1.0, 45.65667538864716)	(2.0, 16.282536774916938)	(3.0, 6.861218472158486)	(4.0, 3.576032097583879)	(5.0, 2.094441020131706)	(6.0, 1.4540809715305885)	(7.0, 1.0660157935156445)	(8.0, 0.814070138015913)	(9.0, 0.6260391073512886)	('>10', 6.018262741407674)	('>50', 1.64528889143418)	('>100', 3.5073346791285323)	('>500', 1.5594079463143973)	('>1k', 3.386317018991654)	('>5k', 1.202172851975497)	('>10k+', 4.25010610689627)
SRR29492917_1	(1.0, 49.096447652033895)	(2.0, 16.4501659032611)	(3.0, 6.779291935646979)	(4.0, 3.3142568438089763)	(5.0, 2.160963685975921)	(6.0, 1.486394146914829)	(7.0, 1.130457775271406)	(8.0, 0.8185529371187911)	(9.0, 0.6655588956045461)	('>10', 6.550286074064743)	('>50', 1.6393479952629262)	('>100', 3.156429665241392)	('>500', 1.2181698821946276)	('>1k', 2.354737004274199)	('>5k', 0.7919936475556142)	('>10k+', 2.386945955770058)
SRR29492917_2	(1.0, 47.95587616559784)	(2.0, 15.548342687294554)	(3.0, 6.5553962213123995)	(4.0, 3.5013083264974028)	(5.0, 2.221956828053945)	(6.0, 1.5921958110977377)	(7.0, 1.2030572904782897)	(8.0, 0.9684800891175996)	(9.0, 0.7703421109562445)	('>10', 7.005862961819427)	('>50', 1.664133951800209)	('>100', 3.116569073525357)	('>500', 1.1302745702392993)	('>1k', 2.4031090423374226)	('>5k', 0.7361424581115205)	('>10k+', 3.6269524117606644)
SRR29492918_1	(1.0, 40.93209406563405)	(2.0, 18.135710592426282)	(3.0, 8.3979697635816)	(4.0, 4.068686219795921)	(5.0, 2.23023562662035)	(6.0, 1.4429332454431671)	(7.0, 1.0460285103890032)	(8.0, 0.8052721602575184)	(9.0, 0.6561567485569567)	('>10', 6.3495978690230634)	('>50', 1.877697016208015)	('>100', 3.821945730149868)	('>500', 1.3634245442123163)	('>1k', 2.767392483877288)	('>5k', 1.1848667330269858)	('>10k+', 4.919988690797841)
SRR29492918_2	(1.0, 40.674654072438955)	(2.0, 17.111707816756837)	(3.0, 8.05447288570433)	(4.0, 4.099480493660551)	(5.0, 2.3352077739348998)	(6.0, 1.559894084698844)	(7.0, 1.178032815827323)	(8.0, 0.8754017069735593)	(9.0, 0.735445297500131)	('>10', 6.542453451861162)	('>50', 1.8673133175429635)	('>100', 3.5838383695439715)	('>500', 1.3819914317467659)	('>1k', 2.6156693225145524)	('>5k', 1.0389476239287245)	('>10k+', 6.345489535366412)
SRR29492919_1	(1.0, 52.37766808730152)	(2.0, 17.760770752920887)	(3.0, 6.833194297471152)	(4.0, 2.9915190212602694)	(5.0, 1.790407816045631)	(6.0, 1.1495843183001637)	(7.0, 0.7295539243068738)	(8.0, 0.6045512246965997)	(9.0, 0.44908236342060687)	('>10', 4.45624104432703)	('>50', 1.2487179091666407)	('>100', 2.876319353985174)	('>500', 1.1444185267402203)	('>1k', 2.0063494690794745)	('>5k', 0.7069165803691771)	('>10k+', 2.8747053106086233)
SRR29492919_2	(1.0, 50.17062138165663)	(2.0, 16.86956088436684)	(3.0, 6.74139928543473)	(4.0, 3.3868602699427792)	(5.0, 1.9823810933522712)	(6.0, 1.4054916789357257)	(7.0, 1.0105943689788521)	(8.0, 0.7529477275329218)	(9.0, 0.6266098154000596)	('>10', 5.184455635374277)	('>50', 1.238354399869523)	('>100', 2.652093460875417)	('>500', 1.0939309225705225)	('>1k', 2.277784516151224)	('>5k', 0.7471317655548313)	('>10k+', 3.8597827940034724)
SRR29492920_1	(1.0, 51.09319756617292)	(2.0, 19.55315016011226)	(3.0, 7.9336778978075175)	(4.0, 3.4065525618866097)	(5.0, 1.862953856069007)	(6.0, 1.1051950910754373)	(7.0, 0.768552332992651)	(8.0, 0.5763903753843115)	(9.0, 0.45936962895177236)	('>10', 3.9373063416936556)	('>50', 1.0887901549193175)	('>100', 2.8426791250768804)	('>500', 1.2538843268890254)	('>1k', 2.1273309227393886)	('>5k', 0.5846256960804948)	('>10k+', 1.4063439621485734)
SRR29492920_2	(1.0, 49.1099894537677)	(2.0, 18.03593131332105)	(3.0, 7.803042739643044)	(4.0, 3.8276427943187126)	(5.0, 2.257896917881818)	(6.0, 1.4394479434656173)	(7.0, 1.053727464295257)	(8.0, 0.8137274775831606)	(9.0, 0.6205098977701414)	('>10', 4.852246594998434)	('>50', 1.1976755376343775)	('>100', 2.6758285443406424)	('>500', 1.1674854748241097)	('>1k', 2.2830584615542495)	('>5k', 0.6500159178606364)	('>10k+', 2.211773466740989)
SRR29492921_1	(1.0, 46.576146723101466)	(2.0, 17.412346818925723)	(3.0, 7.254919427243582)	(4.0, 3.323260374185545)	(5.0, 1.920572187185614)	(6.0, 1.331187253431195)	(7.0, 0.9433702423617616)	(8.0, 0.7727929029034768)	(9.0, 0.6510527219356762)	('>10', 6.170077309773502)	('>50', 1.774120007070232)	('>100', 3.955265844587532)	('>500', 1.6015630636804588)	('>1k', 2.9681045257358245)	('>5k', 1.132398067045658)	('>10k+', 2.2128225308327507)
SRR29492921_2	(1.0, 46.08369565470045)	(2.0, 16.200316918363495)	(3.0, 6.901573856529023)	(4.0, 3.4065996931640194)	(5.0, 2.0571422632762673)	(6.0, 1.4126462623842158)	(7.0, 1.0900207836470752)	(8.0, 0.8675008192621259)	(9.0, 0.6627629863296676)	('>10', 6.641034753785259)	('>50', 1.9042941491363925)	('>100', 3.8496181052108627)	('>500', 1.5162120643405488)	('>1k', 2.7603478949366727)	('>5k', 0.9811767189910829)	('>10k+', 3.665057075942719)
SRR29492922_1	(1.0, 48.411939563781495)	(2.0, 18.813338947730827)	(3.0, 7.929787397922339)	(4.0, 3.7904414124402424)	(5.0, 2.148976714742803)	(6.0, 1.4562323083980118)	(7.0, 0.9909207958952291)	(8.0, 0.7416240983225872)	(9.0, 0.6013959727263731)	('>10', 5.373640808338457)	('>50', 1.4233391575992274)	('>100', 3.103106894306732)	('>500', 1.0284569211976675)	('>1k', 1.8380850623661502)	('>5k', 0.6111393282444154)	('>10k+', 1.7375746159873633)
SRR29492922_2	(1.0, 46.803012751765884)	(2.0, 17.564512735249714)	(3.0, 7.762410145693485)	(4.0, 3.876440002657275)	(5.0, 2.270302041642814)	(6.0, 1.612124222901972)	(7.0, 1.19454929726297)	(8.0, 0.9364090552970302)	(9.0, 0.70875322517185)	('>10', 6.640493094298574)	('>50', 1.5436549236018762)	('>100', 2.9806051690344573)	('>500', 1.0929018674126458)	('>1k', 2.0784763550191285)	('>5k', 0.707393829337754)	('>10k+', 2.227961283652858)
SRR29492923_1	(1.0, 80.6611550824513)	(2.0, 11.753924008257147)	(3.0, 2.4124136039689086)	(4.0, 0.7407393866820494)	(5.0, 0.3931445872697367)	(6.0, 0.2422632628008332)	(7.0, 0.17932366134506406)	(8.0, 0.15338690792002985)	(9.0, 0.14948422031559536)	('>10', 1.8025564020865235)	('>50', 0.6418749658603686)	('>100', 0.7005780859531501)	('>500', 0.08682746811109522)	('>1k', 0.0823283569782394)	('>5k', 0.0)	('>10k+', 0.0)
SRR29492923_2	(1.0, 76.97066241181389)	(2.0, 14.049562942269093)	(3.0, 2.927750807275829)	(4.0, 0.8880548982512895)	(5.0, 0.4188591489226432)	(6.0, 0.28010951879818224)	(7.0, 0.18821033240367213)	(8.0, 0.15628809961106327)	(9.0, 0.1533939975724354)	('>10', 2.0929432389336076)	('>50', 0.7590050756794916)	('>100', 0.904607368155033)	('>500', 0.09095619005243535)	('>1k', 0.10832374235211376)	('>5k', 0.011272227909284156)	('>10k+', 0.0)
SRR29492924_1	(1.0, 75.36791785945807)	(2.0, 15.198537958973857)	(3.0, 3.4658149601174424)	(4.0, 1.037459929035583)	(5.0, 0.44160420325849453)	(6.0, 0.2819130190357926)	(7.0, 0.22106161725179138)	(8.0, 0.17515160161640048)	(9.0, 0.147213739239497)	('>10', 1.8507329418767777)	('>50', 0.6276335785784445)	('>100', 0.8869384370694825)	('>500', 0.12699252023430418)	('>1k', 0.13481668132284017)	('>5k', 0.023993021968695665)	('>10k+', 0.012217930962476909)
SRR29492924_2	(1.0, 79.16317963493721)	(2.0, 12.918104519345189)	(3.0, 2.7116773033043233)	(4.0, 0.8108811873102982)	(5.0, 0.36970531853822913)	(6.0, 0.24894651499600476)	(7.0, 0.17006240077230786)	(8.0, 0.15414616930918681)	(9.0, 0.13019909041872238)	('>10', 1.6759283326819738)	('>50', 0.5485541419501052)	('>100', 0.8016060593514742)	('>500', 0.11400815740408173)	('>1k', 0.1286034896533895)	('>5k', 0.02238730009414907)	('>10k+', 0.03201037993343642)
SRR29492925_1	(1.0, 75.76952466552301)	(2.0, 15.14260987179159)	(3.0, 3.323964798416585)	(4.0, 0.9144261748649338)	(5.0, 0.38710015049650637)	(6.0, 0.2983412778142848)	(7.0, 0.1813678265629568)	(8.0, 0.16447882702518277)	(9.0, 0.1284873837631318)	('>10', 2.0139982081428873)	('>50', 0.7149187528055688)	('>100', 0.8005423193973984)	('>500', 0.07815958517866682)	('>1k', 0.06050327009570262)	('>5k', 0.02157688812164353)	('>10k+', 0.0)
SRR29492925_2	(1.0, 79.33382246462367)	(2.0, 12.911561464040064)	(3.0, 2.693063217038174)	(4.0, 0.7938318549945133)	(5.0, 0.3582385301491737)	(6.0, 0.21032441921333506)	(7.0, 0.17141449282658808)	(8.0, 0.1314327623140984)	(9.0, 0.1365689746007851)	('>10', 1.8310058839173693)	('>50', 0.6341141243786029)	('>100', 0.6419854833196483)	('>500', 0.07322593195432887)	('>1k', 0.04504932463801283)	('>5k', 0.034361071991600316)	('>10k+', 0.0)
SRR29492926_1	(1.0, 88.12202848164922)	(2.0, 7.1618664319345795)	(3.0, 1.1533302125020695)	(4.0, 0.3916134555344709)	(5.0, 0.23968176656056295)	(6.0, 0.18275299105506113)	(7.0, 0.1317104314958828)	(8.0, 0.12583875785510368)	(9.0, 0.09273582321597401)	('>10', 1.4400329593851189)	('>50', 0.45883812202882884)	('>100', 0.43984520778062475)	('>500', 0.030774289063057337)	('>1k', 0.028951069939310754)	('>5k', 0.0)	('>10k+', 0.0)
SRR29492926_2	(1.0, 83.12008361039048)	(2.0, 10.161413763221963)	(3.0, 1.7140924292834911)	(4.0, 0.5501053709344512)	(5.0, 0.3204786995344812)	(6.0, 0.2236247165795352)	(7.0, 0.17973533813763)	(8.0, 0.17695317727647783)	(9.0, 0.12785403140160279)	('>10', 1.9795901111180916)	('>50', 0.5910733615700615)	('>100', 0.7281524318771725)	('>500', 0.06959203862701284)	('>1k', 0.044130841029568976)	('>5k', 0.01312007901792363)	('>10k+', 0.0)
SRR29492927_1	(1.0, 79.41029354329986)	(2.0, 11.31170482625243)	(3.0, 2.2920018792429517)	(4.0, 0.7111537834738304)	(5.0, 0.31000585244499756)	(6.0, 0.21348500526152406)	(7.0, 0.15874305563956503)	(8.0, 0.14987623945115672)	(9.0, 0.1529948405877783)	('>10', 2.0197117884554996)	('>50', 0.8922405594439825)	('>100', 1.8778965252660718)	('>500', 0.35465980750824555)	('>1k', 0.11707267598185538)	('>5k', 0.02815961769024629)	('>10k+', 0.0)
SRR29492927_2	(1.0, 79.95665207469678)	(2.0, 11.074307404233062)	(3.0, 2.236120907752566)	(4.0, 0.6214705647270893)	(5.0, 0.3299192382333784)	(6.0, 0.23042797817668226)	(7.0, 0.17071152075136983)	(8.0, 0.14586899041987916)	(9.0, 0.14598434541626146)	('>10', 1.863669711472848)	('>50', 0.8486654017357755)	('>100', 1.8641658491159045)	('>500', 0.35133752532136675)	('>1k', 0.11686402748557964)	('>5k', 0.04383446046149657)	('>10k+', 0.0)
SRR29492928_1	(1.0, 77.8135310972549)	(2.0, 12.416127725558205)	(3.0, 2.6305089202004748)	(4.0, 0.7693482062146351)	(5.0, 0.34462661645072834)	(6.0, 0.24620612503011619)	(7.0, 0.19352306270301295)	(8.0, 0.1617242064148668)	(9.0, 0.1258807991755152)	('>10', 1.8230012333142982)	('>50', 0.879527952431875)	('>100', 1.9369324429591157)	('>500', 0.4728579918475095)	('>1k', 0.1768132354226267)	('>5k', 0.009390385022182183)	('>10k+', 0.0)
SRR29492928_2	(1.0, 74.8358107401312)	(2.0, 14.024883709996772)	(3.0, 3.042727333467719)	(4.0, 0.878956189165319)	(5.0, 0.37868832917433437)	(6.0, 0.20391243374110654)	(7.0, 0.19510964332859734)	(8.0, 0.14644438675335827)	(9.0, 0.12163200665730066)	('>10', 1.9653065572146164)	('>50', 0.9394671380979488)	('>100', 2.3321909116344997)	('>500', 0.6436246670705674)	('>1k', 0.2709086936540481)	('>5k', 0.020337259912616496)	('>10k+', 0.0)
SRR29492929_1	(1.0, 73.80589785561938)	(2.0, 11.143087057001857)	(3.0, 2.4577177414621487)	(4.0, 0.8184399531620818)	(5.0, 0.3796995743187325)	(6.0, 0.2783562407152271)	(7.0, 0.20816190102549964)	(8.0, 0.16721808189872975)	(9.0, 0.12231017032752246)	('>10', 2.1817529880826454)	('>50', 0.9734192823767652)	('>100', 3.160830753895488)	('>500', 1.7898497347708056)	('>1k', 2.461899934287089)	('>5k', 0.023228321266028317)	('>10k+', 0.028130409790109598)
SRR29492929_2	(1.0, 74.93308272753104)	(2.0, 10.57577062798655)	(3.0, 2.2083305840170415)	(4.0, 0.7485974188761094)	(5.0, 0.39161793824536206)	(6.0, 0.2609123605044061)	(7.0, 0.19067033884097934)	(8.0, 0.14382386057669103)	(9.0, 0.14489064607412916)	('>10', 2.0816827690165387)	('>50', 0.9375866766536435)	('>100', 3.1579626763293773)	('>500', 1.816879073077703)	('>1k', 2.3409112569028903)	('>5k', 0.013433353921080514)	('>10k+', 0.053847691446521774)
SRR29492930_1	(1.0, 78.27426218549518)	(2.0, 11.812959178273385)	(3.0, 2.345316820052091)	(4.0, 0.7391802425578741)	(5.0, 0.34396103952793705)	(6.0, 0.23474742987370142)	(7.0, 0.18810757560510188)	(8.0, 0.16431757414017797)	(9.0, 0.11857757655266692)	('>10', 1.7416449984167164)	('>50', 0.7406778830658507)	('>100', 2.1078265424868614)	('>500', 0.752407229629069)	('>1k', 0.41254322812669975)	('>5k', 0.011502739698189936)	('>10k+', 0.011967756498584003)
SRR29492930_2	(1.0, 78.73189852890037)	(2.0, 11.489760846644431)	(3.0, 2.2883850821410237)	(4.0, 0.69437016491312)	(5.0, 0.3598140311793982)	(6.0, 0.22775116357387754)	(7.0, 0.18708480639094976)	(8.0, 0.14537476395082333)	(9.0, 0.10261925051607537)	('>10', 1.6759730618219382)	('>50', 0.8191207088464291)	('>100', 2.090937889981524)	('>500', 0.7322217013673298)	('>1k', 0.4204143568873983)	('>5k', 0.021506129932038175)	('>10k+', 0.01276751295324573)
SRR29492931_1	(1.0, 72.58554856047621)	(2.0, 16.821675284681888)	(3.0, 3.543456432112834)	(4.0, 0.9183273568082465)	(5.0, 0.38182245443072815)	(6.0, 0.296941318476326)	(7.0, 0.2130148386009752)	(8.0, 0.20406873944475842)	(9.0, 0.15509366633339608)	('>10', 2.570696738955049)	('>50', 0.9484030598344027)	('>100', 1.1736991234894407)	('>500', 0.12816527113848108)	('>1k', 0.04313596083792311)	('>5k', 0.004755781495744156)	('>10k+', 0.011195412883448018)
SRR29492931_2	(1.0, 80.30807405401553)	(2.0, 15.53696794787264)	(3.0, 2.629341440262265)	(4.0, 0.5230083356908375)	(5.0, 0.19105392439474625)	(6.0, 0.09905432747811346)	(7.0, 0.08006521963373367)	(8.0, 0.06807356074896045)	(9.0, 0.04606202425204049)	('>10', 0.37753751949740877)	('>50', 0.026488615735149042)	('>100', 0.02642055037597011)	('>500', 0.00603712105878762)	('>1k', 0.013112379841510396)	('>5k', 0.007178036210123426)	('>10k+', 0.0615249429321676)
SRR29492932_1	(1.0, 61.09395195637114)	(2.0, 21.09364750037132)	(3.0, 6.8611170433012125)	(4.0, 2.17545604735489)	(5.0, 0.801121606509534)	(6.0, 0.3921603631240423)	(7.0, 0.2804566263793749)	(8.0, 0.20564343050830913)	(9.0, 0.17373411089356072)	('>10', 2.7140557852348497)	('>50', 1.5696458576453822)	('>100', 2.041080435383698)	('>500', 0.3036699599350692)	('>1k', 0.19363939751859086)	('>5k', 0.020666083515126138)	('>10k+', 0.07995379595404191)
SRR29492932_2	(1.0, 67.04411572401243)	(2.0, 21.46466636476497)	(3.0, 6.204404296353121)	(4.0, 1.7758982120962634)	(5.0, 0.6087181612031737)	(6.0, 0.3163982238748425)	(7.0, 0.23559991104363476)	(8.0, 0.16774930880995978)	(9.0, 0.12683628440038078)	('>10', 1.2945434918174408)	('>50', 0.22047528304703404)	('>100', 0.2196575269143847)	('>500', 0.026693670958088146)	('>1k', 0.026188307744784277)	('>5k', 0.023210893064087374)	('>10k+', 0.2448443398954202)
SRR29492933_1	(1.0, 70.34868859095404)	(2.0, 17.35791277560363)	(3.0, 4.807379053108668)	(4.0, 1.3520431902507788)	(5.0, 0.5137666369853521)	(6.0, 0.2819433721152042)	(7.0, 0.20801090755752102)	(8.0, 0.16905166857362905)	(9.0, 0.1450810644188724)	('>10', 2.5975283600944135)	('>50', 0.9950913887454678)	('>100', 1.0448918001283385)	('>500', 0.11229186355437432)	('>1k', 0.047795141368760785)	('>5k', 0.0)	('>10k+', 0.01852418654092459)
SRR29492933_2	(1.0, 76.84119039698028)	(2.0, 17.092025585360084)	(3.0, 4.105883770695355)	(4.0, 0.969981819784931)	(5.0, 0.2680628043882524)	(6.0, 0.13306483412610962)	(7.0, 0.09206813954378869)	(8.0, 0.05205168084921689)	(9.0, 0.04004988481712924)	('>10', 0.2559471079134275)	('>50', 0.026458054218253525)	('>100', 0.028612578020653676)	('>500', 0.005823067758926246)	('>1k', 0.026284134164892278)	('>5k', 0.0192724244571149)	('>10k+', 0.04322371692146801)
SRR29492934_1	(1.0, 70.9104652611402)	(2.0, 17.741378633643535)	(3.0, 3.986542146512141)	(4.0, 1.0570432872065807)	(5.0, 0.42270748533011465)	(6.0, 0.29985637425034506)	(7.0, 0.2089444162887694)	(8.0, 0.14899208529112984)	(9.0, 0.15302444071807514)	('>10', 2.491740283209311)	('>50', 0.9264944348930574)	('>100', 1.3701722127566867)	('>500', 0.18113757786436002)	('>1k', 0.09032586317507338)	('>5k', 0.0)	('>10k+', 0.0111754977207159)
SRR29492934_2	(1.0, 79.70926608290243)	(2.0, 16.26092223624686)	(3.0, 2.759554923741482)	(4.0, 0.5170264375212767)	(5.0, 0.16104243354541337)	(6.0, 0.09804664980814447)	(7.0, 0.06304337578809048)	(8.0, 0.053047754100792155)	(9.0, 0.04805345121769064)	('>10', 0.2186999356186738)	('>50', 0.02128467645387942)	('>100', 0.011441391003215179)	('>500', 0.010423163569435972)	('>1k', 0.019100426922858668)	('>5k', 0.005628115715620341)	('>10k+', 0.043418945844133604)
SRR29492935_1	(1.0, 71.42955944571754)	(2.0, 16.630239754924798)	(3.0, 4.462871579196146)	(4.0, 1.2838064211380766)	(5.0, 0.4926500355557359)	(6.0, 0.2808620720159056)	(7.0, 0.21694102052299838)	(8.0, 0.16899109188484104)	(9.0, 0.15102512720428354)	('>10', 2.4772674184175822)	('>50', 0.9266096012565821)	('>100', 1.2089447427016693)	('>500', 0.15997073934069966)	('>1k', 0.08306537282594739)	('>5k', 0.0)	('>10k+', 0.027195577297002255)
SRR29492935_2	(1.0, 78.46994111135902)	(2.0, 16.05559821664137)	(3.0, 3.5134946071437607)	(4.0, 0.8718176815926919)	(5.0, 0.26000263830268017)	(6.0, 0.11902729948240941)	(7.0, 0.06602961416993483)	(8.0, 0.057038077351580806)	(9.0, 0.042037269956171096)	('>10', 0.35608937699267357)	('>50', 0.040561543208636454)	('>100', 0.037492801811127685)	('>500', 0.009306541079056133)	('>1k', 0.02915575365432973)	('>5k', 0.013579832383737271)	('>10k+', 0.05882763487086135)
SRR29492936_1	(1.0, 71.85456807535223)	(2.0, 17.402129276015103)	(3.0, 3.807962641425952)	(4.0, 0.9661654752299209)	(5.0, 0.406728586373539)	(6.0, 0.28386632167604453)	(7.0, 0.21694043197109328)	(8.0, 0.18898520316955708)	(9.0, 0.14501710311116967)	('>10', 2.334400767414336)	('>50', 0.8101279421262108)	('>100', 1.2410698727309544)	('>500', 0.23287601096064506)	('>1k', 0.09466592459173254)	('>5k', 0.0029041572130243435)	('>10k+', 0.011592210638599252)
SRR29492936_2	(1.0, 80.91418810425924)	(2.0, 15.426717204025392)	(3.0, 2.4254874205401356)	(4.0, 0.46699278731581967)	(5.0, 0.16402958920205502)	(6.0, 0.08803311565189714)	(7.0, 0.07304177293964949)	(8.0, 0.040030727017610505)	(9.0, 0.02702603189876744)	('>10', 0.2417525778631616)	('>50', 0.025322641135473608)	('>100', 0.028155935891814646)	('>500', 0.008203621648277292)	('>1k', 0.018587600212871355)	('>5k', 0.008101311206304886)	('>10k+', 0.04432955919151163)
SRR29492937_1	(1.0, 74.18318951179413)	(2.0, 15.344002902109649)	(3.0, 3.129137752809647)	(4.0, 0.8401851087481819)	(5.0, 0.39172360058224737)	(6.0, 0.27088043491542835)	(7.0, 0.17496898087179763)	(8.0, 0.17101483282991825)	(9.0, 0.14905226651456885)	('>10', 2.885878958806744)	('>50', 1.112298424507008)	('>100', 1.1201685629950462)	('>500', 0.1232006032677958)	('>1k', 0.07939725957494949)	('>5k', 0.0031340184096450285)	('>10k+', 0.021766781263558122)
SRR29492937_2	(1.0, 81.86090613663507)	(2.0, 14.459323794847531)	(3.0, 2.3863635994621126)	(4.0, 0.5179986663864029)	(5.0, 0.15604079531504783)	(6.0, 0.09104783304531558)	(7.0, 0.055043439756705385)	(8.0, 0.04204426951767543)	(9.0, 0.05206855185856861)	('>10', 0.25001844000738704)	('>50', 0.02033910196843722)	('>100', 0.012708085493785036)	('>500', 0.0)	('>1k', 0.02802526842640477)	('>5k', 0.024482821446436646)	('>10k+', 0.04358919583314265)
SRR29492938_1	(1.0, 71.14717095856642)	(2.0, 16.79008413680881)	(3.0, 4.510251095562777)	(4.0, 1.3079528192225143)	(5.0, 0.5317083989627881)	(6.0, 0.2799170592719399)	(7.0, 0.16799256277190974)	(8.0, 0.15003115811397152)	(9.0, 0.11105103258735301)	('>10', 2.588256082734457)	('>50', 1.1002862648726992)	('>100', 1.1135721561649101)	('>500', 0.1276119052050345)	('>1k', 0.05403140997040609)	('>5k', 0.002999763742859567)	('>10k+', 0.017083195441239752)
SRR29492938_2	(1.0, 78.0342181593301)	(2.0, 16.331021133332552)	(3.0, 3.840090824107304)	(4.0, 0.8970134272032689)	(5.0, 0.23506267054148175)	(6.0, 0.12106273118121819)	(7.0, 0.07505776785717097)	(8.0, 0.05405519226039068)	(9.0, 0.03604586262900764)	('>10', 0.2298912227191926)	('>50', 0.03255396823029596)	('>100', 0.02099625959763035)	('>500', 0.007085719550387179)	('>1k', 0.027434040796516707)	('>5k', 0.016205384107270022)	('>10k+', 0.042205636556156986)
SRR29492939_1	(1.0, 46.93099457282972)	(2.0, 17.957084099157708)	(3.0, 7.325500691210948)	(4.0, 3.4218674734793737)	(5.0, 1.9352149111279673)	(6.0, 1.276367701530076)	(7.0, 0.9090715243114285)	(8.0, 0.7200037532742787)	(9.0, 0.5414873752711798)	('>10', 5.53907390348692)	('>50', 1.6516566555037728)	('>100', 3.6550686908694896)	('>500', 1.2351130302903417)	('>1k', 2.628610482106154)	('>5k', 1.0485997170058425)	('>10k+', 3.224285418544659)
SRR29492939_2	(1.0, 45.44311911226499)	(2.0, 16.90438019249295)	(3.0, 7.247533330801543)	(4.0, 3.527621778986222)	(5.0, 2.1288189481673094)	(6.0, 1.5028751022913107)	(7.0, 1.0762432011412655)	(8.0, 0.841569624063979)	(9.0, 0.7226716573590145)	('>10', 6.4240228624191165)	('>50', 1.6131391414555027)	('>100', 3.461288028246744)	('>500', 1.4210454850766905)	('>1k', 2.6559699164424706)	('>5k', 1.047758706964866)	('>10k+', 3.981942911825857)
