Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR29492921_1	SRR29492921_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41170234.0	6.2 Gbp	0.0	151.0	48.0	59.834236001988536	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
SRR29492921_2	SRR29492921_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41170234.0	6.2 Gbp	0.0	151.0	47.0	58.744604198202154	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492922_1	SRR29492922_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37710165.0	5.6 Gbp	0.0	151.0	48.0	62.73213907318764	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492922_2	SRR29492922_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37710165.0	5.6 Gbp	0.0	151.0	48.0	60.657321926157735	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492923_1	SRR29492923_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72560101.0	10.9 Gbp	0.0	151.0	47.0	87.81443619971105	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492923_2	SRR29492923_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72560101.0	10.9 Gbp	0.0	151.0	46.0	85.513026436542	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492924_1	SRR29492924_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90882338.0	13.7 Gbp	0.0	151.0	45.0	84.69832936171997	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492924_2	SRR29492924_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90882338.0	13.7 Gbp	0.0	151.0	46.0	87.00274596531347	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492925_1	SRR29492925_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60425817.0	9.1 Gbp	0.0	151.0	46.0	84.98599093424251	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492925_2	SRR29492925_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60425817.0	9.1 Gbp	0.0	151.0	46.0	87.15573612632701	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492926_1	SRR29492926_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40424596.0	6.1 Gbp	0.0	151.0	46.0	92.39503054620576	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	warn
SRR29492926_2	SRR29492926_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40424596.0	6.1 Gbp	0.0	151.0	45.0	89.19149220646037	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492927_1	SRR29492927_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66675858.0	10 Gbp	0.0	151.0	46.0	86.2897676241558	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492927_2	SRR29492927_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66675858.0	10 Gbp	0.0	151.0	46.0	86.67520602978028	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492928_1	SRR29492928_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69907642.0	10.5 Gbp	0.0	151.0	46.0	85.37756040773486	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	warn
SRR29492928_2	SRR29492928_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69907642.0	10.5 Gbp	0.0	151.0	46.0	83.37561277668047	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	warn
SRR29492929_1	SRR29492929_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87815199.0	13.2 Gbp	0.0	151.0	47.0	80.73275428738535	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492929_2	SRR29492929_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87815199.0	13.2 Gbp	0.0	151.0	47.0	81.46453376879245	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492930_1	SRR29492930_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87817285.0	13.2 Gbp	0.0	151.0	47.0	85.42690771749254	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492930_2	SRR29492930_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87817285.0	13.2 Gbp	0.0	151.0	47.0	85.6882913403406	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492931_1	SRR29492931_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	204266966.0	30.8 Gbp	0.0	151.0	22.0	82.76061773105216	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492931_2	SRR29492931_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	204266966.0	30.8 Gbp	0.0	151.0	24.0	89.18766611986872	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492932_1	SRR29492932_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	263819012.0	39.8 Gbp	0.0	151.0	23.0	74.95162610487779	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
SRR29492932_2	SRR29492932_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	263819012.0	39.8 Gbp	0.0	151.0	24.0	80.61170978985832	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492933_1	SRR29492933_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	215996562.0	32.6 Gbp	0.0	151.0	22.0	81.32969372422342	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	warn
SRR29492933_2	SRR29492933_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	215996562.0	32.6 Gbp	0.0	151.0	24.0	87.1151362440176	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492934_1	SRR29492934_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	258298441.0	39 Gbp	0.0	151.0	21.0	81.72182071854523	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492934_2	SRR29492934_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	258298441.0	39 Gbp	0.0	151.0	23.0	88.97273922337203	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492935_1	SRR29492935_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	249420899.0	37.6 Gbp	0.0	151.0	22.0	81.91072770743109	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	warn
SRR29492935_2	SRR29492935_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	249420899.0	37.6 Gbp	0.0	151.0	24.0	88.00357471996293	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492936_1	SRR29492936_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	277488003.0	41.9 Gbp	0.0	151.0	22.0	82.40396376638766	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492936_2	SRR29492936_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	277488003.0	41.9 Gbp	0.0	151.0	24.0	89.63397595818078	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492937_1	SRR29492937_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	205090299.0	30.9 Gbp	0.0	151.0	22.0	83.45559533756844	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	warn
SRR29492937_2	SRR29492937_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	205090299.0	30.9 Gbp	0.0	151.0	24.0	90.09672741288894	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492938_1	SRR29492938_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	217307267.0	32.8 Gbp	0.0	151.0	22.0	81.7268212725237	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492938_2	SRR29492938_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	217307267.0	32.8 Gbp	0.0	151.0	24.0	87.80766113196712	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492939_1	SRR29492939_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37746124.0	5.6 Gbp	0.0	151.0	48.0	60.44289138809441	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492939_2	SRR29492939_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37746124.0	5.6 Gbp	0.0	151.0	47.0	58.62084237582238	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492940_1	SRR29492940_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40659307.0	6.1 Gbp	0.0	151.0	51.0	53.48187353002856	151.0	151	pass	pass	pass	pass	fail	fail	pass	pass	warn	warn	warn
SRR29492940_2	SRR29492940_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40659307.0	6.1 Gbp	0.0	151.0	50.0	52.91222510661885	151.0	151	pass	pass	warn	pass	fail	fail	pass	pass	warn	warn	warn
SRR29492941_1	SRR29492941_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41039099.0	6.1 Gbp	0.0	151.0	47.0	65.36803952903006	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492941_2	SRR29492941_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41039099.0	6.1 Gbp	0.0	151.0	46.0	64.10994641040769	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492942_1	SRR29492942_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43773303.0	6.6 Gbp	0.0	151.0	48.0	59.348126573545954	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492942_2	SRR29492942_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43773303.0	6.6 Gbp	0.0	151.0	47.0	58.04591498272183	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492943_1	SRR29492943_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34193558.0	5.1 Gbp	0.0	151.0	48.0	63.592313776080964	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492943_2	SRR29492943_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34193558.0	5.1 Gbp	0.0	151.0	47.0	61.74929881515905	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492944_1	SRR29492944_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35651782.0	5.3 Gbp	0.0	151.0	48.0	60.04275520452049	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492944_2	SRR29492944_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35651782.0	5.3 Gbp	0.0	151.0	47.0	59.34882732137914	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492945_1	SRR29492945_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26118405.0	3.9 Gbp	0.0	151.0	48.0	63.79034441281082	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492945_2	SRR29492945_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26118405.0	3.9 Gbp	0.0	151.0	47.0	63.51793517275571	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492946_1	SRR29492946_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49220574.0	7.4 Gbp	0.0	151.0	48.0	64.31679896419841	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492946_2	SRR29492946_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49220574.0	7.4 Gbp	0.0	151.0	47.0	62.52663449881548	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492947_1	SRR29492947_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58989837.0	8.9 Gbp	0.0	151.0	52.0	43.45137611971294	151.0	151	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	warn
SRR29492947_2	SRR29492947_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58989837.0	8.9 Gbp	0.0	151.0	52.0	42.25197821380167	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	warn
SRR29492948_1	SRR29492948_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47794090.0	7.2 Gbp	0.0	151.0	47.0	62.51544323378887	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492948_2	SRR29492948_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47794090.0	7.2 Gbp	0.0	151.0	47.0	60.514264100280656	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492949_1	SRR29492949_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40198560.0	6 Gbp	0.0	151.0	47.0	62.12426010503636	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492949_2	SRR29492949_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40198560.0	6 Gbp	0.0	151.0	47.0	60.19262120860866	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
